sample	Group	Biosynthesis_of_Cofactors_and_Vitamins	Carbohydrate_metabolism	Cellular_Structure_and_Modification_of_Macromolecules	Central_metabolism_and_energy	Lipid_metabolism	Metabolism_of_Alcohols_and_Aldehydes	Metabolism_of_Aromatic_Compounds_and_Xenobiotics	Metabolism_of_Carboxylic_Acids	Metabolism_of_amino_acids_and_derivatives	Nucleotide_and_Nucleic_Acid_Metabolism	Signaling_and_Regulation_Metabolism	Specialized_and_Miscellaneous_Routes	NA
train_2067	DD	0.00803337959	0.00406058392	0.0031541963	0.00467239025	0.00317064898	0.00015200011	0.0026507164	0.0019847253	0.0102074153	0.01095864824	3.06659e-05	0.00339740867	0.0011812091
train_2068	DD	0.008235319298	0.00454014754	0.0031820365	0.00565921902	0.002791717764	0.000185203842	0.00280810903	0.00190702334	0.0106123635	0.01095342107	7.01524e-05	0.00395228266	0.00123690046
train_2069	DD	0.00629534671	0.003453927486	0.002771004539	0.00518438253	0.002291373103	0.000206189999	0.002013120433	0.00146103092	0.00787537283	0.00964303013	3.695909e-05	0.003594251681	0.00096811378
train_207	NP	0.00782790351	0.00422347421	0.00270601462	0.00568247108	0.00346081814	5.841296e-05	0.0029301307	0.00186284265	0.01012212729	0.0103897823	4.42275e-05	0.004203988924	0.00094504906
train_2070	DD	0.005133886247	0.00303240098	0.00231809126	0.00472027273	0.002503696095	0.000177721448	0.002114982743	0.00122834096	0.007055717074	0.0084154241	3.622594e-05	0.00332105026	0.00083061487
train_2071	DD	0.00822016816	0.00479976926	0.00361439829	0.0055653264	0.00227226807	0.000184988475	0.00222027299	0.00204384309	0.01129140433	0.01126584287	0.000102433	0.003900599169	0.00143677719
train_2072	DD	0.00794895742	0.004109431704	0.0031577154	0.00539322048	0.003027015516	0.000171717444	0.00270991526	0.00184883601	0.00986128044	0.01171307151	7.42802e-05	0.004047114152	0.0011743979
train_2073	H	0.00759975089	0.00391693087	0.002950151	0.00449719206	0.00257463375	0.00010130037	0.0023543102	0.0017778675	0.00957006925	0.01037372718	3.23658e-05	0.00375842463	0.00111795139
train_2074	H	0.006142717866	0.003506546753	0.0024607424	0.004013672392	0.002539420244	0.00013612579	0.0023494235	0.001287865149	0.007601386089	0.00886134785	1.45005e-05	0.003338777	0.00084447375
train_2075	DD	0.00818649634	0.0041472629	0.00327728985	0.00493748125	0.0030264437	0.000121543	0.00319623438	0.00207924498	0.0102057517	0.0113424651	3.81204e-05	0.0037334549	0.00115054683
train_2076	DD	0.00750758819	0.00457983614	0.0029122478	0.0058779416	0.003540598103	0.000243735922	0.00255657708	0.0020185505	0.00996138829	0.00989540883	5.9831e-05	0.003860076995	0.001317626
train_2077	H	0.00749889746	0.00353166276	0.0028835506	0.004622214995	0.00274874899	0.000155256471	0.00239156851	0.00165779747	0.00903119461	0.01040840736	3.14664e-05	0.00395710593	0.0010613702
train_2078	H	0.00807050206	0.003888433428	0.003362036103	0.00534804526	0.003033284027	0.000129537686	0.002854517802	0.001897627831	0.010161797167	0.01114303699	2.864852e-05	0.00423281098	0.00120566228
train_2079	H	0.00682713327	0.004175685201	0.002720806691	0.00525563062	0.00309354292	0.00017742362	0.00234088296	0.001545618881	0.008425930056	0.00904886462	3.345587e-05	0.003737510323	0.001131459
train_208	NP	0.0062167495	0.003166984451	0.00236057176	0.00310550934	0.00338454119	0.00012262783	0.001837793621	0.001303237971	0.00592801549	0.00716091313	2.59159e-05	0.00291046551	0.00068844684
train_2080	H	0.006897509743	0.00383001474	0.002776638774	0.004489002465	0.002408616863	8.626565e-05	0.002565436553	0.00149339096	0.00853785753	0.00994433888	2.202634e-05	0.0036314321844	0.00100803381
train_2081	H	0.00690287589	0.00297863228	0.00240377672	0.00389417658	0.0021985122	9.621871e-05	0.0020378521	0.00134321882	0.00789973939	0.00979203677	1.31005e-05	0.00370967627	0.00079473781
train_2082	H	0.00743808871	0.00380984861	0.0030441145	0.004651448439	0.00264896464	0.00012478147	0.0023192412	0.00167778933	0.00954100727	0.01065321456	2.19128e-05	0.00395107065	0.00110233267
train_2083	H	0.00860957048	0.00426931578	0.0037644045	0.00498387529	0.00288221279	0.000135456589	0.0026056774	0.00221252322	0.01126764103	0.01144941179	4.56485e-05	0.003804220695	0.0011902605
train_2084	H	0.00787803345	0.00378206614	0.0031535657	0.004635905757	0.00307147845	0.000124392182	0.002338603298	0.00187144953	0.01002412607	0.01041479918	4.65008e-05	0.00365331849	0.00097546005
train_2085	H	0.00780939463	0.00341864978	0.0033423247	0.00454766261	0.00312432598	0.0001244088	0.0024041383	0.0016794479	0.0096765657	0.01067582555	2.56838e-05	0.00361160934	0.00094231316
train_2086	H	0.0067922214	0.0030465637	0.002798056	0.0036601225	0.0030784069	7.429003e-05	0.0020259503	0.00133028803	0.0081012487	0.0092325444	3.48082e-05	0.00325910662	0.0007075081
train_2087	H	0.00691538203	0.00308403871	0.0026364105	0.00355563345	0.0026818896	9.00946e-05	0.0020705452	0.0015264129	0.00796213169	0.00902864888	1.67433e-05	0.00336166624	0.0008461044
train_2088	H	0.00762940456	0.00378787656	0.0027925108	0.00437381662	0.00305354938	0.0001668323	0.00231674831	0.00156972508	0.00926474628	0.00975716471	3.72616e-05	0.00380368222	0.0010563307
train_2089	H	0.00702735339	0.00355495222	0.0027784173	0.00412076888	0.00286099272	0.00013281561	0.00224515671	0.00154627942	0.0087171719	0.00927196292	3.5472e-05	0.00358240981	0.00090511968
train_209	NP	0.00598720479	0.00350321308	0.00365188335	0.00453764887	0.00166139049	8.328043e-05	0.0018949083	0.00124705021	0.00788461667	0.00882656357	2.832407e-05	0.00390800835	0.00078321322
train_2090	H	0.00705168059	0.00415092173	0.00331718855	0.00436337639	0.00231977272	8.374615e-05	0.00261738577	0.00187002495	0.00943114828	0.011658182591	2.12762e-05	0.00374521395	0.0010710781
train_2091	H	0.008167428698	0.003996831675	0.0032707337	0.00513599964	0.00239882534	7.700188e-05	0.00287258471	0.00216565341	0.011247486687	0.01259501745	1.93373e-05	0.003800431726	0.00119688977
train_2092	H	0.00678492647	0.00358776056	0.0030251059	0.00469951977	0.00239981501	0.0001364453	0.0025124865	0.00174987554	0.00945175102	0.01005028352	3.51033e-05	0.00364904994	0.0010284459
train_2093	H	0.00665470271	0.00386054758	0.0030851044	0.00479807274	0.00225512733	0.00015083547	0.0021705605	0.00175671557	0.00928331053	0.00996803441	3.72065e-05	0.00362579013	0.0010649068
train_2094	H	0.00765272105	0.00421740892	0.0031015155	0.005334243	0.00279689563	0.0002136563	0.00258037869	0.00203993199	0.0099846442	0.01089265414	4.85518e-05	0.003865816643	0.00121710595
train_2095	H	0.0075151474	0.00412090481	0.0029720752	0.00464890775	0.002616603855	0.0001429208	0.0025088935	0.00201811295	0.009752317052	0.01067403253	2.76839e-05	0.00381743251	0.001064074869
train_2096	H	0.00606068323	0.003230188175	0.002686644619	0.004200676253	0.001683659544	0.00018206467	0.0021982726	0.00164797361	0.008088659241	0.01031001472	1.890186e-05	0.003578609166	0.00099698237
train_2097	H	0.007572228109	0.00398095551	0.00322069983	0.00394371997	0.002375532656	0.000111218851	0.002213416456	0.001778981524	0.0085751171	0.01042230386	2.21445e-05	0.00379026118	0.00102534845
train_2098	DD	0.00845045796	0.00486925275	0.00336239086	0.00627718698	0.00215865559	0.00025760962	0.00235662829	0.0021785604	0.0109636893	0.01122674527	0.000109381	0.0038545373	0.00156606535
train_2099	DD	0.00762059694	0.00413661149	0.0029895374	0.00506048794	0.00223897208	0.00015065145	0.00254281478	0.00203181119	0.00957276682	0.01023857593	3.18939e-05	0.00373920332	0.00116770095
train_210	NP	0.0064596468	0.00417156293	0.004627942	0.00243092651	0.00034586148	0	0.00191838099	0.00098083006	0.00737331722	0.00910477511	0	0.0029610144	0.00025096966
train_2100	DD	0.0048263859	0.00184830243	0.0018763627	0.00221824807	0.002898224	3.590494e-05	0.0021077614	0.00091683721	0.0052381358	0.00685724431	0	0.0016663019	0.0003870153
train_2101	DD	0.0078430391	0.00537545636	0.0026562585	0.01211582402	0.00681574024	0.0007484199	0.00307801542	0.0023947457	0.0107285594	0.00935627648	0.0001579384	0.00567022857	0.00194663457
train_2102	H	0.004810306	0.00305688584	0.0019039173	0.004054132	0.001895802	0.0001934189	0.0016558965	0.0007754431	0.0054802207	0.0070311938	3.47153e-05	0.0025627748	0.001054486
train_2103	DD	0.00460269751	0.00295271898	0.0019583319	0.00329871533	0.00231702574	9.0178642e-05	0.00216930143	0.00106896909	0.00596727822	0.0077670021	2.301921e-05	0.00224998903	0.00089811322
train_2104	H	0.00535177096	0.0030961927	0.0021346152	0.00336237629	0.0014084838	7.14316e-05	0.0015370026	0.0014161809	0.00713890229	0.00773766511	2.5528e-05	0.00243334647	0.001011648
train_2105	H	0.00603857885	0.00328477818	0.0024124092	0.00365311509	0.00200551765	6.53201e-05	0.0019438123	0.0012889633	0.0076334406	0.00863087892	1.4876e-05	0.0034222974	0.00101253521
train_2106	DD	0.0080310023	0.0029823575	0.0029166181	0.00432998776	0.00373064929	0.000146445524	0.0030404454	0.00160158611	0.00905203595	0.01139896741	3.02934e-05	0.00373993781	0.0008725957
train_2107	DD	0.008681994373	0.00384160545	0.003315329135	0.005936740014	0.003998536918	0.000223604149	0.00329508364	0.00204246226	0.010453863322	0.01175137575	4.282427e-05	0.0045578035299	0.00115328399
train_2108	H	0.00768976695	0.00434856735	0.00310870157	0.00461376003	0.002400969886	0.000155187575	0.00236673476	0.00205175127	0.01019223935	0.0113038245	2.84951e-05	0.00396283369	0.0012746967
train_2109	DD	0.007810023189	0.00468405642	0.003183949417	0.005478604919	0.003038902638	0.000280172413	0.00258922851	0.001987830206	0.010454072616	0.01107535843	9.1384195e-05	0.003773906023	0.00135332837
train_211	NP	0.00690820999	0.00358649852	0.00299983301	0.00503792739	0.00233651825	0.00021823432	0.00203554146	0.00163605054	0.00810132147	0.00755633908	3.87583e-05	0.003460658974	0.0007739055
train_2110	DD	0.0083090279	0.004219784913	0.003561145765	0.005493704516	0.003797751931	0.000245976373	0.002845830656	0.0019096017	0.01051268763	0.0113017653	7.1025e-05	0.004074497827	0.001119592579
train_2111	DD	0.00735749577	0.00388790137	0.003225843253	0.006059706825	0.0042829801	0.000272206314	0.002857305796	0.00184422693	0.010021637543	0.0112144284	0.00011736165	0.004723930868	0.00114379092
train_2112	DD	0.007906891492	0.00401648929	0.00282828805	0.006869021959	0.005488363376	0.0003094031	0.00224360038	0.0018567217	0.009825349992	0.0101544481	0.0001007458	0.004873599804	0.0011443014
train_2113	H	0.00799267465	0.0042691356	0.0035476979	0.005137472905	0.00248836051	0.000123697224	0.002903667701	0.00213767675	0.010103142632	0.0112762206	4.68011e-05	0.00428288581	0.001212913339
train_2114	H	0.0025421587	0.0017841312	0.0018523835	0.0013068283	0.0012198784	0	0.0009935475	0.000502165	0.0045735505	0.0045350819	0	0.00167734658	0.0001940599
train_2115	DD	0.008492784238	0.003762958036	0.003018585565	0.00467034009	0.00389577781	0.000170625031	0.002913600334	0.00178670963	0.010281480188	0.01213184802	4.247766e-05	0.00404041483	0.00102176306
train_2116	DD	0.00737963421	0.004029938123	0.00235073504	0.00591354005	0.0037397816	0.00031612089	0.00296911751	0.00174668932	0.0093337801	0.0101586118	4.73173e-05	0.003810583007	0.00106636287
train_2117	DD	0.007693816756	0.004094565647	0.002550411451	0.00541846521	0.003671222267	0.0002520059	0.00262704039	0.00169282553	0.009743842438	0.01059882794	3.040397e-05	0.003718827359	0.00090544727
train_2118	H	0.007298226649	0.003725636625	0.003202548	0.005908242216	0.002174105019	0.000156777084	0.00286029708	0.002064508733	0.010523365904	0.0110433804	4.76803e-05	0.003984953473	0.001206365048
train_2119	H	0.00671844188	0.003666005467	0.0029953683	0.004947706361	0.00266085395	0.00016836784	0.00239720863	0.001582388965	0.00892322945	0.00992600325	5.91316e-05	0.00382809331	0.0010768594
train_212	H	0.0066508237	0.00302717907	0.002402369	0.00316661586	0.00246184084	4.95963e-05	0.0022379438	0.00124208008	0.00642458065	0.0087589207	1.53421e-05	0.00305938852	0.00053453699
train_2120	DD	0.00764027367	0.00394549608	0.0028983319	0.004890183867	0.00356174308	0.000171497	0.00320814096	0.00144204626	0.00849539575	0.00997866425	2.45047e-05	0.00395474075	0.00089271043
train_2121	DD	0.00783431339	0.003586471865	0.00303495081	0.00438940685	0.00333534045	0.000153382551	0.00246452038	0.00143529124	0.00877553258	0.0105870368	1.0408e-05	0.004212206967	0.000867899018
train_2122	H	0.00838710218	0.00472050284	0.0033214447	0.006098289734	0.00185864025	0.0002275518461	0.002222532758	0.0021272941	0.01193968355	0.0113252913	8.08296e-05	0.0035289471968	0.0014695956
train_2123	H	0.00636961608	0.0033950366	0.0031124834	0.003282204791	0.002537763349	8.66752e-05	0.0018844974	0.00127751105	0.00789236321	0.0092966026	2.32408e-05	0.00359409268	0.00061831447
train_2124	H	0.00683462232	0.00435200318	0.0029600043	0.005039994532	0.002351402079	0.000130632074	0.00211022554	0.00189105161	0.009259681322	0.01010134126	3.9096453e-05	0.00343792946	0.00131030537
train_2125	H	0.0047010484	0.00291714139	0.0016981193	0.0024902112	0.0017645141	0	0.0015168092	0.0007817848	0.00553544496	0.0071657475	0	0.0027970167	0.0006376493
train_2126	H	0.0071177468	0.003658395489	0.0031670059	0.004750912151	0.00241045003	0.00013123524	0.00223902538	0.00187135149	0.00916276647	0.0107513241	2.56858e-05	0.003604209027	0.00107267358
train_2127	H	0.007602941509	0.004653444952	0.00340151028	0.006083242729	0.00226147616	0.000201353397	0.00248498105	0.00200907269	0.01112509812	0.01084689696	5.2545315e-05	0.003919673624	0.00136816279
train_2128	H	0.007350753288	0.004387601304	0.0036905651	0.004244511519	0.002820878027	8.746137e-05	0.00201470134	0.0018286951	0.0100553751	0.01071361855	2.18439e-05	0.00415752762	0.00099696787
train_2129	DD	0.00858089349	0.0042536081	0.00320088287	0.006403859877	0.00514944375	0.000183173242	0.00301829712	0.00184137505	0.010329381286	0.01202860524	9.664506e-05	0.004468525105	0.001042973086
train_213	H	0.0057210329	0.00325839878	0.0029168534	0.00399683954	0.00226380634	3.73416e-05	0.0023642924	0.0012576445	0.00813160479	0.0090011422	2.74268e-05	0.00387406276	0.000787819
train_2130	DD	0.00821576696	0.00503775172	0.003423270755	0.007213838685	0.003476171793	0.000252125506	0.00270948695	0.00208705691	0.01065468589	0.010975632	0.00014520003	0.003872188579	0.00142608466
train_2131	H	0.00825552708	0.005490498264	0.0035597917	0.006175167396	0.00355443845	0.000204155	0.003376645835	0.00220822932	0.01155515607	0.01183782721	7.84449e-05	0.00462153496	0.0014716539
train_2132	H	0.007351175289	0.003864163243	0.002941405	0.004764762068	0.002665824773	0.00015407944	0.00220265113	0.001659474411	0.00921035281	0.00961383853	3.65415e-05	0.003471585142	0.001160998712
train_2133	DD	0.0094940975	0.005437862748	0.0030052325	0.01023104916	0.006795857112	0.00072580524	0.003188370364	0.002548775481	0.011513480235	0.01084384071	0.0001593092	0.006005467506	0.001768870969
train_2134	H	0.007925833316	0.003338346013	0.003066140634	0.003961106558	0.0045190255759	8.57162221e-05	0.003027843181	0.001732708156	0.009656895715	0.01169244099	3.3777418e-05	0.003489352541	0.00092936796
train_2135	DD	0.0044609622	0.00216896496	0.0018242466	0.0022106154	0.002594496121	3.3551534e-05	0.0018890893	0.000769726	0.005351882	0.0072075575	0	0.0022399967	0.0005748759
train_2136	DD	0.00669408575	0.00321212588	0.00254254269	0.00339887839	0.0028867644	0.00010267217	0.0018404426	0.00153680647	0.00832304706	0.00883916273	1.20655e-05	0.003395736229	0.0008655457
train_2137	DD	0.0068883144	0.00398436958	0.0028514779	0.004827409466	0.002889037913	0.00011781085	0.002966896978	0.00165422603	0.009158130548	0.0101998124	6.588513e-05	0.003227045013	0.001135576435
train_2138	DD	0.008719735586	0.005199513809	0.003625801953	0.00643119976	0.00238048563	0.00021378326	0.00300076615	0.00193938291	0.011124082486	0.011695101042	9.7363e-05	0.00362494551	0.00129005047
train_2139	H	0.0033045304	0.0015400518	0.0016144209	0.0021761028	0.0009526755	0	0.0013794874	0.0006606288	0.004809371	0.0062758298	2.52782e-05	0.00216857154	0.0004229556
train_214	H	0.00335778301	0.00188039935	0.00105134101	0.00340062295	0.00224016999	0.00014733493	0.00082064124	0.0008297669	0.00390934261	0.00357784424	4.0076e-05	0.002090484	0.0005225806
train_2140	H	0.0046238835	0.00199576982	0.0017208698	0.0031222994	0.00228762653	6.05296e-05	0.0018020902	0.0011448979	0.0064455131	0.0081260575	1.90476e-05	0.00306614766	0.0005535492
train_2141	DD	0.006616876511	0.00417664396	0.00276043074	0.004895215331	0.00362823583	0.00014753391	0.002162112201	0.00164920792	0.00828879316	0.00979404095	5.2099687e-05	0.003975861086	0.001092931249
train_2142	DD	0.0055210089	0.00315651078	0.0023952602	0.00396591162	0.0021121096	6.081238e-05	0.0020148439	0.0014375523	0.0076226941	0.00861877552	6.2198e-06	0.0031323832	0.0008340769
train_2143	DD	0.00704706437	0.00404176211	0.0031553392	0.005365488669	0.002356244993	0.000125820238	0.00249043288	0.00216893217	0.00949038647	0.01086880291	2.13025e-05	0.003894010384	0.00122959992
train_2144	DD	0.00592862759	0.00349166458	0.00243827109	0.00440043062	0.00213277083	0.00016784304	0.0025372762	0.0015053109	0.00855866652	0.00940144029	3.86418e-05	0.00327925936	0.00097732701
train_2145	DD	0.00676739645	0.00385728387	0.0028930951	0.00473092074	0.00377498425	0.000216960146	0.0028643656	0.00153515756	0.00881174627	0.0104395258	2.64715e-05	0.004082380094	0.00095256187
train_2146	DD	0.00577423902	0.00375688649	0.00330293599	0.004995651256	0.001821451121	0.000132244879	0.00179197514	0.00156050448	0.008319678018	0.009684287	7.63939e-05	0.00312906331	0.0012114051
train_2147	DD	0.007896997239	0.00499386939	0.00357427981	0.005628463879	0.003149270046	0.000152357419	0.002463627122	0.00213859709	0.01133901995	0.0105608909	5.673039e-05	0.004192264717	0.00137666778
train_2148	DD	0.00610146528	0.00264020586	0.0021543837	0.00317055766	0.0025242489	5.24079e-06	0.0020779238	0.00100822641	0.00723277326	0.0082121547	3.39575e-06	0.00284827575	0.0007352246
train_2149	DD	0.007314711582	0.003547489606	0.00311006477	0.005891099728	0.00266905544	0.000116971461	0.0023532946	0.00194653958	0.010542033319	0.01081960019	9.23741e-06	0.00410122747	0.00109529097
train_215	NP	0.00759144122	0.00520675182	0.0045878016	0.00388230134	0.00086774628	2.2507e-05	0.0026860304	0.0016846905	0.00962739746	0.0116939386	0	0.0038647726	0.00086553267
train_2150	DD	0.0038670101	0.0018171552	0.0022173321	0.0025162832	0.0015284539	8.287534e-05	0.0012832767	0.0007911368	0.0046921811	0.0060856626	5.13844e-05	0.0018294861	0.0005986494
train_2151	DD	0.00886581346	0.003747684466	0.00304893925	0.00512082401	0.004276242102	0.000221738223	0.003453681202	0.00171077537	0.010164008162	0.0116444783	1.552146e-05	0.004058709116	0.001107724017
train_2152	DD	0.0043048521	0.0026490125	0.00162075	0.0030379789	0.0011414061	0.0001244132	0.00140041	0.0009514989	0.0051338483	0.0055907414	4.3894e-05	0.0017172655	0.0009120457
train_2153	H	0.00685403051	0.00354672413	0.002444574	0.00585901379	0.00136140429	0.00024170501	0.00233944535	0.00181326664	0.01062928358	0.0107123309	2.2115e-05	0.00349425188	0.00132737504
train_2154	DD	0.0025430922	0.0015279679	0.000901928	0.0016261318	0.001078659	0	0.0009930344	0.000442748	0.0031935483	0.0043528633	0	0.001397104	0.000496207
train_2155	DD	0.0059715244	0.00326311205	0.00250386849	0.005152982472	0.00218329669	9.8459124e-05	0.002161133244	0.00134886864	0.008016230359	0.00985980309	1.3996e-05	0.00355221034	0.00099451906
train_2156	H	0.0037296017	0.0022058931	0.0015087995	0.0023694187	0.0016116113	8.30534e-05	0.0015619871	0.0008124617	0.0044821956	0.006086081	0	0.001740385	0.0004901337
train_2157	H	0.0031925854	0.0024660655	0.0037869345	0.0026879674	0.001316806918	9.78614e-07	0.0011529684	0.00055759698	0.00402615328	0.0061023248	0	0.0024046331	0.0006343409
train_2158	DD	0.00738616649	0.0040529673	0.0030976848	0.00513861202	0.0027172743	0.00017216991	0.00247975065	0.00181889692	0.00925182845	0.00979290113	3.27903e-05	0.003634781592	0.00132748664
train_2159	DD	0.00818568849	0.0045776651	0.003225194	0.00536519945	0.00296617302	0.000198098238	0.00269464976	0.00225378369	0.01075315614	0.01098016829	2.88498e-05	0.00404877899	0.0012382614
train_216	H	0.00856799683	0.00376649488	0.00241925882	0.00764483396	0.00567048318	0.00041845527	0.00301593667	0.00211354865	0.00880433455	0.0101773556	6.86449e-05	0.004786016388	0.0012522084
train_2160	DD	0.00524195636	0.0028426165	0.0023926124	0.00331374897	0.00234211903	5.9845272e-05	0.0020648447	0.0010702795	0.0066731567	0.00804753015	2.08677e-05	0.0029118199	0.0009344007
train_2161	DD	0.007935046751	0.004317001053	0.00326436583	0.005906269798	0.00354640372	0.000186593557	0.002868465963	0.001979329301	0.010179279613	0.01169512672	3.674183e-05	0.004637758786	0.00128848446
train_2162	DD	0.00785305947	0.00426253973	0.00325029738	0.00465689855	0.002488661	0.00013301082	0.00255716873	0.00206026899	0.01012785005	0.01046619568	5.14988e-05	0.00353695463	0.0012171988
train_2163	DD	0.00770035808	0.00408827129	0.003344609	0.004797191212	0.0023227479	9.118185e-05	0.0026384602	0.00216080845	0.01004355773	0.01019564414	4.58071e-05	0.00360510825	0.001283932
train_2164	DD	0.0073202356	0.00445482461	0.0033265402	0.004713975851	0.00309621681	0.00015052164	0.00234702566	0.0018479577	0.00964124607	0.0100489932	0.000104376	0.003662343921	0.00140308728
train_2165	DD	0.00789792478	0.00403856225	0.00317210335	0.0048160854	0.00346634968	0.0001660403	0.002487683665	0.00156905723	0.00881723681	0.01070633023	1.8059e-05	0.00432123904	0.00092252055
train_2166	DD	0.00595055245	0.003574216026	0.002779107058	0.005173681153	0.00165989331	0.00013211673	0.00266301274	0.001368874947	0.00839960329	0.00975499471	5.706381e-05	0.003398621071	0.00114593909
train_2167	DD	0.00705095518	0.003690471448	0.0030023657	0.00611405474	0.002176700672	0.000115843055	0.002914666946	0.001562985129	0.00829765479	0.0109146582	0.000148106673	0.003786590747	0.00110195354
train_2168	H	0.00744025659	0.004027870165	0.0033197114	0.00536612791	0.00234010602	0.00014555342	0.00277216404	0.00188457305	0.00968054727	0.01040475574	5.42987e-05	0.00385997814	0.00119400742
train_2169	H	0.00710055462	0.00405299712	0.00315285964	0.0046575015	0.00303960811	0.00014022836	0.0024303684	0.00164841652	0.00941922878	0.010251931	4.11489e-05	0.00373496041	0.00097794992
train_217	H	0.00654995856	0.00275365787	0.0040246585	0.00314795313	0.00145779233	2.07321e-05	0.0025197009	0.00175800736	0.00813275345	0.01087393524	0	0.00400870928	0.00056450726
train_2170	H	0.00775225033	0.00386163312	0.0027567984	0.00383027997	0.003418663	9.49199e-05	0.00264239588	0.0014950503	0.00898479174	0.0101005539	6.2049e-06	0.00365590835	0.00090234302
train_2171	DD	0.00762268565	0.00403737688	0.0033602235	0.00573328218	0.00308751648	0.00012977153	0.0026451295	0.0016643732	0.00995477975	0.01063669919	4.01142e-05	0.00387630701	0.0014172091
train_2172	DD	0.00770478201	0.0046157007	0.00345350309	0.00606291853	0.00445954606	0.0001854604	0.00216793081	0.0016438018	0.009594305999	0.00995546354	0.0001237424	0.00480194053	0.00141117811
train_2173	H	0.00769223628	0.0043084255	0.0033421599	0.0056603875	0.00160763707	0.00019457309	0.0025455432	0.00238011276	0.01160429888	0.0107532752	9.17494e-05	0.00375843814	0.00136269351
train_2174	DD	0.00850021672	0.00493223654	0.00362741067	0.00756750999	0.00289109756	0.000382224453	0.00313421226	0.0020913569	0.01171174042	0.01291174661	5.75737e-05	0.004542589557	0.00174107299
train_2175	DD	0.008155102529	0.004809101322	0.0034542699	0.006177226219	0.00332670831	0.00020954915	0.00294772692	0.00203758499	0.01073564613	0.01119644708	4.86502e-05	0.00462576963	0.00139189411
train_2176	H	0.00819529696	0.00431672275	0.00344108694	0.005283065322	0.00298526718	0.00013912217	0.00272296268	0.00218746987	0.010455198366	0.01148309031	3.1032e-05	0.00427941608	0.001271456419
train_2177	H	0.008771285059	0.005015008473	0.003827905312	0.007606704419	0.003255122634	0.000200417073	0.00329110026	0.00253192108	0.012530734145	0.0114998701	6.087672e-05	0.004781720094	0.001696201
train_2178	H	0.00820876712	0.00495291951	0.0033929116	0.00582665504	0.00274097934	0.000239258902	0.003283376831	0.002230840608	0.01088349738	0.0116061739	5.06761e-05	0.004664269735	0.001308394674
train_2179	DD	0.0084615338	0.00464238945	0.0032195256	0.005620397807	0.00416180263	0.0002166977836	0.00287503784	0.00191281768	0.00991323125	0.01154736103	9.08182e-05	0.00443603669	0.00108506704
train_218	H	0.00776420382	0.00340165051	0.0026942968	0.005098932977	0.00290834119	0.0001136219	0.00244870777	0.00162447344	0.00920216747	0.00905421696	1.40724e-05	0.00405686719	0.00104388997
train_2180	DD	0.007357276875	0.0041593802	0.0029532355	0.00500703746	0.00302854593	0.0001523733624	0.00258080027	0.00162800626	0.009321601779	0.01048202305	1.2265352e-05	0.0041040774614	0.00108439862
train_2181	H	0.00565496941	0.00292958444	0.00300133144	0.00416842353	0.00157477673	0.00013344362	0.001764449	0.001497876	0.00771275036	0.00960619673	3.22231e-05	0.00328969977	0.00088482098
train_2182	DD	0.008110386765	0.004407284779	0.0033037084	0.00575831098	0.0030934992	0.00024268321	0.00261768252	0.00223406216	0.01098119346	0.01196959653	7.4534e-05	0.00431335449	0.00135780883
train_2183	DD	0.00765345487	0.00439771221	0.0033476578	0.0055131279	0.00221088345	0.000185170938	0.00260666703	0.00214080288	0.010368141826	0.01117116283	6.87233e-05	0.00377757641	0.00131310363
train_2184	DD	0.00815391642	0.00418962667	0.00330421	0.005366445657	0.002909908996	0.00020862579	0.00257639918	0.001894463	0.010661664344	0.0109770986	5.57462e-05	0.004412873295	0.00121478629
train_2185	DD	0.00560800504	0.00332753383	0.0025403093	0.003892136837	0.00193559093	0.00014399428	0.001928146559	0.00142558551	0.00731689655	0.00847521567	5.44557e-05	0.00287962246	0.00096481738
train_2186	H	0.00733231329	0.003779800001	0.00290965882	0.004385462774	0.003059262683	0.000102199329	0.002438890771	0.001658638878	0.00949810157	0.01052942656	5.88155e-06	0.00414533996	0.0008656966
train_2187	H	0.0063155321	0.003844365758	0.0026625496	0.00434869262	0.002135211643	0.000146019134	0.00252588382	0.001463721679	0.008537029172	0.00932783576	3.014049e-05	0.003821106597	0.001069661939
train_2188	H	0.007444086486	0.003683761574	0.0032274495	0.004711205144	0.0022404171798	8.6292472e-05	0.002567921119	0.00201933013	0.009710312345	0.01071163549	2.01284e-05	0.003584081237	0.00108695979
train_2189	H	0.007122263108	0.00415337229	0.00299997983	0.00428191822	0.002911425914	0.000123295102	0.002269207058	0.00175036637	0.009550573129	0.01013777398	2.646283e-05	0.003775164226	0.00096719978
train_219	H	0.00696756423	0.00365438397	0.00300293189	0.00375663417	0.00223856027	0.00012696081	0.00204197396	0.00166037045	0.00888462889	0.01053964014	1.18816e-05	0.00335454879	0.0007759929
train_2190	DD	0.00642771647	0.00397842899	0.00320601606	0.00477099483	0.0021511242	0.0001519613	0.0019001794	0.00167783431	0.00903034169	0.00911219991	4.77311e-05	0.00334051505	0.00116152601
train_2191	H	0.00749515652	0.00396302048	0.0030559664	0.004595507072	0.00297006019	0.000185821978	0.0023683947	0.00168270727	0.00932135304	0.01033175386	4.02777e-05	0.00393361021	0.00106797732
train_2192	DD	0.00787853441	0.00390032173	0.0034016532	0.00467357594	0.00281081303	0.00014222518	0.0021951268	0.00189746604	0.009585528238	0.01077046814	6.48715e-05	0.00375860275	0.0012209108
