"","ERR209782","SRR5983300","SRR5936030","SRR5946907","SRR5946749","SRR5946674","SRR5946714","SRR5946754","SRR5946733","SRR5983268","SRR5946862","SRR5946927","SRR5946968","SRR5947102","SRR5946702","SRR5983270","SRR5946630","SRR5936219","SRR5946963","SRR5983437","SRR5983299","SRR5983400","SRR5935865","SRR5935996","SRR5946962","SRR5946881","SRR5936167","SRR5983391","ERR210422","SRR5935777","SRR5936111","SRR5947080","SRR5935789","SRR5983326","SRR5935898","SRR5983406","SRR5946894","SRR5946716","SRR5983393","SRR5935923","SRR5946685","SRR5947834","SRR5946943","SRR5935904","SRR5935875","SRR5935931","SRR5946627","SRR5983327","SRR5947869","SRR5983446","SRR5936190","SRR5946657","SRR5983284","SRR5935767","SRR5983355","SRR5983291","SRR5936199","ERR209799","SRR5935792","SRR5946892","SRR5983403","SRR5946675","SRR5946799","SRR5947056","SRR5947846","SRR5946873","ERR209764","SRR5947025","SRR5983275","SRR5946961","SRR5983294","SRR5936092","SRR5983297","SRR5947843","SRR5983282","SRR5983264","nodos","degrees","closeness","betweenness"
"1.2.1.19",0,0,0,0,0,0,0,0,0,6.77277345072807e-05,0,0,0,0,0,0,0,0,0,0,9.5831336847149e-05,0,0,0,0,0,0,0.000179018976011457,0,0,0,0,0,0.000246852628980499,0,0,0,0,0,0,0,0.00038587690526722,0,0,0,0.000478468899521531,0,0.000289351851851852,0,0,0,0,0,0,0.000682128240109141,0,0,0.000156813548690607,0,0,7.11237553342817e-05,0,0,0,0.00025879917184265,0,0,0,0,0,0,0,0.000176959830118563,0.000322372662798195,0.00011154489682097,0,"v_970",1,0.00387596899224806,0
"1.1.1.35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5831336847149e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159489633173844,0,0,0,0,0,0,0,0,0.00022737608003638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_1080",1,0.00319488817891374,0
"2.6.1.66",0,0,0,0,0,0,0,0,0.000193386192225875,0.000203183203521842,0,0,0.000192233756247597,0,0,0,0,0,0,0,0.000287494010541447,0,0,0,0,0.000177872643187478,0,0,0,0,0,0,0,0.000246852628980499,0,0,0,0,0,0,0,0.00038587690526722,0,0,0,0.000797448165869219,0,0.000385802469135802,0,0,0,0,0,0.000339097999321804,0.00045475216007276,0,0,0,0,0,0.000142247510668563,0,0,0,0.00025879917184265,0,0,0,0,0,0,0,0,0.000644745325596389,0,0,"v_1094",1,0.00313479623824451,0
"2.1.1.266",0,0,0,0,0,0,0,0,0.000193386192225875,0,0,0,0,0,0,0,0,0,0,0.000183099880985077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246852628980499,0,0,0,0,0,0.000416753490310481,0,0,0,0,0,0.000318979266347687,0,0.000192901234567901,0,0,0,0,0,0,0.00022737608003638,0,0,0,0,0,0.000142247510668563,0,0,0,0.000129399585921325,0,8.08799741184083e-05,0,0,0,0,0,0,0,0,0,"v_1141",1,0.00334448160535117,0
"2.7.1.59",0,0,0,0,0,0,0,0,0.000193386192225875,0,0,0,0,0,0,0,0,0,0,0.000183099880985077,0.000191662673694298,0,0,0,0,0,0,0,0,0.000301750150875075,0,0,0,0.000246852628980499,0,0,0,0,0,0.000416753490310481,0,0,0,0,0,0.000318979266347687,0,0.000482253086419753,0,0,0,0,0,0,0.00045475216007276,0,0,0,0,0,0,0.000132257637878587,0,0,0.000388198757763975,0,0,0,0,0,0,0,0,0.000322372662798195,0,0,"v_1150",1,0.00334448160535117,0
"3.1.2.28",0,0,0,0,0,0,0,0,0,6.77277345072807e-05,0,0,0,0,0,0,0,0,0,9.15499404925387e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246852628980499,0,0,0,0,0,0,0,0.00019293845263361,0,0,0,0.000637958532695375,0,0.000289351851851852,0,0,0,0,0.000151906425641805,0,0.00022737608003638,0,0,0,0,0,7.11237553342817e-05,0.000264515275757175,0,0,0,0,8.08799741184083e-05,0,0,0,0,0,0,0.000322372662798195,0,0,"v_1160",1,0.00373134328358209,0
"3.1.3.10",0,0,0,0,0,0,0,0,0.000193386192225875,0.000203183203521842,0,0,0,0,0,0,0,0,0,0,0.000287494010541447,0,0,0.000233535730966838,0.000166030217499585,0,0,0,0,0.000301750150875075,0,0,0,0.000123426314490249,0,0,0,0,0,0,0,0,0,0,0,0.000637958532695375,0,0.00115740740740741,0,0,0,0,0,0,0.00022737608003638,0,0,0,0,0.000139392249790912,7.11237553342817e-05,0,0,0,0.000388198757763975,0,0,0,0,0,0,0,0,0.000322372662798195,0,0,"v_1161",1,0.00396825396825397,0
"3.1.3.23",0,0.000135427952329361,0,0,0,0,0,0,0,6.77277345072807e-05,0,0,0,0,0,0,0.000113327289211242,0,0,0,0.000191662673694298,0,0,0.000233535730966838,0,0,0,0,0,0,0,0,0,0.000370278943470748,0,0,0,0,0,0,0,0,0,0,0,0.000797448165869219,0.000417885499373172,0.000289351851851852,0,0,0,0,0,0,0.00045475216007276,0,0,0,0,0.000139392249790912,0,0,0,0,0.000388198757763975,0,8.08799741184083e-05,0.000148654675189535,0,0,0,0,0,0.000322372662798195,0,0,"v_1162",1,0.00420168067226891,0
"3.5.1.124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161707632600259,0,0,0,0,0.000191662673694298,0,0,0,0,0,0,0,0,0,0,0,0,0.000246852628980499,0,0,0,0,0,0,0,0,0,0,0.000167813391508642,0.000318979266347687,0,0.000192901234567901,0,0,0,0,0,0,0.00045475216007276,0.000255493101686254,0,0,0,0,7.11237553342817e-05,0.000132257637878587,0,0,0.000129399585921325,0,0.000161759948236817,0,0,0,0,0,0,0.000322372662798195,0,0,"v_1181",1,0.0040650406504065,0
"4.2.1.12",0,0,0,0,0,0,0,0,0.000193386192225875,0.000135455469014561,0,0,0,0,0,0,0,0,0,0,0.000191662673694298,0,0,0,0,0,0,0,0,0,0,0,0,0.000123426314490249,0,0,0,0,0,0,0,0,0,0,0,0.000797448165869219,0,0.000192901234567901,0,0,0,0,0,0,0.00045475216007276,0,0,0,0,0,0.000213371266002845,0.000264515275757175,0,0,0.00025879917184265,0.000228206298493838,8.08799741184083e-05,0,0,0,0,0,0,0,0,0,"v_1191",1,0.00383141762452107,0
"4.2.1.79",0,0,0,0,0,0,0,0,0,6.77277345072807e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123426314490249,0,0,0,0,0,0,0,0.00019293845263361,0,0,0,0.000318979266347687,0,9.64506172839506e-05,0,0,0,0,0,0,0.00045475216007276,0,0,0,0,0.000139392249790912,0.000142247510668563,0,0,0,0.00025879917184265,0,0,0,0,0,0,0,0,0,0,0,"v_1192",1,0.00357142857142857,0
"1.4.3.21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287494010541447,0,0,0,0,0,0,0,0,0,0,0,0,0.000246852628980499,0,0,0,0,0,0,0,0,0,0,0,0.000478468899521531,0,0.000385802469135802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_1211",1,0.00305810397553517,0
"1.14.14.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191662673694298,0,0,0,0,0,0,0,0,0,0,0,0,0.000246852628980499,0,0,0,0,0,0,0,0,0,0,0,0.000318979266347687,0,0.000192901234567901,0,0,0,0,0.000151906425641805,0,0,0,0,0,0,0,0.000142247510668563,0,0,0,0,0,8.08799741184083e-05,0,0,0,0,0,0,0,0,0,"v_1220",1,0.00292397660818713,0
"3.5.2.17",0,0,0,0,0,0,0,0,0,6.77277345072807e-05,0,0,0,0,0,0,0,0,0,0,9.5831336847149e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000123426314490249,0,0,0,0,0,0,0,0,0,0,0,0.000318979266347687,0,0.000192901234567901,0.000110766504209127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08799741184083e-05,0,0,0,0,0,0,0,0.00011154489682097,0,"v_1246",1,0.00337837837837838,0
"3.5.3.9",0,0,0.000294985250737463,0,0,0,0,0,0.000193386192225875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246852628980499,0,0,0,0,0,0,0,0,0.000201085863663784,0,0,0,0,9.64506172839506e-05,0,0,0,0,0,0,0.00045475216007276,0,0,0,0,0,0,0.000132257637878587,0,0,0.000129399585921325,0,0,0,0,0,0,0,0,0.000322372662798195,0,0,"v_1279",1,0.0031055900621118,0
"2.1.1.201",0,0,0,0,0,0,0,0,0,0.000203183203521842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233535730966838,0,0,0,0,0,0,0,0,0,0.000123426314490249,0,0,0,0,0,0,0,0,0,0,0.000167813391508642,0.000318979266347687,0,9.64506172839506e-05,0.000110766504209127,0,0,0,0,0,0.00022737608003638,0,0,0,0,0,7.11237553342817e-05,0.000132257637878587,0,0,0.000129399585921325,0,8.08799741184083e-05,0,0,0,0.000283768444948922,0,0,0.000644745325596389,0,0,"v_1300",1,0.00367647058823529,0
"2.3.3.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123426314490249,0,0,0,0,0,0,0,0,0,0,0,0.000159489633173844,0,9.64506172839506e-05,0.000110766504209127,0,0,0,0,0,0.00022737608003638,0,0,0,0,0,0.000142247510668563,0.000132257637878587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_1303",1,0.00237529691211401,0
"3.2.2.28",0,0,0,0,0,0,0,0,0,6.77277345072807e-05,0,0,0,0,0,0,0,0,0,0,9.5831336847149e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000246852628980499,0,0,0,0,0,0,0,0,0,0,0,0.000159489633173844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000129399585921325,0,0,0,0,0,0,0,0,0,0,0,"v_1309",1,0.00393700787401575,0
"5.4.99.27",0,0,0,0,0,0,0,0,0.000193386192225875,0,0,0,0,0,0,0,0,0,0,0,9.5831336847149e-05,0,0,0,0,0,0,0,0,0.000301750150875075,0,0,0,0.000123426314490249,0,0,0,0,0,0,0,0,0,0,0,0.000159489633173844,0,9.64506172839506e-05,0,0,0,0,0,0,0.00022737608003638,0,0,0,0,0,0.000142247510668563,0,0,0,0,0,8.08799741184083e-05,0,0,0,0,0,0,0,0,0,"v_1321",1,0.00237529691211401,0
"1.5.1.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159489633173844,0,0,0,0,0,0,0,0,0.00022737608003638,0,0,0,0,0,0,0.000132257637878587,0,0,0,0,0,0,0,0,0,0,0,0.000322372662798195,0,0,"v_1464",1,0.00352112676056338,0
"4.1.1.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000191662673694298,0,0,0,0.000166030217499585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159489633173844,0,9.64506172839506e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"v_1467",1,0.0024390243902439,0
"6.3.1.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000192901234567901,0,0,0,0,0,0,0.00022737608003638,0,0,0,0,0,0,0,0,0,0.000129399585921325,0,0,0,0,0,0,0,0,0,0,0,"v_1469",1,0.0031055900621118,0
