Sample	CMP-Legionaminate-Biosynthesis	CMP-N-Acetylneuraminate-Biosynthesis	CMP-pseudaminate biosynthesis	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	gibberellin biosynthesis II (early C-3 hydroxylation)	gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)	gibberellin biosynthesis V	inosine-5'-phosphate biosynthesis I	inosine-5'-phosphate biosynthesis II	inosine-5'-phosphate biosynthesis III
SRR5936117	46.833333333333336	2.0	1.75	2.0	2.0	2.0	2.0	12.75	11.666666666666666	12.75
SRR5936118	48.1	3.0	2.333333333333333	0.0	0.0	0.0	0.0	11.2	10.666666666666666	11.2
SRR5936124	32.22222222222222	4.666666666666666	0.0	2.0	2.0	0.0	2.0	8.8	8.333333333333334	8.8
SRR5936126	51.833333333333336	3.5	1.25	0.0	0.0	0.0	0.0	10.4	11.333333333333334	10.4
SRR5936128	36.5	3.0	2.6666666666666665	0.0	0.0	0.0	0.0	6.8	7.333333333333333	6.8
SRR5936129	34.9	2.0	1.5	3.0	3.0	2.7142857142857144	3.0	6.2	7.0	6.2
SRR5936130	35.86666666666667	3.0	2.0	0.0	0.0	0.0	0.0	10.25	9.333333333333334	10.25
SRR5936132	68.3	5.5	2.6666666666666665	0.0	0.0	0.0	0.0	19.4	23.33333333333333	19.4
SRR5936136	5.857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	1.25	0.0	1.25
SRR5936138	11.875	0.0	0.0	2.0	2.0	1.7142857142857142	2.0	2.5	0.0	2.5
SRR5936139	12.22222222222222	0.0	1.0	2.0	2.0	0.0	2.0	2.5	2.333333333333333	2.5
SRR5936141	23.625	0.0	1.25	0.0	0.0	0.0	0.0	4.0	3.6666666666666665	4.0
SRR5936143	71.1	4.0	2.5	0.0	0.0	0.0	0.0	15.8	16.333333333333332	15.8
SRR5936146	17.333333333333332	0.0	0.0	2.0	2.0	2.0	2.0	2.8	2.6666666666666665	2.8
SRR5936156	51.166666666666664	3.0	3.0	0.0	0.0	0.0	0.0	9.6	10.333333333333334	9.6
SRR5936159	47.96666666666666	4.0	1.3333333333333333	0.0	0.0	0.0	0.0	10.0	10.333333333333334	10.0
SRR5936160	28.9	1.5	2.333333333333333	0.0	0.0	0.0	0.0	6.0	6.0	6.0
SRR5936167	35.233333333333334	4.0	1.5	0.0	0.0	0.0	0.0	8.8	9.666666666666666	8.8
SRR5936168	46.4	4.0	3.6666666666666665	0.0	0.0	0.0	0.0	9.8	10.666666666666666	9.8
SRR5936173	40.8	3.0	2.333333333333333	0.0	0.0	0.0	0.0	8.0	9.333333333333334	8.0
SRR5936186	23.6	3.5	1.3333333333333333	2.0	2.0	1.7142857142857142	2.0	5.4	6.0	5.4
SRR5936188	31.333333333333332	0.0	2.333333333333333	0.0	0.0	0.0	0.0	8.0	0.0	8.0
SRR5936190	2.333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.3333333333333333	0.0	1.3333333333333333
SRR5936191	56.56666666666666	2.5	2.75	0.0	0.0	0.0	0.0	12.8	15.333333333333334	12.8
SRR5936192	41.6	1.5	3.0	0.0	0.0	0.0	0.0	9.25	8.333333333333334	9.25
SRR5936195	70.76666666666667	5.5	2.5	0.0	0.0	0.0	0.0	17.8	20.0	17.8
SRR5936196	33.0	3.5	2.5	0.0	0.0	0.0	0.0	7.8	9.0	7.8
SRR5936197	67.4	4.5	2.75	0.0	0.0	0.0	0.0	13.0	14.333333333333334	13.0
SRR5936198	29.933333333333334	2.0	1.5	0.0	0.0	0.0	0.0	6.8	7.0	6.8
SRR5936199	52.06666666666666	4.5	3.5	0.0	0.0	0.0	0.0	15.5	15.0	15.5
SRR5936200	33.94444444444444	2.0	1.5	0.0	0.0	0.0	0.0	7.75	7.0	7.75
SRR5936201	52.1	5.5	3.0	0.0	0.0	0.0	0.0	12.8	15.0	12.8
SRR5936204	41.0	2.5	2.5	0.0	0.0	0.0	0.0	10.0	11.0	10.0
SRR5936207	42.44444444444444	0.0	0.0	5.0	5.0	4.714285714285714	5.0	10.2	11.666666666666666	10.2
SRR5936208	17.555555555555557	0.0	1.6666666666666667	2.0	2.0	1.7142857142857142	2.0	3.4	3.333333333333333	3.4
SRR5936212	54.2	5.0	1.25	0.0	0.0	0.0	0.0	10.8	10.666666666666666	10.8
SRR5936213	54.7	4.5	2.0	0.0	0.0	0.0	0.0	11.0	11.333333333333334	11.0
SRR5936218	31.2	3.0	1.5	0.0	0.0	0.0	0.0	5.6	6.333333333333333	5.6
SRR5936219	26.22222222222223	1.0	2.6666666666666665	0.0	0.0	0.0	0.0	4.75	4.333333333333333	4.75
SRR5936222	40.1	6.5	1.0	6.0	6.0	5.714285714285714	6.0	10.0	11.333333333333334	10.0
SRR5936223	21.61111111111111	0.0	0.0	3.0	3.0	2.7142857142857144	3.0	8.25	0.0	8.25
SRR5936229	30.76666666666667	2.5	1.0	0.0	0.0	0.0	0.0	11.25	10.333333333333334	11.25
SRR5936231	70.6	4.0	3.0	0.0	0.0	0.0	0.0	17.6	20.666666666666668	17.6
SRR5946608	55.86666666666667	3.5	1.5	0.0	0.0	0.0	0.0	12.8	14.333333333333334	12.8
SRR5946609	54.03333333333334	5.5	2.0	0.0	0.0	0.0	0.0	13.2	14.0	13.2
SRR5946612	50.03333333333334	4.0	1.3333333333333333	0.0	0.0	0.0	0.0	11.6	13.333333333333334	11.6
SRR5946617	28.76666666666667	1.5	0.0	0.0	0.0	0.0	0.0	7.5	6.666666666666667	7.5
SRR5946619	22.166666666666668	2.0	2.0	3.0	3.0	2.4285714285714284	3.0	3.8	4.333333333333333	3.8
SRR5946620	33.4	3.5	1.3333333333333333	0.0	0.0	0.0	0.0	5.0	5.333333333333333	5.0
SRR5946623	52.333333333333336	3.0	3.0	0.0	0.0	0.0	0.0	12.2	14.333333333333334	12.2
SRR5946624	11.857142857142858	0.0	1.0	0.0	0.0	0.0	0.0	3.25	3.333333333333333	3.25
SRR5946625	52.8	5.0	2.333333333333333	0.0	0.0	0.0	0.0	12.8	14.0	12.8
SRR5946627	38.4	2.0	2.25	0.0	0.0	0.0	0.0	6.5	6.333333333333333	6.5
SRR5946628	39.36666666666667	2.5	2.0	0.0	0.0	0.0	0.0	13.75	12.333333333333334	13.75
SRR5946630	40.63333333333333	3.5	2.5	0.0	0.0	0.0	0.0	9.2	11.0	9.2
SRR5946632	33.6	3.0	1.75	0.0	0.0	0.0	0.0	10.0	8.666666666666666	10.0
SRR5946640	32.4	3.0	1.6666666666666667	2.0	2.0	1.7142857142857142	2.0	8.2	9.333333333333334	8.2
SRR5946644	49.06666666666666	1.5	1.5	0.0	0.0	0.0	0.0	9.0	9.666666666666666	9.0
SRR5946645	51.06666666666666	4.0	0.0	0.0	0.0	0.0	0.0	10.2	10.333333333333334	10.2
SRR5946648	29.333333333333336	1.0	0.0	0.0	0.0	0.0	0.0	5.2	6.0	5.2
SRR5946650	28.25	0.0	0.0	6.0	6.0	6.285714285714286	6.0	8.5	0.0	8.5
SRR5946651	37.7	2.0	2.0	0.0	0.0	0.0	0.0	10.8	11.333333333333334	10.8
SRR5946652	53.4	4.5	3.0	0.0	0.0	0.0	0.0	9.0	10.0	9.0
SRR5946657	43.43333333333334	1.5	2.5	0.0	0.0	0.0	0.0	8.25	7.666666666666667	8.25
SRR5946659	30.7	0.0	1.5	0.0	0.0	0.0	0.0	8.6	10.0	8.6
SRR5946660	56.733333333333334	4.5	1.5	0.0	0.0	0.0	0.0	10.4	11.333333333333334	10.4
SRR5946662	21.571428571428573	0.0	0.0	5.0	5.0	5.0	5.0	4.25	0.0	4.25
SRR5946664	21.166666666666668	3.0	0.0	1.0	1.0	0.0	1.0	6.75	6.666666666666667	6.75
SRR5946666	34.2	3.0	1.25	0.0	0.0	0.0	0.0	6.25	7.0	6.25
SRR5946668	36.733333333333334	7.5	1.0	2.0	2.0	1.7142857142857142	2.0	11.2	13.333333333333334	11.2
SRR5946670	46.9	2.5	3.5	0.0	0.0	0.0	0.0	12.2	13.0	12.2
SRR5946671	41.333333333333336	2.0	2.5	0.0	0.0	0.0	0.0	11.2	12.0	11.2
SRR5946672	46.96666666666666	2.5	1.3333333333333333	0.0	0.0	0.0	0.0	8.2	8.666666666666666	8.2
SRR5946673	18.73333333333333	0.0	0.0	2.0	2.0	0.0	2.0	4.75	4.333333333333333	4.75
SRR5946674	35.0	0.0	1.75	0.0	0.0	0.0	0.0	6.5	6.333333333333333	6.5
SRR5946675	52.63333333333333	3.0	3.0	2.0	2.0	1.7142857142857142	2.0	9.8	10.0	9.8
SRR5946677	45.5	0.0	0.0	6.0	6.0	6.285714285714286	6.0	13.5	0.0	13.5
SRR5946681	42.43333333333334	3.0	3.0	0.0	0.0	0.0	0.0	8.8	9.333333333333334	8.8
SRR5946682	48.2	3.0	2.333333333333333	0.0	0.0	0.0	0.0	14.0	15.666666666666666	14.0
SRR5946684	45.44444444444444	1.0	1.0	0.0	0.0	0.0	0.0	7.8	8.333333333333334	7.8
SRR5946685	37.3	2.0	1.75	0.0	0.0	0.0	0.0	7.0	6.333333333333333	7.0
SRR5946686	27.444444444444443	0.0	1.0	2.0	2.0	1.7142857142857142	2.0	5.6	6.666666666666667	5.6
SRR5946689	46.8	3.5	1.3333333333333333	0.0	0.0	0.0	0.0	11.0	13.0	11.0
SRR5946696	19.444444444444443	2.0	1.3333333333333333	0.0	0.0	0.0	0.0	6.0	5.666666666666667	6.0
SRR5946701	29.6	2.0	1.0	0.0	0.0	0.0	0.0	9.2	10.333333333333334	9.2
SRR5946702	25.77777777777778	1.5	1.0	0.0	0.0	0.0	0.0	5.4	6.0	5.4
SRR5946704	52.03333333333334	3.5	2.75	0.0	0.0	0.0	0.0	12.2	13.0	12.2
SRR5946707	50.86666666666667	6.0	2.5	0.0	0.0	0.0	0.0	13.0	14.666666666666666	13.0
SRR5946708	49.77777777777778	3.0	0.0	0.0	0.0	0.0	0.0	15.2	17.333333333333332	15.2
SRR5946711	41.56666666666666	2.5	3.0	0.0	0.0	0.0	0.0	12.0	14.333333333333334	12.0
SRR5946712	35.766666666666666	3.0	2.6666666666666665	2.0	2.0	1.7142857142857142	2.0	10.2	10.0	10.2
SRR5946713	33.53333333333333	0.0	2.0	0.0	0.0	0.0	0.0	6.0	6.666666666666667	6.0
SRR5946714	33.833333333333336	1.5	1.6666666666666667	0.0	0.0	0.0	0.0	7.5	7.666666666666667	7.5
SRR5946716	40.266666666666666	0.0	2.25	0.0	0.0	0.0	0.0	8.5	7.666666666666667	8.5
SRR5946723	38.03333333333334	4.0	1.75	0.0	0.0	0.0	0.0	9.4	9.666666666666666	9.4
SRR5946725	31.23333333333333	0.0	1.0	0.0	0.0	0.0	0.0	9.25	8.333333333333334	9.25
SRR5946730	64.4	4.5	2.0	0.0	0.0	0.0	0.0	14.4	16.0	14.4
SRR5946731	45.0	4.5	1.3333333333333333	0.0	0.0	0.0	0.0	10.6	12.333333333333334	10.6
SRR5946733	33.666666666666664	3.5	2.25	1.0	1.0	0.0	1.0	8.8	10.0	8.8
SRR5946735	12.1	2.0	1.0	0.0	0.0	0.0	0.0	4.5	4.333333333333333	4.5
SRR5946737	50.11111111111112	2.0	0.0	1.0	1.0	0.0	1.0	7.2	7.666666666666667	7.2
SRR5946740	36.9	2.0	1.6666666666666667	0.0	0.0	0.0	0.0	9.8	11.666666666666666	9.8
SRR5946746	39.2	2.5	2.0	0.0	0.0	0.0	0.0	9.0	10.333333333333334	9.0
SRR5946747	87.9	5.0	2.6666666666666665	0.0	0.0	0.0	0.0	21.6	25.0	21.6
SRR5946748	45.8	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	8.4	10.0	8.4
SRR5946749	43.05555555555556	1.5	1.75	0.0	0.0	0.0	0.0	6.0	6.0	6.0
SRR5946751	34.1	3.0	3.0	0.0	0.0	0.0	0.0	9.0	10.0	9.0
SRR5946752	16.166666666666664	2.0	0.0	0.0	0.0	0.0	0.0	3.6	4.0	3.6
SRR5946754	39.0	0.0	1.75	0.0	0.0	0.0	0.0	6.5	6.333333333333333	6.5
SRR5946755	18.5	2.0	0.0	0.0	0.0	0.0	0.0	2.75	0.0	2.75
SRR5946757	23.875	1.0	0.0	0.0	0.0	0.0	0.0	8.6	10.333333333333334	8.6
SRR5946758	8.2	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0
SRR5946760	73.03333333333333	4.0	2.5	0.0	0.0	0.0	0.0	20.6	25.0	20.6
SRR5946762	44.86666666666667	2.0	1.6666666666666667	0.0	0.0	0.0	0.0	8.2	8.666666666666666	8.2
SRR5946772	28.53333333333333	1.5	2.6666666666666665	0.0	0.0	0.0	0.0	5.5	4.666666666666667	5.5
SRR5946774	24.9	0.0	1.0	4.0	4.0	4.0	4.0	7.8	8.333333333333334	7.8
SRR5946776	78.6	5.0	3.0	0.0	0.0	0.0	0.0	16.0	17.0	16.0
SRR5946777	59.0	3.5	2.5	0.0	0.0	0.0	0.0	11.6	13.0	11.6
SRR5946779	29.133333333333333	1.0	1.5	0.0	0.0	0.0	0.0	7.6	8.666666666666666	7.6
SRR5946780	71.6	5.0	0.0	0.0	0.0	0.0	0.0	14.2	15.666666666666666	14.2
SRR5946787	54.5	0.0	2.333333333333333	0.0	0.0	0.0	0.0	10.6	11.666666666666666	10.6
SRR5946788	42.0	5.0	5.0	0.0	0.0	0.0	0.0	11.0	12.666666666666666	11.0
SRR5946790	28.133333333333333	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.333333333333333	5.0
SRR5946791	76.46666666666667	6.0	3.75	0.0	0.0	0.0	0.0	18.6	21.33333333333333	18.6
SRR5946797	6.857142857142857	0.0	0.0	3.0	3.0	2.7142857142857144	3.0	2.0	0.0	2.0
SRR5946799	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5946800	45.44444444444444	3.0	3.6666666666666665	0.0	0.0	0.0	0.0	11.2	12.333333333333334	11.2
SRR5946808	31.366666666666667	0.0	0.0	0.0	0.0	0.0	0.0	7.6	8.666666666666666	7.6
SRR5946815	69.43333333333332	4.0	2.0	0.0	0.0	0.0	0.0	16.2	16.666666666666668	16.2
SRR5946817	65.46666666666667	3.0	3.0	0.0	0.0	0.0	0.0	13.0	16.0	13.0
SRR5946818	65.53333333333333	5.666666666666666	3.0	1.0	1.0	0.0	1.0	19.4	22.0	19.4
SRR5946821	19.77777777777778	0.0	0.0	2.0	2.0	0.0	2.0	6.0	7.0	6.0
SRR5946822	30.73333333333333	4.0	1.5	2.0	2.0	1.7142857142857142	2.0	6.5	6.666666666666667	6.5
SRR5946825	44.666666666666664	1.0	1.3333333333333333	0.0	0.0	0.0	0.0	7.6	7.666666666666667	7.6
SRR5946826	15.3	1.5	1.0	2.0	2.0	1.7142857142857142	2.0	2.6	2.6666666666666665	2.6
SRR5946828	23.22222222222222	0.0	1.0	0.0	0.0	0.0	0.0	6.4	7.666666666666667	6.4
SRR5946829	32.96666666666667	0.0	1.3333333333333333	0.0	0.0	0.0	0.0	6.5	5.666666666666667	6.5
SRR5946831	53.96666666666666	6.0	3.0	1.0	1.0	1.2857142857142858	1.0	13.6	16.333333333333332	13.6
SRR5946834	46.766666666666666	4.0	2.6666666666666665	0.0	0.0	0.0	0.0	11.6	12.666666666666666	11.6
SRR5946844	27.133333333333333	2.0	0.0	0.0	0.0	0.0	0.0	6.6	6.666666666666667	6.6
SRR5946845	17.0	1.5	2.0	0.0	0.0	0.0	0.0	4.2	4.333333333333333	4.2
SRR5946846	66.03333333333333	6.5	2.25	2.0	2.0	0.0	2.0	16.6	18.666666666666668	16.6
SRR5946847	83.13333333333333	3.5	3.75	0.0	0.0	0.0	0.0	16.8	18.0	16.8
SRR5946851	51.0	2.5	2.6666666666666665	0.0	0.0	0.0	0.0	10.4	12.0	10.4
SRR5946853	17.2	1.5	1.0	1.0	1.0	0.0	1.0	3.5	3.333333333333333	3.5
SRR5946857	62.36666666666667	5.5	1.3333333333333333	0.0	0.0	0.0	0.0	13.8	15.333333333333334	13.8
SRR5946861	49.6	4.5	3.0	0.0	0.0	0.0	0.0	10.4	12.0	10.4
SRR5946862	44.888888888888886	3.0	2.0	2.0	2.0	1.7142857142857142	2.0	10.6	11.333333333333334	10.6
SRR5946863	14.125	0.0	0.0	1.0	1.0	1.0	1.0	6.4	6.0	6.4
SRR5946864	48.75	0.0	0.0	7.0	7.0	7.285714285714286	7.0	13.5	0.0	13.5
SRR5946866	34.666666666666664	3.0	1.6666666666666667	0.0	0.0	0.0	0.0	11.0	9.333333333333334	11.0
SRR5946867	87.43333333333332	5.0	3.0	0.0	0.0	0.0	0.0	22.6	26.0	22.6
SRR5946868	38.0	2.5	2.0	0.0	0.0	0.0	0.0	8.2	8.333333333333334	8.2
SRR5946870	25.4	1.5	1.5	0.0	0.0	0.0	0.0	7.5	7.0	7.5
SRR5946873	36.96666666666666	1.5	2.0	0.0	0.0	0.0	0.0	6.25	5.666666666666667	6.25
SRR5946874	33.44444444444444	0.0	2.0	0.0	0.0	0.0	0.0	5.25	5.0	5.25
SRR5946876	93.13333333333333	5.0	4.25	0.0	0.0	0.0	0.0	21.4	24.0	21.4
SRR5946880	61.5	2.5	1.5	0.0	0.0	0.0	0.0	12.6	14.0	12.6
SRR5946881	47.8	3.5	1.75	0.0	0.0	0.0	0.0	7.6	8.0	7.6
SRR5946883	28.9	0.0	1.0	2.0	2.0	1.7142857142857142	2.0	7.2	7.666666666666667	7.2
SRR5946889	78.96666666666667	3.5	4.25	0.0	0.0	0.0	0.0	18.4	21.666666666666668	18.4
SRR5946891	43.6	2.0	1.25	0.0	0.0	0.0	0.0	9.8	12.0	9.8
SRR5946892	36.44444444444444	3.0	2.5	0.0	0.0	0.0	0.0	10.6	12.0	10.6
SRR5946894	29.133333333333333	1.0	0.0	0.0	0.0	0.0	0.0	7.25	7.333333333333333	7.25
SRR5946895	22.933333333333334	1.5	1.3333333333333333	0.0	0.0	0.0	0.0	9.5	9.0	9.5
SRR5946905	86.63333333333333	6.5	3.5	0.0	0.0	0.0	0.0	19.2	21.666666666666668	19.2
SRR5946907	40.3	0.0	2.0	0.0	0.0	0.0	0.0	7.0	6.666666666666667	7.0
SRR5946909	33.86666666666667	3.0	1.5	0.0	0.0	0.0	0.0	6.6	7.666666666666667	6.6
SRR5946911	44.13333333333333	3.166666666666667	2.25	0.0	0.0	0.0	0.0	9.8	11.0	9.8
SRR5946912	24.77777777777778	2.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	6.5
SRR5946915	27.03333333333333	3.0	1.0	0.0	0.0	0.0	0.0	5.0	6.0	5.0
SRR5946920	35.53333333333334	1.5	1.3333333333333333	0.0	0.0	0.0	0.0	7.2	8.0	7.2
SRR5946921	70.36666666666667	3.0	2.6666666666666665	0.0	0.0	0.0	0.0	17.8	20.666666666666668	17.8
SRR5946923	69.43333333333332	4.5	3.25	0.0	0.0	0.0	0.0	17.4	20.0	17.4
SRR5946924	51.96666666666666	2.5	2.0	0.0	0.0	0.0	0.0	12.6	13.0	12.6
SRR5946925	56.2	4.5	2.75	0.0	0.0	0.0	0.0	11.8	13.0	11.8
SRR5946927	28.33333333333333	4.0	1.75	0.0	0.0	0.0	0.0	8.5	7.333333333333333	8.5
SRR5946930	86.6	5.5	3.75	0.0	0.0	0.0	0.0	17.2	19.666666666666668	17.2
SRR5946931	37.13333333333333	0.0	2.0	1.0	1.0	0.0	1.0	10.0	11.666666666666666	10.0
SRR5946933	23.76666666666667	1.0	0.0	0.0	0.0	0.0	0.0	5.75	5.333333333333333	5.75
SRR5946935	38.5	0.0	1.0	5.0	5.0	5.0	5.0	8.6	9.333333333333334	8.6
SRR5946937	32.44444444444444	1.5	1.75	1.0	1.0	0.0	1.0	8.0	8.666666666666666	8.0
SRR5946940	21.833333333333332	1.5	1.0	2.0	2.0	1.7142857142857142	2.0	4.0	4.333333333333333	4.0
SRR5946942	44.63333333333333	0.0	2.6666666666666665	0.0	0.0	0.0	0.0	11.0	12.333333333333334	11.0
SRR5946943	43.666666666666664	2.0	2.25	0.0	0.0	0.0	0.0	8.25	7.666666666666667	8.25
SRR5946946	67.3	5.0	0.0	0.0	0.0	0.0	0.0	11.6	12.666666666666666	11.6
SRR5946947	41.5	4.5	1.25	0.0	0.0	0.0	0.0	8.0	7.666666666666667	8.0
SRR5946952	30.633333333333333	2.0	1.6666666666666667	0.0	0.0	0.0	0.0	10.0	11.0	10.0
SRR5946954	29.8	2.5	1.0	0.0	0.0	0.0	0.0	7.4	8.0	7.4
SRR5946955	43.03333333333334	3.5	2.75	0.0	0.0	0.0	0.0	12.0	12.666666666666666	12.0
SRR5946958	48.46666666666666	2.666666666666667	4.0	0.0	0.0	0.0	0.0	13.4	14.666666666666666	13.4
SRR5946959	32.2	0.0	2.5	0.0	0.0	0.0	0.0	9.4	10.666666666666666	9.4
SRR5946961	50.11111111111112	2.5	2.5	0.0	0.0	0.0	0.0	11.2	12.333333333333334	11.2
SRR5946962	25.0	2.5	2.5	2.0	2.0	1.7142857142857142	2.0	8.8	10.333333333333334	8.8
SRR5946963	7.375	1.0	0.0	0.0	0.0	0.0	0.0	3.25	3.333333333333333	3.25
SRR5946966	50.56666666666666	3.0	2.75	0.0	0.0	0.0	0.0	14.0	13.0	14.0
SRR5946967	17.22222222222222	0.0	2.6666666666666665	0.0	0.0	0.0	0.0	5.0	6.0	5.0
SRR5946968	27.366666666666667	4.5	2.25	0.0	0.0	0.0	0.0	9.75	10.0	9.75
SRR5946969	85.3	3.5	4.25	0.0	0.0	0.0	0.0	18.2	20.0	18.2
SRR5946971	57.4	8.166666666666668	2.5	0.0	0.0	0.0	0.0	18.4	21.666666666666668	18.4
SRR5946973	29.26666666666667	6.0	1.5	1.0	1.0	0.0	1.0	7.8	8.333333333333334	7.8
SRR5946974	23.444444444444443	1.5	1.3333333333333333	0.0	0.0	0.0	0.0	5.0	5.666666666666667	5.0
SRR5946981	61.1	3.5	2.6666666666666665	0.0	0.0	0.0	0.0	18.0	19.666666666666668	18.0
SRR5946985	76.0	2.5	3.25	0.0	0.0	0.0	0.0	17.4	20.33333333333333	17.4
SRR5946987	33.06666666666666	2.0	4.0	0.0	0.0	0.0	0.0	8.0	8.0	8.0
SRR5946988	32.233333333333334	0.0	2.5	0.0	0.0	0.0	0.0	6.5	6.333333333333333	6.5
SRR5946989	66.6	5.5	2.0	0.0	0.0	0.0	0.0	12.0	13.0	12.0
SRR5946992	25.6	1.5	1.0	0.0	0.0	0.0	0.0	8.0	9.0	8.0
SRR5946993	86.0	5.5	1.5	0.0	0.0	0.0	0.0	16.2	17.666666666666668	16.2
SRR5946995	47.8	3.0	1.5	0.0	0.0	0.0	0.0	12.0	11.666666666666666	12.0
SRR5946996	16.571428571428573	0.0	1.5	0.0	0.0	0.0	0.0	3.0	3.333333333333333	3.0
SRR5947000	50.3	1.5	2.6666666666666665	0.0	0.0	0.0	0.0	10.0	10.666666666666666	10.0
SRR5947001	29.3	2.5	1.5	0.0	0.0	0.0	0.0	5.6	6.0	5.6
SRR5947003	2.7142857142857144	0.0	0.0	0.0	0.0	0.0	0.0	1.25	1.3333333333333333	1.25
SRR5947004	57.3	2.5	3.0	0.0	0.0	0.0	0.0	14.0	16.666666666666668	14.0
SRR5947007	45.888888888888886	6.5	1.0	1.0	1.0	1.0	1.0	12.4	13.0	12.4
SRR5947008	11.77777777777778	3.5	0.0	5.0	5.0	4.428571428571429	5.0	3.8	3.6666666666666665	3.8
SRR5947010	30.433333333333334	0.0	0.0	0.0	0.0	0.0	0.0	6.0	7.0	6.0
SRR5947012	27.1	2.0	2.0	0.0	0.0	0.0	0.0	6.0	6.666666666666667	6.0
SRR5947017	48.766666666666666	4.0	2.75	0.0	0.0	0.0	0.0	12.0	12.666666666666666	12.0
SRR5947019	56.4	4.5	2.5	0.0	0.0	0.0	0.0	14.0	15.666666666666666	14.0
SRR5947022	36.06666666666666	0.0	1.6666666666666667	0.0	0.0	0.0	0.0	8.2	8.666666666666666	8.2
SRR5947024	28.8	0.0	2.5	0.0	0.0	0.0	0.0	8.4	10.0	8.4
SRR5947025	32.333333333333336	0.0	2.0	0.0	0.0	0.0	0.0	8.4	9.333333333333334	8.4
SRR5947027	48.06666666666666	3.5	1.6666666666666667	0.0	0.0	0.0	0.0	11.6	13.0	11.6
SRR5947028	62.7	1.5	3.0	0.0	0.0	0.0	0.0	13.8	14.0	13.8
SRR5947029	32.9	1.5	1.0	0.0	0.0	0.0	0.0	6.5	6.0	6.5
SRR5947031	42.7	4.0	2.0	0.0	0.0	0.0	0.0	10.6	11.333333333333334	10.6
SRR5947032	46.5	5.0	3.0	0.0	0.0	0.0	0.0	9.6	10.0	9.6
SRR5947036	26.2	2.0	1.3333333333333333	1.0	1.0	0.0	1.0	5.6	6.0	5.6
SRR5947040	19.6	1.0	1.0	0.0	0.0	0.0	0.0	4.0	4.0	4.0
SRR5947041	42.53333333333334	0.0	1.25	0.0	0.0	0.0	0.0	10.0	11.333333333333334	10.0
SRR5947042	30.866666666666667	3.0	2.0	0.0	0.0	0.0	0.0	6.0	6.0	6.0
SRR5947044	41.86666666666667	2.5	1.5	0.0	0.0	0.0	0.0	7.8	8.333333333333334	7.8
SRR5947045	58.666666666666664	3.5	1.3333333333333333	0.0	0.0	0.0	0.0	13.6	14.0	13.6
SRR5947048	32.833333333333336	0.0	3.0	0.0	0.0	0.0	0.0	8.25	8.0	8.25
SRR5947049	25.366666666666667	3.0	1.0	0.0	0.0	0.0	0.0	4.4	5.0	4.4
SRR5947050	35.833333333333336	5.5	1.5	0.0	0.0	0.0	0.0	12.25	12.0	12.25
SRR5947052	47.93333333333334	4.0	2.0	0.0	0.0	0.0	0.0	10.6	11.666666666666666	10.6
SRR5947053	26.333333333333332	0.0	1.3333333333333333	2.0	2.0	1.7142857142857142	2.0	6.4	6.333333333333333	6.4
SRR5947057	47.5	3.0	1.5	0.0	0.0	0.0	0.0	9.75	8.666666666666666	9.75
SRR5947060	11.125	1.0	0.0	0.0	0.0	0.0	0.0	2.75	2.6666666666666665	2.75
SRR5947063	42.55555555555556	2.0	2.0	0.0	0.0	0.0	0.0	5.6	6.666666666666667	5.6
SRR5947069	27.9	3.0	2.25	0.0	0.0	0.0	0.0	8.75	8.666666666666666	8.75
SRR5947070	40.7	1.5	1.5	0.0	0.0	0.0	0.0	6.6	7.333333333333333	6.6
SRR5947072	80.96666666666667	5.0	4.75	0.0	0.0	0.0	0.0	17.8	19.666666666666668	17.8
SRR5947076	21.55555555555556	1.0	1.0	1.0	1.0	0.0	1.0	5.4	5.333333333333333	5.4
SRR5947077	43.5	6.5	1.6666666666666667	3.0	3.0	0.0	3.0	9.2	10.0	9.2
SRR5947079	30.5	0.0	0.0	5.0	5.0	5.571428571428571	5.0	7.75	0.0	7.75
SRR5947080	12.22222222222222	2.0	1.5	0.0	0.0	0.0	0.0	3.5	3.6666666666666665	3.5
SRR5947081	60.1	5.0	3.25	0.0	0.0	0.0	0.0	13.6	15.0	13.6
SRR5947085	15.77777777777778	0.0	1.0	3.0	3.0	2.7142857142857144	3.0	3.0	0.0	3.0
SRR5947090	48.888888888888886	7.5	1.0	2.0	2.0	1.7142857142857142	2.0	13.0	15.333333333333334	13.0
SRR5947094	9.5	2.5	0.0	3.0	3.0	3.0	3.0	6.0	0.0	6.0
SRR5947097	49.6	2.5	3.0	0.0	0.0	0.0	0.0	10.2	12.333333333333334	10.2
SRR5947101	30.433333333333334	0.0	2.75	0.0	0.0	0.0	0.0	6.0	6.333333333333333	6.0
SRR5947102	39.8	0.0	1.75	0.0	0.0	0.0	0.0	7.5	7.333333333333333	7.5
SRR5947104	54.3	3.5	1.6666666666666667	1.0	1.0	0.0	1.0	12.2	13.666666666666666	12.2
