,Biosynthesis_of_Cofactors_and_Vitamins,Carbohydrate_metabolism,Cellular_Structure_and_Modification_of_Macromolecules,Central_metabolism_and_energy,Lipid_metabolism,Metabolism_of_Alcohols_and_Aldehydes,Metabolism_of_Aromatic_Compounds_and_Xenobiotics,Metabolism_of_Carboxylic_Acids,Metabolism_of_amino_acids_and_derivatives,None,Nucleotide_and_Nucleic_Acid_Metabolism,Signaling_and_Regulation_Metabolism,Specialized_and_Miscellaneous_Routes,group
train_412,0.0054190657899998,0.0031106856199998,0.0026292944,0.0031963085399999,0.0020747732199999,0.00012417362,0.0004103034,0.0011027722,0.0076323665799998,0.0009668119999997999,0.0088396192299998,1.83652e-05,0.0030370053999998,MD
train_413,0.0059839247399996,0.0031260758899996,0.0029035321,0.00332798743,0.0024899747700000002,0.00010188526000000001,0.00036956655,0.00122537303,0.0079797875699997,0.0010272491899998,0.0095262213699996,1.4413e-05,0.0032868617699996,MD
train_414,0.0064253914699997,0.0032003443499999,0.0030279257999999,0.0035176739199999,0.00255287101,9.275862e-05,0.00043298455,0.00130554946,0.0084689135399996,0.00106990375,0.01024660556,1.7665199999999998e-05,0.00351308554,MD
train_415,0.0059603476799999,0.0028505821099999,0.0028203218999999,0.0030542282899999,0.00216655001,8.825409999999999e-05,0.0004412897,0.0012329331,0.0080109586699998,0.0009316213099999999,0.0091274628999996,1.96073e-05,0.00297701312,MD
train_416,0.0064553765989994,0.0031791940919998,0.0027820726999999,0.0032405936529998,0.0030751900159999,8.6193815e-05,0.00043583745,0.00117313942,0.0082119743759993,0.0009212495999999,0.0099374897369997,1.82803e-05,0.0037190648599999,MD
train_417,0.0051249924899999,0.0026431374599999,0.0023710462999998,0.0025989434199999,0.0023260693,4.602049e-05,0.0002929885999999,0.0009816793999999,0.0069190572399995,0.0007683808999999001,0.0082960388999997,3.0413400000000003e-05,0.0029327485999998,MD
train_427,0.0061406649999998,0.0024136284999999,0.0022451202999999,0.0022404106999999,0.0029717384999994,2.94418e-05,0.0003950999999999,0.0007893837,0.0066298410999996,0.0008937360999999,0.0083840609999999,2.2955300000000004e-05,0.0031007714699998,MD
train_428,0.0065202212429998,0.0030522213299998997,0.0024721439499997,0.0028492221159997,0.0037959366099998,0.000101799225,0.000595604402,0.0009005068389999,0.0075727663359993,0.0009812492999999,0.0087066261349997,1.3740040000000002e-05,0.0030485319759998,MD
train_429,0.0060844323999999,0.0026784320699999,0.0022976368,0.0024578773799999,0.0033354070599999,6.484461e-05,0.000436626,0.0007763118999998999,0.0071606058999997,0.0007860812300000001,0.0082277020199994,3.0414499999999998e-05,0.0025241650699999,MD
train_430,0.0072147316619998,0.00345344633,0.0025318083999999,0.0034863096899998,0.0045333831299998,0.00015253691999989998,0.00043193162999999996,0.0011013356199999,0.0076914535159998,0.00106038558,0.0082425884999998,3.4698129999999994e-05,0.00361185818,MD
train_431,0.0065130338749998,0.0032035981,0.0029907322,0.0032630981059998,0.002777701713,0.000106233424,0.000550470194,0.0010516377239999,0.0081969424999998,0.0009467859,0.0102361143999998,2.14504e-05,0.0038409874399995,MD
train_432,0.0059048749,0.0029429943699999,0.002690224,0.0026719575199998,0.0025932227299999,8.79501e-05,0.0005797876,0.0008904878,0.0075330825899995995,0.0008152773999999,0.0097086763999998,2.85003e-05,0.0034736733999997,MD
train_433,0.0061705758299999,0.0030561124599998,0.0028226085,0.0029674681799997,0.0031548576199996,9.494677e-05,0.0004223111639999,0.0009865256889999001,0.0074157436099997,0.0008809792400000001,0.0101900979199997,1.79626e-05,0.0036525850279998,MD
train_434,0.0062228193999999,0.0030957976,0.0029534766999999,0.0029137615299997,0.00309306376,7.511744e-05,0.00037435416,0.0010898508,0.0077363027799996,0.0008894567199999,0.0106405161899998,1.4876199999999998e-05,0.00363820422,MD
train_435,0.0069297690709995,0.0028484334599998,0.0025843643999998002,0.00288240395,0.0033389659659998,0.00012998749199999999,0.000545069522,0.000943126459,0.0078959179239997,0.0009427625250000001,0.0103608670999997,1.106078e-05,0.0034704877099998,MD
train_436,0.0067577209599998,0.00230095354,0.0024269567999998,0.0024427827899999,0.0030750738,9.374535e-05,0.0004193318,0.00090881193,0.0073813680999998,0.0008514658999998999,0.0100346585499996,9.06702e-06,0.0032495065099999,MD
train_437,0.0067382957959996005,0.0030541355780999,0.0027259821487,0.003316948962,0.0035335350810998998,0.0001179558,0.000767549261,0.0010275411309999,0.0085098356879998,0.00104267536,0.0100819696199997,1.3868799e-05,0.0037137179141994,MD
train_438,0.0071782373599998,0.0030887545199998,0.0028061934999999,0.0033090671899999,0.0039796253299999,0.00010600761999999999,0.00079632696,0.0011364381899999,0.0089155791899995,0.0010736483099999,0.0106248259899996,1.12744e-05,0.0038192124299998,MD
train_439,0.0055535251299998,0.0026458630799998,0.0022579601499999,0.0026374653999999,0.0027811972699999,8.595609e-05,0.00035152706,0.0008472069999999,0.0065189694099997,0.0008996095699998999,0.0082273019799999,2.04736e-05,0.0030419471399999,H
train_440,0.00586204548,0.0027839889999997,0.0024388758299998,0.003004706996,0.0027797111699999003,8.185529e-05,0.00039777145,0.0009353247,0.0070801354599996,0.0009788598599999,0.0087728057899996,2.5018000000000003e-05,0.0032053705689997,H
train_441,0.0058663363899996,0.0027125973599998,0.0023368714,0.0028392697299999,0.0029355776999999,7.597354e-05,0.00041319604999999997,0.00093332,0.0067978819999997,0.00098042989,0.0085689415099998,1.94882e-05,0.0031031635999999,H
train_442,0.0056002081499997,0.0027241482489999,0.0022425515,0.0028548145099998997,0.0027283419549997997,7.346027099999999e-05,0.0004629726,0.0008544108460000001,0.0065350907739995,0.0008756676449999999,0.0082171382099998,2.1346e-05,0.0031524797879997,H
train_443,0.0060595813399997,0.0028394855099997,0.0023670306439996,0.003085384289,0.0027615936739998,8.363835899999999e-05,0.000511328968,0.000922408955,0.0070862812199996,0.0009545064300000001,0.0087528136199996,1.9738109999999997e-05,0.0033331200969999,H
train_444,0.0056211690399995,0.0024394659999998,0.0021536387,0.0026876186599997,0.0025417152899997,5.34115e-05,0.0004692654,0.0008276738999999,0.0063024409999991,0.0008428711,0.0079040585999995,1.79328e-05,0.00296116827,H
train_445,0.0055455512499997,0.0028430235499999,0.0023761428899999,0.00286898565,0.0025071393,9.093755000000001e-05,0.0004390409,0.00098287507,0.0068978390699998005,0.00098042818,0.0083013323699999,2.27479e-05,0.0030373482099998,H
train_446,0.0049381929399997,0.0023049806999999,0.0019688825999999,0.0025087297999999,0.0024571926999999998,5.50997e-05,0.0004659567,0.0008986878,0.0059928366999998,0.0009102334399998,0.0074866204999995,1.84886e-05,0.0024904424999998,H
train_447,0.0077434854699999,0.0032663164579998997,0.0029797908299999,0.0032349113639999,0.0034478421,8.98449e-05,0.00056814641,0.0009823664699999,0.0082237788999992,0.0011281337,0.0094099439199998,1.163727e-05,0.0035453521300000002,H
train_448,0.0069712112999996,0.00398716577,0.0031602248999998,0.0045615825799999,0.0023632048999999,0.00016347724999999998,0.0007330042799999,0.0015497261,0.0098740752999994,0.0016577549999999,0.0105049321999996,4.76888e-05,0.0039249848399998,H
train_449,0.0066547046299999,0.0035482263669999,0.0028655840999998,0.0038081309419999,0.0028686030909997,0.00010617930000000001,0.0006143195280000001,0.0012597644939999,0.009156383910999601,0.0011005008699999,0.0094036468599997,1.63888e-05,0.0038991491979999,H
train_450,0.0065308536699998,0.0033434960399998,0.0027901122999998,0.0036590903099998,0.0029132039999998,8.503933e-05,0.00061230428,0.0012697595,0.0088968603999996,0.00109645444,0.0090696516899998,1.7923099999999998e-05,0.0036534452899997,H
train_451,0.0052340337599998,0.002313354158,0.0022059965999999998,0.0024472032249999998,0.002362420185,8.9943151e-05,0.00030169872,0.00086942759,0.0062201420699998,0.00081755418,0.0081159947099998,1.16923e-05,0.00280305375,MD
train_452,0.0055641323489999004,0.0024444179199998,0.00228133997,0.002564641576,0.00247052148,0.00010125292,0.00032089499,0.0009302599749999999,0.0064648235099997,0.00087503294,0.0086120452099999,1.40142e-05,0.0029642639599999,MD
train_453,0.0049331159999999,0.0020352382099999,0.0019638114,0.0021080126599998,0.0021544614999999,5.604107999999999e-05,0.0002761707,0.000883918,0.0057347758099997,0.0007693873099999999,0.0078075253799999,8.417970000000001e-06,0.0024339196099999,MD
train_454,0.0063931634899998,0.00296638458,0.0024863390999999998,0.00295832163,0.0028064551,0.00011860524000000001,0.0007252544,0.000987165113,0.0070740404199998,0.0010999530799999,0.0084454627699998,2.09427e-05,0.0031873746599998,MD
train_455,0.0044192781999998,0.0018933306999999,0.0018026365999999,0.0018966026999999001,0.0016777892,0.0,0.0006049514,0.0007384978999999999,0.0052393764999999,0.0007841983999999,0.0063232323999997,0.0,0.002279565,MD
train_456,0.0036210029999998,0.0017006902599999,0.0017880376000000001,0.0013403867999999,0.0013010927,0.0,0.0001613601,0.0007030663999999999,0.0042062458999999,0.0004278125,0.0057328286999997,2.56716e-05,0.0019741301999999,MD
train_457,0.0028227181999996,0.0008786518,0.0010510503999999,0.0011818888000000001,0.0010123401999997,0.0,0.000140314,0.0006169042,0.0027339741,0.000478103,0.0045066892999997,0.0,0.0010417914,MD
train_458,0.0060455152739998,0.0036500668489999,0.0032272979499998,0.0044879610099998,0.0016878148399998999,0.00021941194999989998,0.00033029754,0.00140604814,0.009424790993999,0.0012430727899999,0.0098377454299999,5.65761e-05,0.003232597148,MD
train_459,0.0060947801579998,0.0036099605389999997,0.00326183413,0.0044981027199999,0.00167425285,0.00021054672,0.00034086761,0.0014483406249999999,0.0094435950799996,0.00121220577,0.0098048276399994,5.78099e-05,0.003234476705,MD
train_460,0.0051842438499997995,0.0031032879699996,0.0028646211,0.0036923253399999,0.0014684992,0.00015807808,0.00031249412,0.0012685234999999,0.0084031538399997,0.0010282595,0.0090049309499995,4.55813e-05,0.0028851620299999,MD
train_461,0.0049120851899995,0.0027792427099999,0.0025589437999999,0.00269836283,0.00210467266,6.574297000000001e-05,0.00012382282,0.00116255368,0.0072147618999991,0.00116017096,0.00815063954,7.541799999999999e-06,0.0026399272099998,MD
train_462,0.0041978101699998,0.00227089362,0.0022631674999999997,0.0021679236899999,0.0019797651,6.02624e-05,8.907347e-05,0.0010972001999999,0.0065649535299998,0.0009873089999998,0.0076131914999996,0.0,0.0024066904399999,MD
train_463,0.0034617978999998,0.0018883803999999,0.0017448449999999999,0.0022500173499998,0.0019923711,2.92876e-05,0.00011534537,0.0007588664999999,0.0054357137999997,0.0006962059999999,0.0058141480499995,1.1431e-05,0.0019215486999999,MD
train_464,0.0030390089999999,0.0015983613999999,0.0015753963999999,0.0015411963,0.0022283281999998,0.0,9.61119e-05,0.000705193,0.0051084526999996,0.0005393943,0.0051373619999998,3.60472e-05,0.0017035528999998,MD
train_465,0.0087008442559998,0.0034050338909997,0.0033797491999999,0.0032245813879998,0.003592068898,0.00013497322,0.00062975388,0.00136050586,0.009942249258799699,0.0010402431999999,0.0115602176999996,1.4213135e-05,0.0041104478719999,H
train_466,0.0086134372799997,0.00337246067,0.0033043238,0.0028190066499999998,0.0031666479999998003,0.00013591915,0.0006015391,0.00136280996,0.0095958202599999,0.00104144788,0.0115081171199998,7.11186e-06,0.0040007615399997,H
train_467,0.0084248137099994,0.0036146020399996,0.0033871143399999,0.0037216149899999998,0.00371594542,0.00015890809,0.000894448683,0.001137593964,0.0103540457359999,0.00125686291,0.0105847300399992,8.46094e-06,0.0043607304699998,H
train_468,0.0069798984099996,0.0037011646279997003,0.0031500721299997,0.0043943596599998,0.0028713671999998002,0.000187259898,0.000724565553,0.001387298034,0.0099513315099994,0.0012180037,0.0099573496999997,2.98692e-05,0.0037767321689999,H
train_470,0.00673898291,0.0032705661699998,0.0035421181,0.0026176224099999,0.0022237760799998,4.7165670000000006e-05,0.0005734695999999999,0.0008244896099999,0.0080486165699997,0.0006550484699999,0.0096350519099997,2.25988e-06,0.0037497248799996997,MD
train_471,0.0060762668699994,0.0029623802999998,0.0025438865999997,0.0025272263449998998,0.0028541427999999,5.682939e-05,0.0003845554,0.0008534620499999999,0.0067812883999995004,0.0008074315,0.0079041836399998,1.34377e-05,0.00303685887,H
train_473,0.0055856159199997,0.0025180725299998002,0.0025751405899999,0.00240108743,0.0035278441199999,9.019797e-05,0.0002994704999999,0.0010479688,0.0068227359299996,0.0008763862,0.0100789168099995,1.6951700000000002e-05,0.00347666186,MD
train_474,0.0,0.0,0.0,2.6342e-05,0.0,0.0,0.0,0.0,3.3018800000000004e-06,0.0,0.0,0.0,0.0,MD
train_475,0.0054783610899999,0.0023742216499999,0.0025103318,0.00245395202,0.0029494662999997997,0.00011537611999999998,0.0002747059,0.0009907438799999,0.0066930966599995,0.00087012705,0.0088858568899997,1.5204849999999999e-05,0.0030673085199999,MD
train_476,0.0053561768399998004,0.0025700010859997,0.0025417283099998,0.0026262361699998,0.0029320710929998,0.00010073436000000001,0.000370093586,0.000940826495,0.0066493181699996,0.0008511983399998999,0.0087073598799998,2.36182e-05,0.0032385995299999,MD
train_478,0.0068211502927,0.0033145186509997,0.002917700031,0.0035302297059998,0.0033517659419997,0.0001486551249999,0.000517379545,0.00123051012,0.0085292955429995,0.00118958571,0.0095318900499996,1.850321e-05,0.0035882884219997,MD
train_479,0.0064165225959999,0.0031294360949998,0.0030866450999998997,0.0032536297389999,0.002682007074,0.00013111714,0.000401633132,0.0014086874150000001,0.0081459035029995,0.001193552284,0.010533542389999699,1.59121e-05,0.0036824473879998,MD
train_480,0.0064442135363998,0.0031526537349997,0.00276394017,0.0034044603519998,0.0031719216519999,0.0001444188429999,0.0005038147180000001,0.0011796965399999,0.0080849190199997,0.0011294926599999,0.0091058677399997,1.87434e-05,0.0034132188799997003,MD
train_481,0.0065259697299998,0.0032772649299999,0.0029941781299998,0.0033208141439998,0.0030871845299999,0.00013864359,0.00039283483000000004,0.0013363641,0.0079862897599997,0.0011532114999999,0.0098524209699995,1.84352e-05,0.0035124272899997,MD
train_482,0.0074112076599998,0.0037909945699998,0.0034202705999998,0.0040351601139999,0.0032704788819999,0.0001658762,0.00045790905099999995,0.0014637721,0.0095794385399999,0.0013265286,0.0110816663299996,2.33481e-05,0.0039879554599999,MD
train_483,0.0050320499999998,0.0034590753999997,0.0026595451999999998,0.0037865587,0.0026000490999999,0.0001647197,0.0010217614,0.0008578308999999,0.0080188821999997,0.00123986,0.0074509354999999,2.73445e-05,0.003441629,MD
train_484,0.0062154618259997,0.0039613424499999,0.0030163466299999,0.004158547888,0.0033065279479999998,0.00019649514,0.0011629384799999,0.00104080542,0.0092329789599993,0.0013257615999998,0.0092177612209997,5.21121e-05,0.004104569134,MD
train_485,0.0063035271739998,0.0031183214849999,0.002597128578,0.0033404795589999,0.0033831762537998,0.0001111802514,0.000570809226,0.00106665189,0.0078093688579997,0.00104114427,0.0093650462999995,2.5557215e-05,0.0036235967128998,H
train_486,0.0056805238499995,0.0037000923779999,0.0027924809,0.0046234421799996,0.00158844867,0.00019192371999999998,0.00092608267,0.00118409555,0.0087371514299999,0.00136711773,0.0081961138299995,7.167020000000001e-05,0.0031357723180000002,MD
train_487,0.0036903669,0.0022937955999998002,0.0018302284,0.0030901180999998,0.0008199527999999999,0.0001235902999999,0.0008286221999999,0.0007424319,0.0058139166999999,0.0009822278999999001,0.0052236202,0.0,0.0018897771,MD
train_492,0.0070091180999998,0.0029981368299999,0.0027646808999997998,0.0025388905,0.0028979511299998,9.115763e-05,0.0005463444999999,0.00108398929,0.0083787223199998,0.0009144897,0.0089344410499997,6.80672e-06,0.00340687747,MD
train_493,0.0072455368099996,0.0029566651599999,0.0028106197999999997,0.0025268392699997998,0.0030621623999996,6.380390000000001e-05,0.0005741060700000001,0.00104479188,0.0083490728999994,0.0009331246199999,0.0087179995399999,1.17454e-05,0.0032419868599999,MD
train_494,0.0031871949999999,0.0014933214,0.0017183955999999,0.0016322179999998,0.0018641297,4.88719e-05,0.0001096779999999,0.0008158314999999,0.0039891430999998,0.0006164736,0.0061626729999995,0.0,0.0021031925,MD
train_495,0.0055492300899999,0.0028389212699997998,0.0026919108,0.0034050895869996,0.0029689807399997,9.670629e-05,0.00020754785,0.0012688111409999,0.0083743067099999,0.0012158434800000001,0.009581424837999699,7.486499999999999e-06,0.0033871516099998,MD
train_496,0.0033287546999999,0.0015400096,0.0016229552999999,0.0017381984999999,0.002064812,0.0,8.74014e-05,0.0008489295000000001,0.0053316580999999,0.000817214,0.0055373219999998,0.0,0.0018323228,MD
train_497,0.0041880056999999,0.0017269339999999,0.0017302632999999,0.00174352308,0.0021760867,6.00742e-05,0.0002413715,0.0008098725,0.0051864277999995,0.0006734784299999,0.0065722086599995,8.31721e-06,0.0021966259499999,MD
train_498,0.0053816815999998,0.00221539051,0.0021712552999999,0.0020246561499998998,0.0028490603999998,7.316579e-05,0.0003232583,0.0008026063,0.0061907897899999,0.00077931662,0.0079374539499995,3.2327e-06,0.0028177924999998,MD
train_499,0.0053205136699996,0.0024735586199999,0.0023677116999997,0.0024086503199997,0.0028287507599997,0.00010363953000000001,0.00027678419999989997,0.0008988787999999999,0.0063559159999993,0.0008747579899999999,0.0081377012399997,1.1431300000000002e-05,0.0028985679099997,MD
train_500,0.0055631663999998,0.00258276687,0.0024117867999999,0.00273719326,0.00256457572,0.00012119502,0.00037187003,0.0009945218,0.0066617977299997,0.00090545319,0.0083291922399997,2.73771e-05,0.0030257839099998,MD
train_501,0.0053508509499996,0.0023347045999999,0.0022157125,0.00219637276,0.0027576199999999,9.361832999999999e-05,0.00033646133,0.0008537863,0.0059609031599997,0.0007915254,0.0079977125099997,1.0981e-05,0.0028372311199999,MD
train_502,0.0058557359599998,0.0027470630599999,0.0025271217999999,0.0027082508699999,0.0031798038199999,0.00010737061,0.0004541971,0.0010048234619999,0.0069457926999999,0.00095090959,0.0087403602699998,1.84058e-05,0.0032339491899998,MD
train_503,0.0053788695699999,0.0026648624,0.0024632908999999,0.0026270844099999,0.0028103181999997997,0.00010604302,0.0004497034,0.0009806894,0.0064767610299997,0.0009098531299998,0.0081732386599997,1.59296e-05,0.0031028749999998,MD
train_504,0.0047729479399998,0.002416062059,0.0020956321,0.0024240536399998,0.0027035687299999,0.00010217344,0.0005567174699999,0.0008428610799999,0.005901183249999701,0.00077563228,0.0072337665699996,2.3022489999999998e-05,0.0028226471599996,MD
train_505,0.0060453846799998,0.0030553478099999,0.0025831651999999,0.0030923611129999,0.0032318363699995,0.00014267544000000002,0.0006213692,0.001011040917,0.0073841819199999,0.0010158572699999,0.0089110321299998,2.91573e-05,0.0033954276839998,MD
train_507,0.0057008033799997,0.00259544836,0.0023334112999999,0.0022558980899998,0.0029489343879999,6.86119e-05,0.0003654108,0.0008536725,0.0066939892829995,0.0008155508499999,0.0081772992399995,4.5107e-06,0.0028648972999998,MD
train_508,0.0058509323999996,0.0027763441099998,0.0024523457999999,0.0024244296059998,0.0028855465199998003,9.163165e-05,0.00033261014,0.0009258968,0.0070947919299995,0.0009639063999999,0.0080887336099995,1.09562e-05,0.0029335412199998,MD
train_509,0.0059614437199996,0.0028106787100000002,0.0025107761999998,0.00264293519,0.00290902057,9.958737e-05,0.00035314570000000004,0.0010249222,0.0071089504299993,0.00094128749,0.0088324151299999,1.76121e-05,0.00317779892,MD
train_510,0.0061269814699996,0.0028196355699999,0.00264586018,0.0026950299899999,0.0030135534800000002,8.57443e-05,0.0003697685999999,0.001085504,0.0074269383599996,0.00096097507,0.0089938280199999,1.18024e-05,0.0032288558899998,MD
train_511,0.0059237598799997,0.0024762532699999,0.0022889597999999,0.0020309611999998,0.0031202760999999,5.7239919999999995e-05,0.0003539895,0.0008518619999999,0.0063545862399996995,0.0008256174999999,0.0083668195799999,7.717799999999999e-07,0.0029691405199998,MD
train_512,0.0060101614399998,0.0026911869599999002,0.0023635842299997,0.0023237967499997,0.0033949797199993997,7.603537e-05,0.0003571876,0.0008757618999999,0.0068131613099999,0.00090230954,0.0084161337999995,3.65801e-06,0.00301472742,MD
train_513,0.0057338122299998,0.0026054943400000002,0.0023441594999999,0.0024548808199999,0.0032603943599999,8.016348e-05,0.0003156602,0.0009031182999999,0.0067535775899994,0.0008488461,0.0080492164999992,5.03354e-06,0.00295298693,MD
train_514,0.0058058650799996,0.0024828501199999,0.0024068195999998,0.00240199469,0.0029178061999997,6.665727e-05,0.0003440687,0.0008985711000000001,0.0065677593399995,0.0008179682299999,0.0083289477999998,1.73998e-06,0.0028790977599999,MD
train_515,0.0050400831199995,0.0026105634299998,0.0020636142,0.0021985275399998,0.0020712788,4.877649500000001e-05,0.00034032569999999996,0.0006693726100000001,0.00575080341,0.00061072798,0.0072610709499997,6.39e-06,0.0026559807409997998,H
train_516,0.0046714305999996,0.0025245042599999,0.0029097205899999,0.0026302826539998,0.00213494013,4.17937e-05,0.000219571347,0.00054344567,0.0038291742099998997,0.0007406754799999001,0.0081998265599994,1.2462e-06,0.0034830134899999,H
train_517,0.0045541980499998,0.00261999634,0.0018637100399999,0.00303651869,0.002807932977,0.00013104631,0.00046592464,0.00080273264,0.0055678289699994,0.0008774379499999,0.0064088658799998,2.0598340000000002e-05,0.0029311700339998,H
train_518,0.0059546228499998,0.0032231790999997,0.00252242688,0.0032533981899998997,0.0027001181,0.0001459786,0.000359759218,0.00117476155,0.0076293672799999,0.0010342334629999,0.0083906187099996,2.90493e-05,0.00335299938,H
train_519,0.0056381353699998,0.0026289761299996,0.0023847010999998998,0.0025729536099999,0.0024446913099999,4.328893e-05,0.0002881547,0.00070960472,0.0056612245999998,0.00083192922,0.0082922674299995,4.12241e-06,0.0028936363799998,H
train_520,0.0061753478269997,0.00394145444,0.00275164206,0.003624290692,0.0029124932369998,0.000172628442,0.0004179215959999,0.00112559994,0.007796305383,0.00111492097,0.0083372413199998,3.0102679999999998e-05,0.0032793696029999,H
train_521,0.0051356459299998,0.0031760380799997,0.0023963574999999,0.00292241162,0.0024189637,0.0001272716,0.00050872603,0.0009643833999999,0.0066172312899998,0.0008985706,0.0071845751699998,2.51441e-05,0.0028999021099998,H
train_522,0.0062122992909996,0.0032093688209998,0.0024407095359997,0.0026029896799998,0.0030840347739997,9.5793889e-05,0.000382475845,0.0009270017699999,0.0070398935959997,0.0008737195519999,0.0082492789699998,1.09431e-05,0.0031262356839998,H
train_523,0.0055634962999996,0.0028179973399999,0.0021643691999999,0.0022740606799999,0.0025542712,7.932083e-05,0.000417234,0.00084724944,0.0063133088699997,0.0008694141599999,0.0074116018999998996,6.58456e-06,0.00270669182,H
train_524,0.0062168374699996,0.0036036441029997,0.0026962870999998,0.0030596665189999,0.00326467749,9.915341600000001e-05,0.00041816136,0.0010679727999999,0.0081328356699994,0.0009235728299999,0.0091519562739998,1.13045e-05,0.0035896385299999,MD
train_525,0.0051634556599999,0.0029911876999999,0.0023621449,0.00271909509,0.0028288913399998,6.53012e-05,0.0002703839,0.0009790482999999,0.0071689615699996,0.0007574459999999999,0.0082893683499997,9.71421e-06,0.00311934396,MD
train_526,0.0052960163249998,0.0032679996759998,0.0025015577699997998,0.003078319916,0.0024278231,0.00013123564000000002,0.00023281975,0.0010299492799999,0.0069900703999992,0.00100073803,0.00829225278,2.11423e-05,0.003100530615,MD
train_527,0.0049060279799996,0.0027780472559998997,0.0023223229,0.0032205582329998,0.0021457501509999,0.000103544018,0.00023584707899989999,0.0009756593700000001,0.0067611583899996,0.00104945677,0.0079496925199998,1.51584e-05,0.0028384271409998,MD
train_528,0.0034099037999999,0.0018553467699999001,0.0017075405,0.0020002931499998,0.0016392402,4.5971900000000006e-05,0.0001629591,0.0006904056,0.0049092473999996,0.0007411117,0.0056477329699997,1.44965e-05,0.0019969172199999,MD
train_529,0.0045860033799997,0.0025678820299998,0.0022380645999998,0.0028553894619998,0.0025296841249998,0.000121659146,0.00018570701,0.0008797697,0.0061724012399997,0.0009587480599999,0.0075461614799996,1.20278e-05,0.002866092867,MD
train_530,0.0036437093999999,0.0018581956599995999,0.0017466105,0.0020573710399999,0.0025681911199997,6.182553000000001e-05,0.0001348387,0.0007632799999999,0.0049658776799997,0.000729322,0.0061664599799997,5.54038e-06,0.00209921051,MD
train_531,0.0054567278999998,0.0030001628099999,0.0030187591,0.0033877242899999,0.0023921053899998,0.00010340347,0.000581230347,0.0008661139789999999,0.0071683217899999,0.00106508618,0.0086380919899999,1.76864e-05,0.0032614631499999,MD
train_532,0.0059672111499996,0.002967891048,0.0022540330999998,0.0024151613669998,0.0029468353409995997,0.00011674046,0.0004515601999999,0.0008387064,0.0067048830699992,0.0008160918599999,0.0072083906499996,1.6334900000000002e-05,0.0028600934799999,MD
train_536,0.0060519922916995,0.003102311014,0.0037864307589998,0.0025103711054,0.0018838477516999,6.75249786e-05,0.0003026425802,0.0006081392999999999,0.0075581410819999,0.00047053872,0.0094813298399998,1.7745220999999998e-05,0.0038364552445999,MD
train_537,0.0058056089909999,0.0035594590639998,0.0026101528799998,0.0039806738976,0.0019751740989998,0.000185640877,0.00057504228,0.0013544084,0.008295369793999901,0.0011418457499999999,0.0080925610099996,5.668797e-05,0.0030809329208997998,MD
train_542,0.0061558562019999995,0.0035138196759996,0.0023021228999999,0.0034053310349998,0.0036052226410998,0.000189793958,0.000676547541,0.00112121704,0.0076221965989998,0.001048817083,0.0079563957399997,1.971467e-05,0.0034435281779997,MD
train_545,0.0066697850599997995,0.0036421206899998,0.0028176888999998,0.00340597126,0.0021148749,0.0001552008,0.00040106274,0.0012256312399999,0.0082841354499996,0.00117046409,0.0089748150299998,2.53018e-05,0.0031802866899997,MD
train_546,0.0062789724299996,0.0036673387399997997,0.0028890473999999998,0.00361552994,0.0022492912999998,0.00016799259,0.0003542847,0.0012082907799997999,0.0085330005599995,0.0012196060599999,0.0089524859999991,2.53457e-05,0.0032309580999999,MD
train_547,0.0066697850599997995,0.0036421206899998,0.0028176888999998,0.00340597126,0.0021148749,0.0001552008,0.00040106274,0.0012256312399999,0.0082841354499996,0.00117046409,0.0089748150299998,2.53018e-05,0.0031802866899997,MD
train_548,0.0067435350999996,0.0033575543999997998,0.0028414816799999,0.0031611632199999,0.0031082417789994,0.000167037774,0.0005177181399999,0.001041210272,0.008121589283999999,0.0010483943799999,0.0095596809699997,1.12028e-05,0.0033287613729998,MD
train_549,0.0067435350999996,0.0033575543999997998,0.0028414816799999,0.0031611632199999,0.0031082417789994,0.000167037774,0.0005177181399999,0.001041210272,0.008121589283999999,0.0010483943799999,0.0095596809699997,1.12028e-05,0.0033287613729998,MD
train_550,0.0066209653899999,0.0029186984899998,0.0024567083,0.0028095756299999,0.0031639104899998,0.00010002723,0.0003453807,0.00096240453,0.0077207391399997,0.00088163365,0.0090948073599997,1.67652e-05,0.0031373393799999,MD
train_551,0.0066209653899999,0.0029186984899998,0.0024567083,0.0028095756299999,0.0031639104899998,0.00010002723,0.0003453807,0.00096240453,0.0077207391399997,0.00088163365,0.0090948073599997,1.67652e-05,0.0031373393799999,MD
train_552,0.0064114267799995,0.00326780087,0.0025435599999999,0.0027453737399999,0.0030874086999999,0.0001243083,0.00050504382,0.00105060835,0.00796579449,0.0009627178999999,0.0090326574999995,1.45356e-05,0.0028937259699999,MD
train_553,0.0064114267799995,0.00326780087,0.0025435599999999,0.0027453737399999,0.0030874086999999,0.0001243083,0.00050504382,0.00105060835,0.00796579449,0.0009627178999999,0.0090326574999995,1.45356e-05,0.0028937259699999,MD
train_554,0.0071639163369995,0.0036380581399998,0.0027301015999999,0.0038317833399998,0.0033892747899997,0.000187250096,0.0005246215,0.0013416677099999,0.0089688682449998,0.00106670802,0.00938191044,5.855428e-05,0.0034737947299999,MD
train_555,0.0071639163369995,0.0036380581399998,0.0027301015999999,0.0038317833399998,0.0033892747899997,0.000187250096,0.0005246215,0.0013416677099999,0.0089688682449998,0.00106670802,0.00938191044,5.855428e-05,0.0034737947299999,MD
