sample Group Biosynthesis_of_Cofactors_and_Vitamins Carbohydrate_metabolism Cellular_Structure_and_Modification_of_Macromolecules Central_metabolism_and_energy Lipid_metabolism Metabolism_of_Alcohols_and_Aldehydes Metabolism_of_Aromatic_Compounds_and_Xenobiotics Metabolism_of_Carboxylic_Acids Metabolism_of_amino_acids_and_derivatives Nucleotide_and_Nucleic_Acid_Metabolism Signaling_and_Regulation_Metabolism Specialized_and_Miscellaneous_Routes
train_1978 H 0.00938844707 0.003821536027 0.00436723922 0.006807070661 0.003607656742 0.000202718023 0.002726337369 0.00270479994 0.011774592852 0.012374341965 3.470697e-05 0.004635183162
train_1979 MBD 0.00745495525 0.00358088737 0.0027355361 0.004528651534 0.003246255323 0.000120017132 0.001976178461 0.00172324463 0.008610821695 0.0099179799 3.52383e-05 0.003957087484
train_198 H 0.00748611093 0.00275277233 0.0025648816 0.00341480571 0.00231853416 0.00015238483 0.00219268225 0.001348192727 0.00719330198 0.0094587309 7.53797e-06 0.0032311433
train_1980 H 0.008387034672 0.003799477705 0.002835441179 0.004485604498 0.003250042081 0.000105260711 0.002267388692 0.002138070056 0.009458008766 0.01073650553 9.8578e-06 0.003952888242
train_1981 MBD 0.007869288432 0.00333107333 0.0026608222 0.00427235917 0.0026669515 0.00011322956 0.0020610657 0.001661980245 0.00890472181 0.0095613729 4.668815e-06 0.003405173077
train_1982 H 0.01018480441 0.003449411402 0.00235287743 0.006026838564 0.00573304525 0.00022442845 0.002644331046 0.00147902622 0.0093597596399 0.009046701604 4.40382529e-05 0.004277369988
train_1983 H 0.007835412747 0.003138923325 0.00269051995 0.00365616915 0.00364422408 8.684987e-05 0.002355770664 0.001454558758 0.008756145664 0.009537828782 4.0329e-06 0.003451158752
train_1984 MBD 0.00793020957 0.00323751753 0.0022482113 0.00528589838 0.0047500181 0.00024047222 0.00230393455 0.0015638347 0.00813092969 0.0086790562 4.579946e-05 0.00381540032
train_1985 MBD 0.007021198725 0.003816160421 0.0027357469 0.004705147993 0.002608840969 9.012737e-05 0.002119272849 0.00181411464 0.008978639631 0.01021877483 1.46032e-05 0.003788018644
train_1986 MBD 0.008505211534 0.00384690845 0.00294043307 0.005161930378 0.003286000941 0.000143515851 0.00217921516 0.00183564102 0.008614863205 0.010127745668 1.751287e-05 0.00387279249
train_1987 MBD 0.010210358403 0.0042659952098 0.0036175733 0.00525173437 0.00370988672 0.0001213435 0.00238114045 0.001977039136 0.011244189849 0.01157601197 1.26921e-05 0.004680253248
train_1988 H 0.007682283913 0.003431536718 0.0031996367 0.003758747702 0.00281155274 7.073445e-05 0.002236044976 0.001565555849 0.008485536832 0.01042555258 1.71924e-05 0.004149900045
train_1989 MBD 0.010230201666 0.003890246898 0.00312958829 0.004233955308 0.004560311272 3.6271115e-05 0.0033098366 0.001230677192 0.008375348482 0.01050419215 2.4563e-07 0.003368213612
train_199 H 0.00463412387 0.00270276015 0.0026931557 0.00284575642 0.0012137682 0 0.002003187 0.0010292879 0.00664215764 0.0097550023 0 0.00256575517
train_1990 H 0.00905029053 0.003720297431 0.003149995202 0.003944721037 0.003876492219 9.9944891e-05 0.003303069612 0.00199513989 0.011086128737 0.01435542149 3.660557e-05 0.004406876954
train_1991 H 0.00740026857 0.00375229119 0.0026160498 0.0039608373 0.0036199647 0.00013840971 0.0023615079 0.00158077645 0.00833369953 0.00967232058 1.2529e-05 0.00362912605
train_1992 MBD 0.008416850029 0.003676013751 0.0028671761 0.004241395775 0.003751315701 0.00010379355 0.002107625885 0.0017874006191 0.009299321719 0.0102520636 8.82638e-06 0.004138947942
train_1993 H 0.00716600838 0.00297576499 0.00250653558 0.003506817676 0.00341550638 7.97487e-05 0.00201498195 0.0014288607 0.00760331525 0.00918444547 5.9946e-06 0.003423574138
train_1994 H 0.00817953792 0.00359420505 0.0027123863 0.00416286359 0.00336309384 6.729996e-05 0.002157642976 0.0015754568 0.00829626831 0.00964987182 8.8536e-06 0.00370452658
train_1995 H 0.008938593099 0.00403454027 0.003021964 0.004608257389 0.00425522192 9.4068739e-05 0.002669252937 0.00150655671 0.008987764679 0.0104687358 4.81479e-06 0.004162109168
train_1996 H 0.007061401868 0.003779468707 0.00256875181 0.004492493328 0.00265242816 0.0001221939 0.00208234871 0.00166907295 0.00857515744 0.0096425762 1.4833e-05 0.00349158851
train_1997 H 0.007978491374 0.003925649518 0.00286329863 0.005015284249 0.002721716062 0.000102354317 0.0022421777 0.0016895483 0.00890666904 0.009591908374 1.15557e-05 0.0038480343
train_1998 MBD 0.00762499695 0.00421088887 0.0028770875 0.00408871573 0.0031903535 7.879083e-05 0.00204139126 0.00155710115 0.00846268664 0.00888051299 5.13184e-06 0.00370503959
train_1999 H 0.01091877751 0.004424402684 0.00370571591 0.007365131035 0.00374020238 0.000155831329 0.00217899237 0.002324480677 0.01197071077 0.01109297869 3.051364e-05 0.005092072525
train_2 H 0.0021997089 0.00104211126 0.0008426365 0.001288043392 0.00072714044 1.792718e-05 0.0008179188 0.00062748421 0.0026595115 0.00297549926 2.29248e-06 0.00098748296
train_20 MBD 0.00073595244 0.00027760202 0.00033415124 0.000422397498 0.00064439779 4.00374e-06 0.00022884769 0.0002140331 0.00113492637 0.0011969649 1.21053e-06 0.00035191542
train_200 NP 0.00704994969 0.00381240062 0.00305864562 0.00366423249 0.00173499805 0.000102976 0.00181680427 0.00157545841 0.00777430459 0.00908493326 1.668702e-05 0.00323592781
train_2000 H 0.007839730288 0.00366636187 0.0028870593 0.00453475844 0.00337763877 0.00014413114 0.00226170874 0.00149500623 0.00918003914 0.0092700523 2.230556e-05 0.00377666251
train_2001 MBD 0.00711915314 0.00385144787 0.0024722118 0.00349727499 0.0035881461 0.00013169831 0.00193153019 0.001836151 0.00791086785 0.0094406758 0 0.00358098113
train_2002 H 0.00779311277 0.00386701837 0.002477699509 0.00517895488 0.003670828259 0.00015871749 0.0019297146 0.00167980564 0.00870496293 0.00868482532 1.543379e-05 0.003892125776
train_2003 H 0.00837512147 0.00404237885 0.002680560646 0.004391437466 0.004004151587 0.000238934599 0.002312045279 0.001891222326 0.008730262464 0.01012578511 1.043786e-05 0.003717347035
train_2004 MBD 0.00784143262 0.003482755929 0.00235866102 0.0050206399 0.00513670928 0.00026407478 0.002303412316 0.001574645517 0.008872616784 0.00970408198 3.198154e-05 0.003916443209
train_2005 MBD 0.008262332195 0.003535058665 0.00245343586 0.00354040525 0.003913794084 8.7939676e-05 0.00246644799 0.001257328006 0.007486877111 0.00914188718 4.26167e-06 0.00320975675
train_2006 H 0.00656089591 0.0027772241 0.0024741462 0.00334604651 0.00516210085 8.224996e-05 0.0016759097 0.00157942658 0.00880145484 0.00938983063 9.47521e-06 0.00320437136
train_2007 DD 0.0064019409 0.00347096502 0.0020400105 0.00250430632 0.0015739201 3.79935e-05 0.0011506513 0.0013955509 0.00702061072 0.0059258739 1.27335e-05 0.00200058364
train_2008 DD 0.00840199266 0.00504695214 0.00314103094 0.00547591239 0.00249972986 0.000126023243 0.002921262164 0.00215453664 0.010505824745 0.01063039167 4.07571e-05 0.003815874929
train_2009 DD 0.00494550475 0.0032217231 0.0022591945 0.00353675882 0.00178115321 0.00013255164 0.0017781139 0.00130016423 0.00646511673 0.00827816461 3.15666e-05 0.00282208856
train_201 NP 0.0074591151 0.00366737399 0.002376711 0.00397609206 0.0025210465 5.90126e-06 0.0020547922 0.0018605729 0.00881452451 0.00899007597 0 0.00347368118
train_2010 DD 0.006487260887 0.003651630641 0.002916101227 0.003861887288 0.002330422954 0.000119046552 0.00182887516 0.00159345976 0.008378249039 0.00919895458 2.885122e-05 0.003117728441
train_2011 DD 0.0035184448 0.0018596064 0.0016740827 0.0019223955 0.0011414573 0 0.0011685179 0.0007323265 0.0041511532 0.0047789005 0 0.00146485
train_2012 DD 0.00743547287 0.004215105777 0.0032612417 0.005891263051 0.00220358897 0.00014470992 0.00250505179 0.001885144758 0.009820908696 0.01086667891 4.68144e-05 0.00367834003
train_2013 DD 0.00497441205 0.0029578774 0.0021130419 0.00213546198 0.0012379984 3.63884e-05 0.0015760387 0.00083795166 0.00608486589 0.0066892951 6.08896e-06 0.0031165974
train_2014 DD 0.00665499341 0.003875576824 0.00295374791 0.00476674093 0.00194922038 0.00014709597 0.00223908034 0.00159031916 0.00835001138 0.01013153093 4.58304e-05 0.00342383209
train_2015 DD 0.001822104 0.0014987501 0.001309782 0.0009992681 0.0012356533 0 0.0004737655 0.000463644 0.0035865729 0.0025451876 0 0.000933936
train_2016 DD 0.007403622906 0.004695609613 0.0033241862 0.003637361936 0.00317305962 7.751068e-05 0.002295375285 0.00183265913 0.010199665076 0.00912546692 1.45866e-05 0.00306632315
train_2017 DD 0.0027948442 0.001550495 0.0016174696 0.0015336949 0.0009734246 0 0.001137374 0.000514094 0.0041865942 0.0045577475 0 0.0015668048
train_2018 DD 0.00854814131 0.00460518064 0.00350821344 0.00550593075 0.00350691344 0.00014436134 0.002899533 0.0019634261 0.01175269173 0.01214195529 7.68492e-05 0.00429341556
train_2019 DD 0.00502596427 0.00244642479 0.0018827784 0.00277407209 0.0017534309 6.007671e-05 0.0018415451 0.0011197268 0.00585836456 0.0079699672 9.40163e-06 0.00252211567
train_202 NP 0.00715004417 0.00375455388 0.00375010587 0.00327161845 0.00134700923 2.300994e-05 0.00265738646 0.001850964218 0.00874228167 0.01035483534 1.02148e-05 0.00371008021
train_2020 DD 0.00662299262 0.00311203371 0.0028280974 0.00392506972 0.00217979141 0.0001006677 0.0023871703 0.0016110707 0.00759426048 0.01002094295 2.90654e-05 0.00364379776
train_2021 DD 0.00386815387 0.0021450995 0.0012720645 0.00224933761 0.0016299818 0.00015903997 0.00125752 0.00090049668 0.00486011643 0.0055293745 0 0.0015434932
train_2022 DD 0.006726752983 0.004080289163 0.0025202102 0.004850506738 0.00270902981 0.000208017294 0.00259346092 0.001397766277 0.008542874225 0.00904009522 1.8654178e-05 0.00378925005
train_2023 DD 0.0093997953 0.00606354691 0.0036610732 0.00556741128 0.00184457731 0.00015304491 0.0021993398 0.00236429383 0.0120978525 0.01034799323 5.34761e-05 0.00374702479
train_2024 DD 0.008836712081 0.004560378706 0.003311426244 0.00643423217 0.003071942428 0.00020327028 0.003338832947 0.00213534354 0.010604322245 0.01170971966 5.334315e-05 0.00435771207
train_2025 DD 0.0061911555 0.00354274193 0.002735241 0.00386310173 0.002570603 0.0001154618 0.002123502 0.0012379786 0.00766987381 0.0085131414 4.77257e-05 0.0030062301
train_2026 DD 0.00829929993 0.00508023061 0.0033597169 0.00630317731 0.00329045487 0.0002256955 0.00346329323 0.0019452927 0.01075000997 0.0112149429 5.13985e-05 0.004472275517
train_2027 DD 0.0044748881 0.0029762521 0.0017286292 0.0023113639 0.0011878988 0 0.0013265612 0.0009084481 0.0062372024 0.0056946156 0 0.0021324722
train_2028 DD 0.00797980984 0.0047597934 0.0031708154 0.005719907939 0.002687370797 0.0001715791 0.00287972331 0.00179862375 0.010372128743 0.0106736805 3.88309e-05 0.00407038751
train_2029 DD 0.0045794828 0.0028755856 0.0018656903 0.0024961145 0.0017188783 5.20804e-05 0.002016382 0.0008178883 0.0063716902 0.0072348483 0 0.0022142252
train_203 NP 0.00592761264 0.00321083341 0.003523327 0.00328279153 0.00229784329 4.446524e-05 0.00146244013 0.00105748707 0.00732007829 0.00766013934 0 0.00351503595
train_2030 DD 0.00828164578 0.00491320655 0.0031891743 0.00562378399 0.00266418152 0.0002008487 0.00322441321 0.00182755376 0.01052262376 0.01088874429 6.13055e-05 0.00437234705
train_2031 DD 0.00604316042 0.00311298567 0.002098434 0.00457399075 0.0028942786 0.00016896588 0.00156875087 0.00117277344 0.00732438034 0.00712827877 2.136377e-05 0.003216680006
train_2032 DD 0.00426750105 0.00236974254 0.0022876999 0.00246792562 0.0018692417 0 0.0013337038 0.0008482229 0.00601342443 0.0064095566 1.54859e-05 0.00240321104
train_2033 DD 0.005917465869 0.003404367063 0.002519898899 0.00510897988 0.002243640158 0.000126904677 0.00230669927 0.00156181777 0.00811226916 0.00980797591 2.505192e-05 0.003307215014
train_2034 DD 0.01043348739 0.00493607175 0.00309703839 0.0069574559 0.006103380855 0.000333562869 0.00308028431 0.0021920629 0.01217633119 0.01249572055 6.22975e-05 0.004744513453
train_2035 DD 0.01065181243 0.00477636459 0.00321994371 0.006055241653 0.00592198478 0.000252184661 0.0030609062 0.00221423345 0.01212089341 0.01272547961 3.16622e-05 0.004558212184
train_2036 DD 0.00874270793 0.00494513563 0.00340408853 0.00548749083 0.002618972452 0.000167052329 0.00302610523 0.00207808904 0.010504533474 0.01173529271 2.40023e-05 0.004305435051
train_2037 DD 0.00759520929 0.00438365229 0.00282063 0.00486546456 0.0023247039 0.0001768582 0.0027392487 0.0017521719 0.00901560974 0.01013101471 2.89454e-05 0.003751924775
train_2038 DD 0.00488204077 0.00400288578 0.00203847513 0.00370911609 0.00185551752 8.508703e-05 0.0016508218 0.0009048983 0.0051007555 0.01010297039 3.53948e-05 0.00335740361
train_2039 DD 0.00548485137 0.00389807192 0.0022891247 0.00375285278 0.00186824106 9.3568979e-05 0.0018309978 0.001113309298 0.00600645283 0.00966842256 5.61549e-05 0.00322703419
train_204 NP 0.00604012127 0.00345267587 0.00354016736 0.00271825642 0.0011482223 6.381913e-05 0.0018299911 0.00115620068 0.00714016895 0.00800758705 3.15433e-06 0.00284006768
train_2040 DD 0.00708316064 0.00415279371 0.00319344437 0.00506943747 0.00220308996 0.00013559907 0.00250330934 0.00170348279 0.00915856235 0.00953783687 3.73682e-05 0.00353522318
train_2041 DD 0.00788599281 0.00436798964 0.00302431349 0.005300076205 0.00292083713 0.0001598045 0.003120588247 0.00176483496 0.00987278788 0.01034228556 4.15073e-05 0.00402711978
train_2042 DD 0.00829656789 0.00476189706 0.00337802015 0.00571530372 0.00193339886 0.00011178888 0.00211916684 0.0019642723 0.01107038085 0.0101159015 8.58746e-05 0.00328462254
train_2043 DD 0.00752373221 0.00430002768 0.0029093715 0.00481700842 0.002968877769 0.00011613695 0.002520831 0.001698115 0.0090581524 0.0107733772 3.19415e-05 0.0036124783
train_2044 DD 0.00793683542 0.0041316071 0.0030434694 0.00474147145 0.00309163827 0.00011824089 0.0025835834 0.00159779089 0.00941193905 0.00997253078 2.77485e-05 0.00360369435
train_2045 DD 0.00794720191 0.00420518429 0.00328133552 0.005321820214 0.00256785614 0.0001286613 0.0025101618 0.00182970136 0.01005076577 0.01013022953 2.82616e-05 0.003436906054
train_2046 DD 0.00819886079 0.004794579478 0.0034136931 0.00578595609 0.00256511765 0.00018677072 0.00310930979 0.0020743391 0.01081076302 0.01089156901 8.99744e-05 0.003841205
train_2047 DD 0.00792930544 0.00438647096 0.0032755498 0.00535433196 0.00238977494 0.00016580272 0.00279831467 0.00194252718 0.01014614137 0.01046768989 8.36e-05 0.00362094458
train_2048 DD 0.00799718234 0.00438716724 0.00373021166 0.00430694713 0.00270709205 8.07479e-05 0.00262438966 0.00121435236 0.00958943859 0.0107729733 1.39589e-05 0.00444179185
train_2049 DD 0.00902575428 0.00457849208 0.00312483178 0.00547287333 0.003851827169 0.00016587991 0.00319172372 0.001703829243 0.0103805803 0.01190337609 3.85288e-05 0.004624001616
train_205 NP 0.00657573323 0.00358651612 0.00246023205 0.00556971129 0.00273104638 0.00013192967 0.00208369874 0.0015155266 0.00811380118 0.0081071283 3.20321e-05 0.003556034381
train_2050 DD 0.00857224317 0.00494194285 0.003256875 0.00557598974 0.00278910047 0.00014943932 0.0024818287 0.00197660086 0.01052651481 0.0109894451 3.28197e-05 0.00425205593
train_2051 DD 0.00865367612 0.00461615826 0.0032858969 0.005040614963 0.00253383911 7.98164e-05 0.0023080249 0.0020030024 0.01029590076 0.010871906 2.06914e-05 0.00381787399
train_2052 DD 0.00748946237 0.00470241602 0.0029667918 0.00473595367 0.00303740979 0.00016105053 0.002563559911 0.00187989552 0.00955419666 0.00962304864 3.26751e-05 0.00399963302
train_2053 DD 0.009307927812 0.005123636531 0.003404323406 0.006178444054 0.003463343568 0.000230049874 0.003124994642 0.00192277426 0.011490038548 0.01263365967 5.036972e-05 0.004582128937
train_2054 DD 0.008856855852 0.005510220634 0.0034057244 0.006852287388 0.002307727408 0.00027558737 0.00263838061 0.00204087401 0.01117510676 0.0110968819 7.7802e-05 0.003848714874
train_2055 DD 0.00667501407 0.00409812354 0.002444164 0.00614158352 0.0037740664 0.00024434326 0.002007352418 0.00167683385 0.00911885464 0.0085297251 4.19287e-05 0.00403818572
train_2056 DD 0.006327466819 0.00379948273 0.0022892688 0.00589120465 0.0035896652 0.000234810187 0.00184537395 0.00151921842 0.00848056748 0.0079278469 3.64356e-05 0.003832848064
train_2057 DD 0.0028827418 0.0018889202 0.0016092115 0.0017580954 0.0009746603 8.85602e-06 0.0011726963 0.0005765463 0.0035252383 0.0051372906 1.37231e-05 0.0017310948
train_2058 DD 0.00787438755 0.00494191274 0.00308336403 0.00532075071 0.002380008327 0.00014636058 0.00250198371 0.0019760998 0.009847284942 0.01049497771 3.74271e-05 0.0037801887
train_2059 DD 0.007261199 0.00468577809 0.00295111513 0.00497924986 0.00246412707 0.00010549307 0.0022079172 0.00178709414 0.00919578786 0.00995467422 2.05389e-05 0.00357124111
train_206 NP 0.005564966 0.00279121747 0.00195695891 0.005550796162 0.00331274264 0.00021387049 0.002043070586 0.0013313326 0.00666400448 0.0074249861 4.51035e-05 0.00341866794
train_2060 DD 0.00716600636 0.00378895435 0.00300178 0.00482481779 0.00299712402 0.00012517696 0.0023448474 0.00161877453 0.0087652231 0.0106076207 2.86532e-05 0.00373773012
train_2061 DD 0.00762252859 0.00504086437 0.00300600816 0.00510444638 0.002631310967 0.000107669545 0.0024487486 0.00186788028 0.00996374942 0.01053148502 1.21826e-05 0.00394112068
train_2062 DD 0.006742413682 0.0037591655 0.002805556 0.00492982616 0.00228217939 0.00013783225 0.0021717865 0.00163256284 0.00913588026 0.00984465365 2.21492e-05 0.00361231023
train_2063 DD 0.00709892088 0.00401649384 0.0031880531 0.00335450282 0.00289875617 0.00010690667 0.00198300993 0.00182259753 0.00944590369 0.00953026995 2.99213e-05 0.003175928
train_2064 DD 0.00743723562 0.00431091068 0.00382550834 0.003023794027 0.00324342346 3.562302e-05 0.00195777612 0.0018299412 0.00951118097 0.009997731 1.31771e-05 0.00359242286
train_2065 DD 0.00761075933 0.004175364996 0.0030937959 0.00454527221 0.002864354454 0.00011016886 0.00211924936 0.00167611413 0.00869892734 0.00967520048 3.187178e-05 0.00363415647
train_2066 DD 0.00806982828 0.00406766837 0.00331532483 0.00523085279 0.00257667189 0.00012576047 0.0025579029 0.00191295044 0.00962408764 0.01135880361 6.567458e-05 0.00424786749
train_2067 DD 0.00851372759 0.00446929992 0.0031541963 0.00483210015 0.00317064898 0.00015200011 0.0026507164 0.0019847253 0.010384268 0.01095864824 3.06659e-05 0.00339740867
train_2068 DD 0.008726448278 0.00497541254 0.0031820365 0.005821746 0.002791717764 0.000185203842 0.00280810903 0.00190702334 0.0108364111 0.01095342107 7.01524e-05 0.00395228266
train_2069 DD 0.00663992777 0.003671861486 0.002771004539 0.00544010965 0.002291373103 0.000206189999 0.002013120433 0.00146103092 0.00806162433 0.00964303013 3.695909e-05 0.003594251681
train_207 NP 0.00826217941 0.00443197721 0.00270601462 0.00577245554 0.00346081814 5.841296e-05 0.0029301307 0.00186284265 0.01037534349 0.0103897823 4.42275e-05 0.004203988924
train_2070 DD 0.005401105547 0.00320827698 0.00231809126 0.00496331838 0.002503696095 0.000177721448 0.002121726063 0.00122834096 0.007237494174 0.0084154241 3.622594e-05 0.00332105026
train_2071 DD 0.00876401073 0.00529811726 0.00361439829 0.00572997792 0.00227226807 0.000184988475 0.00222027299 0.00204384309 0.01163753843 0.01126584287 0.000102433 0.003900599169
train_2072 DD 0.00842997472 0.004464754704 0.0031577154 0.00555537668 0.003027015516 0.000171717444 0.00270991526 0.00184883601 0.01010369164 0.01171307151 7.42802e-05 0.004047114152
train_2073 H 0.00806698489 0.00426078487 0.002950151 0.00467078845 0.00257463375 0.00010130037 0.0023543102 0.0017778675 0.00974287945 0.01037372718 3.23658e-05 0.00375842463
train_2074 H 0.006480028726 0.003775464753 0.0024607424 0.004200169982 0.002539420244 0.00013612579 0.0023494235 0.001287865149 0.007665607289 0.00886134785 1.45005e-05 0.003338777
train_2075 DD 0.00870451034 0.0044781359 0.00327728985 0.00512287508 0.0030264437 0.000121543 0.00319623438 0.00207924498 0.010364308 0.0113424651 3.81204e-05 0.0037334549
train_2076 DD 0.00790946369 0.00494697214 0.0029122478 0.0061470351 0.003540598103 0.000243735922 0.00255657708 0.0020185505 0.01034306229 0.00989540883 5.9831e-05 0.003860076995
train_2077 H 0.00795780849 0.00381740176 0.0028835506 0.004857401765 0.00274874899 0.000155256471 0.00239156851 0.00165779747 0.00913624181 0.01040840736 3.14664e-05 0.00395710593
train_2078 H 0.00858203051 0.004226065428 0.003362036103 0.00556673889 0.003033284027 0.000129537686 0.002854517802 0.001897627831 0.010332631467 0.01114303699 2.864852e-05 0.00423281098
train_2079 H 0.00720497567 0.004486764201 0.002720806691 0.00553210842 0.00309354292 0.00017742362 0.00234088296 0.001545618881 0.008627026556 0.00904886462 3.345587e-05 0.003737510323
train_208 NP 0.0065581159 0.003285746451 0.00236057176 0.00322796388 0.00338454119 0.00012262783 0.001837793621 0.001303237971 0.00606252619 0.00716091313 2.59159e-05 0.00291046551
train_2080 H 0.007321565943 0.00412906974 0.002776638774 0.004693628975 0.002408616863 8.626565e-05 0.002565436553 0.00149339096 0.00863642063 0.00994433888 2.202634e-05 0.0036314321844
train_2081 H 0.00730512441 0.00314320628 0.00240377672 0.00407885527 0.0021985122 9.621871e-05 0.0020378521 0.00134321882 0.00795268498 0.00979203677 1.31005e-05 0.00370967627
train_2082 H 0.00790979573 0.00415760861 0.0030441145 0.004852398289 0.00264896464 0.00012478147 0.0023192412 0.00167778933 0.00963767977 0.01065321456 2.19128e-05 0.00395107065
train_2083 H 0.00913133148 0.00464324578 0.0037644045 0.00511869639 0.00288221279 0.000135456589 0.0026056774 0.00221252322 0.01148402213 0.01144941179 4.56485e-05 0.003804220695
train_2084 H 0.00833410145 0.00410872614 0.0031535657 0.004730189407 0.00307147845 0.000124392182 0.002338603298 0.00187144953 0.01015712117 0.01041479918 4.65008e-05 0.00365331849
train_2085 H 0.00825672629 0.00367374478 0.0033423247 0.00468215661 0.00312432598 0.0001244088 0.0024041383 0.0016794479 0.0098180407 0.01067582555 2.56838e-05 0.00361160934
train_2086 H 0.0071743264 0.0032437587 0.002798056 0.0037380267 0.0030784069 7.429003e-05 0.0020259503 0.00133028803 0.0081665166 0.0092325444 3.48082e-05 0.00325910662
train_2087 H 0.00733286503 0.00337684171 0.0026364105 0.00363058875 0.0026818896 9.00946e-05 0.0020705452 0.0015264129 0.00804158479 0.00902864888 1.67433e-05 0.00336166624
train_2088 H 0.00805252956 0.00413863756 0.0027925108 0.00453521402 0.00305354938 0.0001668323 0.00231674831 0.00156972508 0.00943059128 0.00975716471 3.72616e-05 0.00380368222
train_2089 H 0.00742158967 0.00388991822 0.0027784173 0.00424217788 0.00286099272 0.00013281561 0.00224515671 0.00154627942 0.0088008591 0.00927196292 3.5472e-05 0.00358240981
train_209 NP 0.00619204726 0.00356905188 0.00365188335 0.00488950222 0.00166139049 8.328043e-05 0.0018949083 0.00124705021 0.00810414377 0.00882656357 2.832407e-05 0.00390800835
train_2090 H 0.00754968959 0.00445953573 0.00331718855 0.00454507299 0.00231977272 8.374615e-05 0.00261738577 0.00187002495 0.00954529228 0.011658182591 2.12762e-05 0.00374521395
train_2091 H 0.008739567238 0.004311380675 0.0032707337 0.00533424617 0.00239882534 7.700188e-05 0.00287258471 0.00216565341 0.011394471387 0.01259501745 1.93373e-05 0.003800431726
train_2092 H 0.00721436447 0.00389460556 0.0030251059 0.00488886427 0.00239981501 0.0001364453 0.0025124865 0.00174987554 0.00959119892 0.01005028352 3.51033e-05 0.00364904994
train_2093 H 0.00707272171 0.00419769458 0.0030851044 0.00499094534 0.00225512733 0.00015083547 0.0021705605 0.00175671557 0.00944141933 0.00996803441 3.72065e-05 0.00362579013
train_2094 H 0.00808061771 0.00459803692 0.0031015155 0.00554380899 0.00279689563 0.0002136563 0.00258037869 0.00203993199 0.0102531162 0.01089265414 4.85518e-05 0.003865816643
train_2095 H 0.0079408744 0.00447875181 0.0029720752 0.004776807519 0.002616603855 0.0001429208 0.0025088935 0.00201811295 0.009957951252 0.01067403253 2.76839e-05 0.00381743251
train_2096 H 0.00641228723 0.003479752175 0.002686644619 0.004441850183 0.001683659544 0.00018206467 0.0021982726 0.00164797361 0.008271636581 0.01031001472 1.890186e-05 0.003578609166
train_2097 H 0.008053013919 0.00428550551 0.00322069983 0.00408388441 0.002375532656 0.000111218851 0.002213416456 0.001778981524 0.0087001443 0.01042230386 2.21445e-05 0.00379026118
train_2098 DD 0.0089956872 0.00535564275 0.00336239086 0.00653424429 0.00215865559 0.00025760962 0.00235662829 0.0021785604 0.0113696041 0.01122674527 0.000109381 0.0038545373
train_2099 DD 0.00813284644 0.00450383549 0.0029895374 0.00524108189 0.00223897208 0.00015065145 0.00254281478 0.00203181119 0.00972472152 0.01023857593 3.18939e-05 0.00373920332
train_210 NP 0.006543603 0.00420245383 0.004627942 0.00253073611 0.00034586148 0 0.00191838099 0.00098083006 0.00742597978 0.00910477511 0 0.0029610144
train_2100 DD 0.0050715129 0.00192055943 0.0018763627 0.00228787937 0.002898224 3.590494e-05 0.0021077614 0.00091683721 0.0052381358 0.00685724431 0 0.0016663019
train_2101 DD 0.0081717615 0.00564195136 0.0026562585 0.01277212442 0.00681574024 0.0007484199 0.00308174369 0.0023947457 0.0117034459 0.00935627648 0.0001579384 0.00567022857
train_2102 H 0.00508678 0.00342329984 0.0019039173 0.004237159 0.001895802 0.0001934189 0.0016558965 0.0007754431 0.0057832405 0.0070311938 3.47153e-05 0.0025627748
train_2103 DD 0.00487507474 0.00321766398 0.0019583319 0.00352088132 0.00231702574 9.0178642e-05 0.00216930143 0.00106896909 0.00614408642 0.0077670021 2.301921e-05 0.00224998903
train_2104 H 0.00572427196 0.0034365597 0.0021346152 0.00355372859 0.0014084838 7.14316e-05 0.0015370026 0.0014161809 0.00728396039 0.00773766511 2.5528e-05 0.00243334647
train_2105 H 0.00641165526 0.00362893718 0.0024124092 0.00381793409 0.00200551765 6.53201e-05 0.0019438123 0.0012889633 0.0077986053 0.00863087892 1.4876e-05 0.0034222974
train_2106 DD 0.0085120423 0.0031102035 0.0029166181 0.00450085376 0.00373064929 0.000146445524 0.0030404454 0.00160158611 0.00917335705 0.01139896741 3.02934e-05 0.00373993781
train_2107 DD 0.009221581333 0.00412863645 0.003315329135 0.006108945244 0.003998536918 0.000223604149 0.00329508364 0.00204246226 0.010658004422 0.01175137575 4.282427e-05 0.0045578035299
train_2108 H 0.00820159495 0.00481071635 0.00310870157 0.00476414983 0.002400969886 0.000155187575 0.00236673476 0.00205175127 0.01038089805 0.0113038245 2.84951e-05 0.00396283369
train_2109 DD 0.008246681439 0.00515122142 0.003183949417 0.005683850039 0.003038902638 0.000280172413 0.00258922851 0.001987830206 0.010778729116 0.01107535843 9.1384195e-05 0.003773906023
train_211 NP 0.00716823609 0.00369776452 0.00299983301 0.00522286189 0.00233651825 0.00021823432 0.00203554146 0.00163605054 0.00840273297 0.00755633908 3.87583e-05 0.003460658974
train_2110 DD 0.00878337138 0.004576827913 0.003561145765 0.005658338315 0.003797751931 0.000245976373 0.002845830656 0.0019096017 0.01068857133 0.0113017653 7.1025e-05 0.004074497827
