sample	Group	Biosynthesis	Degradation_Utilization_Assimilation	Detoxification	Generation_of_Precursor_Metabolites_and_Energy	Glycan_Pathways	Macromolecule_Modification	Superpathways	Transport
train_1422	CD	0.02864171953	0.0034636657	0	0.0020619197	6.2234e-05	0.0011223039	2.4882e-05	0
train_1423	CD	0.027637447	0.0042062225	0	0.0025925663	4.16626e-05	0.000852985	4.85406e-05	0
train_1424	CD	0.03154669557	0.00575426069	0	0.00342518727	0.00022692212	0.0008865118	0.0002256025	0
train_1425	CD	0.03082717921	0.00528263075	0	0.00325592272	0.00018926331	0.0008715657	0.000102209	1.76698e-05
train_1426	CD	0.02493547802	0.00401885453	0	0.00301445571	0.0001244038	0.0008568065	0.00022327126	3.53821e-05
train_1427	CD	0.0276806753	0.00580625501	0	0.0045493427	0.0001034253	0.0008783942	0.0004492129	6.81884e-05
train_1428	CD	0.02744039307	0.0029737896	0	0.0023251284	0	0.000942992	3.17428e-05	0
train_1429	CD	0.02708697728	0.005048299961	0	0.00418446358	0.0001040382	0.0009445085	0.00020261726	6.91612e-05
train_143	NP	0.04775898205	0.012174756717	0	0.010220864986	0.00023634446	0.001119329	0.0008869065	0.000184061
train_1430	CD	0.01962681494	0.0027176174	0	0.0018883053	5.78243e-05	0.000909144	0	0
train_1431	CD	0.0258712515	0.00475277427	0	0.00287797134	6.31925e-05	0.001028209	0.0001359149	1.26007e-05
train_1432	CD	0.031901970536	0.00615759307	7.96084e-07	0.005711495818	0.0003919474	0.00105039	0.0002618941	2.79761e-05
train_1433	CD	0.03317714655	0.00515338583	0	0.0033700111	0.0001059962	0.0011004359	6.08564e-05	0
train_1434	CD	0.0275983865	0.0027387063	0	0.0023910715	0	0.001185711	0	0
train_1435	CD	0.02744422416	0.00481797185	0	0.00243696444	9.38177e-05	0.0009914571	0.0001113295	0
train_1436	CD	0.036218565767	0.00538258781	0	0.004952536284	0.0003386407	0.0012365899	0.0001181722	1.76774e-05
train_1437	CD	0.0264707355	0.00721698085	0	0.00586344512	0.0001482589	0.00072420136	0.000747034	1.61402e-05
train_1438	CD	0.03790690196	0.00496171785	0	0.00414306415	0.0001159924	0.001216289	7.246378e-05	1.59003e-05
train_1439	CD	0.0329225604	0.00532823084	0	0.00374013878	0.0001558181	0.0009251925	0.00019755397	1.18677e-05
train_144	NP	0.048400102672	0.009315981166	0	0.00795619133	0.0003377474	0.0012221548	0.0005216342	9.43872e-05
train_1440	CD	0.03039780795	0.006926650441	0	0.00515590476	0.0002793091	0.000589807	0.0006132788	4.41962e-05
train_1441	CD	0.0082230791	0.000654156	0	0.00049583	0	0.000395309	0	0
train_1442	CD	0.03249957482	0.00337206962	0	0.00221037024	1.45826e-05	0.00116299404	3.20329e-05	0
train_1443	CD	0.0292511586	0.0052386734	0	0.003165254	0.00016942	0.0008185966	0.000112218	0
train_1444	CD	0.031458613107	0.005286265487	0	0.00408098498	8.70391e-05	0.0010410833	0.00023888472	4.89283e-05
train_1445	CD	0.03179062542	0.006267554764	0	0.00484025108	0.00010320194	0.0008528975	0.0004520872	6.47751e-05
train_1446	CD	0.03552393897	0.006358082694	0	0.00388611596	0.000209567	0.0008771321	0.0003595647	1.69539e-05
train_1447	CD	0.0367421934	0.006639948732	0	0.00475478528	0.0001711607	0.001018264	0.000300261	3.51812e-05
train_1448	CD	0.02888522602	0.00448091334	0	0.00289554144	9.30414e-05	0.00103019	4.74456e-05	0
train_1449	CD	0.036175407782	0.006279608461	0	0.006320696932	0.00018064795	0.001273102	0.00029137039	2.53295e-05
train_145	NP	0.045767133389	0.008992580851	0	0.006426862093	0.00039280488	0.0013012657	0.00036800804	4.28389e-05
train_1450	MD	0.02889290304	0.00518728686	0	0.0032222736	0.0001399663	0.000769711	0.00021428022	2.5397e-05
train_1451	MD	0.0245303946	0.00361339775	0	0.0024513539	7.643e-05	0.0008542089	8.6399e-05	3.07157e-05
train_1452	MD	0.0144446787	0.004637458	0	0.00401797	0	0.000718027	0	0.000353493
train_1453	MD	0.0255073359	0.00377392738	0	0.0026382944	9.5003e-05	0.0008180047	4.44038e-05	0
train_1454	MD	0.03338568188	0.004968632456	0	0.00379964516	9.30898e-05	0.0010918785	0.00020540085	8.08709e-05
train_1455	MD	0.03279115491	0.00571262686	0	0.00389162502	0.0002105947	0.0010069471	0.000316338	1.83765e-05
train_1456	MD	0.0322653849	0.00527352737	0	0.00398378897	0.0001793616	0.0009304829	0.0001652422	3.1518e-05
train_1457	MD	0.03912448732	0.01073792111	0	0.0085766351	0.000152635	0.000739515	0.0010777349	0.000109622
train_1458	MD	0.023806672	0.005121821404	0	0.0043295292	0.0001232221	0.000652691	0.0003730936	9.09787e-05
train_1459	MD	0.03376996942	0.00645352131	0	0.00487144624	0.00012370008	0.0009768768	0.0005022761	3.90373e-05
train_146	NP	0.037929845758	0.006515856499	0	0.00569058634	0.000120965634	0.0013710082	0.00030955801	9.15715e-05
train_1460	CD	0.03632640448	0.009443402926	0	0.008287371495	0.00024896268	0.000864146	0.000779729	7.66228e-05
train_1461	MD	0.03570491774	0.00530546131	0	0.00401808537	7.53666e-05	0.0011989531	0.0001669004	4.25943e-05
train_1462	H	0.03459892288	0.00613098402	0	0.00383137354	0.000264186	0.0010699318	0.00016792855	5.648e-06
train_1463	MD	0.03146512802	0.006169419912	0	0.00466612343	0.00021001748	0.0008149825	0.0005898701	5.05273e-05
train_1464	MD	0.0219713993	0.00381096491	0	0.00248513801	9.56586e-05	0.0007929722	0.0001542404	0
train_1465	MD	0.02458730541	0.004318653039	0	0.00312436795	6.50048e-05	0.0009978139	0.0001758246	1.80109e-05
train_1466	MD	0.03722354698	0.00661740546	0	0.00439087531	0.0002134441	0.0009659174	0.00025375902	2.40876e-05
train_1467	MD	0.03220731213	0.00556369256	0	0.00329739418	0.0001679971	0.0009277256	0.00015449421	1.06529e-05
train_1468	MD	0.0339507606	0.00401399581	0	0.00300241744	9.878618e-05	0.0012841762	9.24239e-05	1.29974e-05
train_1469	MD	0.0213584072	0.002827748	0	0.0019873142	0	0.000786361	3.47026e-05	0
train_147	NP	0.038631651087	0.007663031109	0	0.005709313873	0.0002492493	0.00131971623	0.00046019192	6.55425e-05
train_1470	MD	0.03206474106	0.00463418006	0	0.00232853234	5.35017e-05	0.001101856	9.61972e-05	0
train_1471	MD	0.03219665909	0.00376626822	0	0.00269179499	6.00655e-05	0.001163534	0.0001332912	3.48618e-05
train_1472	MD	0.02154989325	0.0036303235	0	0.0016184444	0.0001107801	0.000545948	0.000112444	0
train_1473	MD	0.03814921712	0.00650677314	0	0.00570503515	0.0001805039	0.000939563	0.00033407028	2.74801e-05
train_1474	MD	0.0119646724	0.0018330415	0	0.0013084622	0	0.000397791	0	0
train_1475	MD	0.02712081851	0.00347691718	0	0.00248015828	5.03121e-05	0.0010264505	0	2.30342e-05
train_1476	MD	0.03718002362	0.006587833	0	0.00393884222	0.000153052	0.0011595012	0.000154435	1.43629e-05
train_1477	MD	0.0212463544	0.002194854	0	0.0012595336	0	0.001066281	0	0
train_1478	H	0.02109517902	0.00342500151	0	0.0024170952	3.22698e-05	0.000856595	4.32704e-05	0
train_1479	H	0.0233776232	0.00377833799	0	0.0021475398	0.0001209961	0.0008454117	0.0001882952	0
train_148	NP	0.048072040518	0.009602859684	0	0.00749190589	0.0003364049	0.001408873	0.00043199041	0.000114261
train_1480	MD	0.03219444797	0.00577492417	0	0.00344695891	0.0001948738	0.0010278707	0.0001544603	2.93222e-05
train_1481	H	0.01654603	0.00251078981	0	0.001520933	2.10556e-05	0.000748018	3.42965e-05	0
train_1482	H	0.02566629992	0.00466545365	0	0.00321177407	0.0001060539	0.00093823798	0.0001204198	1.05217e-05
train_1483	H	0.03000586324	0.00468171134	0	0.00309646395	8.75583e-05	0.0009614942	0.0001756818	2.09942e-05
train_1484	H	0.02366944006	0.0042109479	0	0.00230050839	8.90244e-05	0.000697919	7.612e-05	0
train_1485	H	0.0112623342	0.0023405341	0	0.0009053525	6.54852e-05	0.000422583	6.76037e-05	0
train_1486	H	0.03108908805	0.00461915409	0	0.00303183247	0.0001224594	0.0009225788	0.00013889738	1.20878e-05
train_1487	H	0.02331253376	0.00431303556	0	0.00283958725	9.22089e-05	0.0008240485	0.0001431871	0
train_1488	H	0.02305853858	0.00376982325	0	0.0024761963	4.03764e-05	0.0008305261	4.25491e-05	0
train_1489	H	0.02962763342	0.00464183219	0	0.00308100301	8.719448e-05	0.0009789462	0.00016780822	0
train_149	NP	0.046320944	0.0099252220983	0	0.007531630717	0.0002280252	0.0011086865	0.0005757316	8.32467e-05
train_1490	H	0.02731180697	0.00665932781	0	0.00521254328	0.00019405693	0.000807864	0.0006850047	8.39337e-05
train_1491	H	0.03563200485	0.00514293997	0	0.00358388419	0.0001308857	0.0011278431	0.0001690265	2.68257e-05
train_1492	H	0.02786306456	0.00482158785	0	0.00355933633	0.0001508663	0.0009439732	0.0001522745	1.73608e-05
train_1493	H	0.02216019168	0.00365363236	0	0.00229211434	0.0001257471	0.000758805	5.77768e-05	0
train_1494	H	0.02523312145	0.00407501105	0	0.0028010734	6.21232e-05	0.000835125	0.00011376621	0
train_1495	H	0.0059543837	0.0008636312	0	0.000491741	0	0.00026241	0	0
train_1496	H	0.0237021773	0.0029723101	0	0.0022816628	3.24717e-05	0.000929818	3.33323e-05	0
train_1497	H	0.02763645326	0.00464920206	0	0.00311556218	0.0001515607	0.0009093783	0.0001157424	0
train_1498	H	0.02332880614	0.00457023421	0	0.00296973888	3.45797e-05	0.0010658352	0.0001100005	3.53408e-05
train_1499	H	0.02663612718	0.0044212777	0	0.00270438734	7.10637e-05	0.0008580109	0.0001608727	0
train_15	H	0.00745339765	0.001249910338	0	0.0010028177	1.205347e-05	0.00031029324	2.7800406e-05	5.10572e-06
train_150	NP	0.038119047865	0.006632193016	0	0.005148368384	0.000123755153	0.0014043292	0.0003587118	4.34305e-05
train_1500	H	0.0183435233	0.0025096189	0	0.0019608033	0	0.000489178	0	0
train_1501	H	0.02975062028	0.00539236994	0	0.00403871145	7.604056e-05	0.0009237109	0.000412482	4.40233e-05
train_1502	H	0.02370665517	0.00440746362	0	0.0027387082	0.0001002449	0.0007383801	0.0002337918	0
train_1503	H	0.02435416947	0.0040741203	0	0.00262171352	9.42794e-05	0.0008215574	0.0001460493	0
train_1504	H	0.01569960193	0.00301459329	0	0.0020816387	8.79361e-05	0.00066347	0.0001247512	0
train_1505	H	0.02411373107	0.00370798067	0	0.00206399146	7.59801e-05	0.0009038705	5.51898e-05	0
train_1506	H	0.0251699004	0.00290315453	0	0.0022000323	5.99942e-05	0.000794388	2.99901e-05	3.53309e-05
train_1507	H	0.02802585622	0.00495817663	0	0.0027078058	0.0001188319	0.0009149861	0.000160114	2.40469e-05
train_1508	H	0.02895724573	0.00513848616	0	0.0029698072	0.0001905591	0.0008888819	7.080891e-05	0
train_1509	MD	0.02189297716	0.00376949596	0	0.00225743067	8.13748e-05	0.0008816269	0.0001392045	0
train_151	NP	0.04783344558	0.014655840471	0	0.011136220896	0.00025820697	0.001001941	0.001314063	0.000126292
train_1510	H	0.02874429662	0.0029095047	0	0.002105338	0	0.0011878335	0	0
train_1511	H	0.02934450385	0.0058360114	0	0.0035349075	0.0003014324	0.000798363	0.0003586948	0
train_1512	H	0.02358209534	0.00346287296	0	0.0023705484	7.64443e-05	0.000710091	5.5769e-05	1.74941e-05
train_1513	H	0.0142719148	0.0022592853	0	0.0011426121	8.56762e-05	0.000484649	0	0
train_1514	H	0.02662788188	0.00391781956	0	0.002692623	9.31793e-05	0.0008889287	5.46098e-05	2.05248e-05
train_1515	H	0.0232007487	0.00343364	0	0.0022047709	7.15064e-05	0.0008577238	2.66898e-05	0
train_1516	H	0.01930430576	0.00322665842	0	0.0026191943	9.52369e-05	0.0006792649	0.00010837515	1.45062e-05
train_1517	MD	0.038568262166	0.007935146482	0	0.00674107771	0.0002026406	0.001014157	0.0008270611	0.000124551
train_1518	MD	0.0220238698	0.0014414212	0	0.0012457885	0	0.0009497004	0	0
train_1519	MD	0.03651293054	0.01024984803	0	0.00767841229	0.0002921324	0.000814116	0.001173312	5.00239e-05
train_152	NP	0.050252690229	0.01853890522	0	0.013556552551	0.0004003132	0.0010493615	0.001863009	4.39684e-05
train_1520	H	0.03102033567	0.00429340446	0	0.00299674442	2.35827e-05	0.0010918111	0.000113935	2.49635e-05
train_1521	H	0.03251641923	0.00557992482	0	0.0035331038	0.0002012672	0.0009544516	0.00012653799	0
train_1522	MD	0.0380141701	0.00882122409	0	0.00817128574	0.00024758512	0.000844683	0.001147867	0.000144517
train_1523	MD	0.0230617503	0.00481488925	0	0.00304221237	9.66521e-05	0.0008876362	0.0002207284	1.6392e-05
train_1524	MD	0.03873331239	0.00485114605	0	0.00326051522	5.12882e-05	0.001486659	7.46362e-05	0
train_1525	MD	0.02982255329	0.00460064231	0	0.0028782572	9.1446e-05	0.0010172192	3.16202e-05	2.33735e-05
train_1526	MD	0.03601788552	0.00582297338	0	0.00393219811	0.000105157	0.0008589768	0.00015676883	3.43251e-05
train_1527	H	0.0251761316	0.00337172035	0	0.00201862926	1.82646e-05	0.0009151733	5.261475e-05	0
train_1528	MD	0.03681116198	0.00917947805	0	0.00719108236	0.0001901234	0.000854693	0.0009215695	8.43813e-05
train_1529	MD	0.03104812217	0.00401389081	0	0.0031165449	6.2406e-05	0.0011739742	6.03134e-05	2.86911e-05
train_153	NP	0.040841337975	0.007494336374	0	0.005664160848	9.916778e-05	0.0013927712	0.00025869287	3.98048e-05
train_1530	MD	0.03439074412	0.00539072333	0	0.00414872246	0.00014164627	0.0010637892	0.00026060184	3.53779e-05
train_1531	MD	0.0260986153	0.0038874439	0	0.0031811139	0.0001152464	0.000673665	8.34186e-05	0
train_1532	MD	0.03249448463	0.00717256065	0	0.006430363	0.00014968197	0.000882287	0.0008653954	0.000130474
train_1533	MD	0.03130635349	0.00480291677	0	0.00339230578	0.0001002051	0.0009704271	0.00011274231	3.34514e-05
train_1534	H	0.02793519303	0.00522434897	0	0.00329290328	0.0001062242	0.001005352	0.0001550399	1.34454e-05
train_1535	MD	0.03137713701	0.0043858877	0	0.00310688165	6.60696e-05	0.0011457259	5.68185e-05	1.63724e-05
train_1536	H	0.02957588979	0.00519119495	0	0.00277041709	0.0001471257	0.0009624286	0.0002430938	3.06096e-05
train_1537	MD	0.03624710452	0.00675495528	0	0.00464459153	0.0001722062	0.0010563069	0.0004252922	1.47992e-05
train_1538	MD	0.03261306	0.00563244401	0	0.00376430908	0.0001142099	0.0010450221	0.00024571188	2.40762e-05
train_1539	MD	0.036291017982	0.00741152927	0	0.00808615969	0.0005910029	0.0009091505	0.0005634168	4.07758e-05
train_154	NP	0.040708470749	0.007766552306	0	0.006010028537	0.0001619238	0.001301739	0.0004409532	0.000107542
train_1540	MD	0.0269359625	0.00460154688	0	0.00290444776	0.0001294333	0.0007919497	8.78414e-05	0
train_1541	MD	0.02967480898	0.00471602692	0	0.00294258114	0.0001186924	0.0008771883	0.00016294208	1.41843e-05
train_1542	MD	0.0259552356	0.003949829	0	0.0024752112	0.0001122598	0.0007783055	0.0001481051	0
train_1543	MD	0.02898590026	0.0047444451	0	0.00307546524	0.0001195794	0.0008384181	0.00013807289	2.59788e-05
train_1544	MD	0.03428521659	0.00557103857	0	0.00374888515	0.0001902341	0.0010387798	0.00013036637	9.88881e-06
train_1545	MD	0.0317951863	0.00489919757	0	0.0034117143	0.0001805952	0.000912623	0.00019177887	1.96196e-05
train_1546	MD	0.03028978912	0.00627511542	0	0.00385663818	0.00018562851	0.0011083364	0.0003324413	4.59651e-05
train_1547	MD	0.03841002149	0.00690733667	0	0.00478049945	0.0002504473	0.0009121943	0.00025814968	1.82732e-05
train_1548	H	0.03112351676	0.00481540678	0	0.00329744387	0.0001800474	0.000813511	0.00023699785	0
train_1549	MD	0.03428486855	0.00922833494	0	0.00645223843	0.0001990401	0.000808517	0.0009807228	7.84631e-05
train_155	NP	0.039945262214	0.007027430351	0	0.006108247728	0.0002131604	0.0011481888	0.00038521702	8.03968e-05
train_1550	MD	0.02638436641	0.00406253357	0	0.00258953367	6.7511e-05	0.000970807	2.7068e-05	1.64542e-05
train_1551	MD	0.0270308228	0.00514051277	0	0.00338796975	0.0001327434	0.0008485645	0.0002412138	2.97809e-05
train_1552	MD	0.03191052593	0.00556278896	0	0.0028344439	0.0001607355	0.0009479182	0.00011313569	2.09228e-05
train_1553	MD	0.03705173504	0.00611679508	0	0.00424902737	0.0001403538	0.0009555154	0.0001638576	4.99565e-05
train_1554	MD	0.02774068484	0.00442793046	0	0.0030055368	4.91016e-05	0.0009523478	0.00010526005	2.58594e-05
train_1555	MD	0.03326519296	0.00595968617	0	0.00357580886	0.000136196	0.000890269	0.0001501007	1.96602e-05
train_1556	MD	0.03191867876	0.00423628716	0	0.00334056312	6.87187e-05	0.0009766673	0.00010941936	9.44717e-06
train_1557	MD	0.0255931671	0.00389819415	0	0.00234468462	4.9464e-05	0.000895676	4.02058e-05	4.32582e-05
train_1558	MD	0.03140379195	0.00497106009	0	0.00306434002	9.35652e-05	0.001016968	0.0001432496	0
train_1559	MD	0.0316105288	0.00578547003	0	0.00322030869	0.000131647	0.0009804273	8.02221e-05	0
train_156	NP	0.044024351155	0.0090293348196	0	0.007141058956	0.00019688635	0.0012008248	0.0004232991	7.33182e-05
train_1560	H	0.02846267563	0.00493416663	0	0.00323185225	0.0001530349	0.0008365003	0.0002354342	1.64156e-05
train_1561	MD	0.03042770999	0.00585940801	0	0.0031890067	0.0002153181	0.0007853684	0.0001877478	0
train_1562	MD	0.0253942441	0.00493428094	0	0.0035855336	0.0001828757	0.0008143	0.0002102534	4.58467e-05
train_1563	MD	0.03007227288	0.00492326621	0	0.00310590039	8.57075e-05	0.000918167	0.0001284828	1.64784e-05
train_1564	H	0.03118581535	0.00458107833	0	0.0024840803	8.51412e-05	0.0011856512	5.66206e-05	1.71121e-05
train_1565	H	0.03711218	0.00613693829	0	0.00355134206	0.0001785262	0.0010250701	0.0002182487	2.15164e-05
train_1566	MD	0.03401799613	0.00484857116	0	0.00297931493	2.0976e-05	0.0012415512	2.673866e-05	2.29274e-05
train_1567	MD	0.02949433632	0.00367935469	0	0.00201377513	2.28669e-05	0.0012583858	1.86968e-05	1.45858e-05
train_1568	MD	0.03095529286	0.00511188284	0	0.00349217061	0.0001987312	0.0007965652	0.0002863349	3.10165e-05
train_1569	H	0.03366786577	0.00570433573	0	0.00308475263	0.0001785841	0.000868716	7.90775e-05	0
train_157	NP	0.049025797775	0.0173755174922	0	0.014677769903	0.000430053349	0.000809066072	0.002192971	4.21151e-06
train_1570	MD	0.02485751474	0.00369455621	0	0.00272336071	5.74988e-05	0.00078471316	7.12939e-06	0
train_1571	MD	0.02999144388	0.005291667691	0	0.00326264857	0.0001054922	0.0010550707	0.00026221351	3.50099e-05
train_1572	MD	0.03219884133	0.006455133276	0	0.00509349571	0.0001355782	0.0009100117	0.000483556	4.20845e-05
train_1573	H	0.0246726976	0.00358259528	0	0.0026900083	0.0001225558	0.000916489	1.23501e-05	0
train_1574	MD	0.03669539216	0.00868000268	0	0.00749317021	0.0002752493	0.000859661	0.001014766	5.07924e-05
train_1575	MD	0.03301234749	0.00576053007	0	0.00415616855	0.0002027406	0.0009276619	0.0003264081	3.39024e-05
train_1576	MD	0.0336817356	0.00535953429	0	0.0036772676	0.000240267	0.000794634	0.0002148038	0
train_1577	MD	0.03181743144	0.00494637252	0	0.0033058188	0.0001455367	0.00090495994	0.0001931113	0
train_1578	MD	0.02872517796	0.0035874365	0	0.00268846376	4.69995e-05	0.001057194	2.86129e-05	4.5936e-05
train_1579	H	0.02230524316	0.00428067149	0	0.002751616	0.0001420882	0.0008540991	0.0002469069	0
train_158	NP	0.045414718828	0.008583559996	0	0.006586883102	0.000225619168	0.0012429971	0.0005158556	7.15459e-05
train_1580	H	0.0327588673	0.00534953244	0	0.00339868653	0.0001808944	0.0008970296	0.00017897874	0
train_1581	MD	0.03422461898	0.006258250532	0	0.00429357103	0.0001094345	0.0009500888	0.0003503222	4.5707e-05
train_1582	H	0.02497445581	0.00355025536	0	0.0027529853	7.6016e-05	0.00082511	8.12058e-05	9.36219e-06
train_1583	MD	0.02718751959	0.00426934575	0	0.00289796041	0.000150555	0.0008563632	7.95053e-05	0
train_1584	H	0.033949091499	0.007206451283	0	0.00633291868	0.0004448236	0.0009967246	0.00033402694	3.1327e-05
train_1585	MD	0.03298300412	0.00491092572	0	0.00337060045	0.0001498964	0.0008954669	6.144141e-05	1.37921e-05
train_1586	MD	0.03368377648	0.00493708924	0	0.00356616045	0.000143831	0.0010558189	0.0001168397	2.84319e-05
train_1587	H	0.0295444296	0.00471068572	0	0.00325775341	0.0001010222	0.0010174016	0.0002323349	2.06448e-05
train_1588	MD	0.0281514014	0.00302982642	0	0.0024722896	1.19926e-05	0.0012604	1.21554e-05	4.55618e-05
train_1589	MD	0.03930660899	0.00511053975	0	0.00362400553	0.0001129377	0.001275612	7.344983e-05	1.00545e-05
train_159	NP	0.051688749275	0.013401619724	0	0.010493281319	0.00030661585	0.001014811	0.0012257443	3.31444e-05
train_1590	H	0.02736700238	0.00431939593	0	0.00303641945	0.00011296227	0.0009963604	0.00018814727	1.58545e-05
train_1591	MD	0.03253563598	0.00564708964	0	0.00434431631	0.0001372623	0.000980675	0.0003515365	2.02704e-05
train_1592	MD	0.03141698679	0.00513013588	0	0.00337921264	0.0001089057	0.00081648	0.00017640898	2.61465e-05
train_1593	MD	0.03424863076	0.00585207542	0	0.00394127543	0.0002030711	0.000948896	0.0001925177	2.69194e-05
train_1594	MD	0.02358880774	0.00414765526	0	0.00308907328	9.81575e-05	0.00079230833	8.02035e-05	1.3842e-05
train_1595	MD	0.02651476878	0.00367596882	0	0.00263394573	4.33098e-05	0.0010543908	0.0001404401	1.73848e-05
train_1596	MD	0.03237076236	0.00586569448	0	0.00467673806	0.0001473935	0.000900257	0.00038457173	3.5613e-05
train_1597	MD	0.0122125745	0.001115888	0	0.0008453887	0	0.00052616	0	0
train_1598	MD	0.02339728956	0.00403438012	0	0.00263866497	5.74235e-05	0.000851213	0.00010224786	2.19694e-05
train_1599	MD	0.03445724891	0.00904395778	0	0.00665275503	0.0002391017	0.000770148	0.0008023161	0
train_160	NP	0.043803375865	0.009035886021	0	0.006877166622	4.499192e-05	0.0012315501	0.0003988274	2.93295e-05
train_1600	MD	0.03590186537	0.007021197699	0	0.0048172167	0.00014746318	0.0009962762	0.0005773995	4.93192e-05
train_1601	MD	0.02742200483	0.00392668443	0	0.00328122603	4.28131e-05	0.0010380917	0.00017102247	1.89487e-05
train_1602	H	0.02737676438	0.00428760081	0	0.0026886147	0.0001268265	0.00101063	0.0001665759	1.3869e-05
train_1603	MD	0.0261863922	0.00453707713	0	0.00353506268	0.0001292328	0.00089958	0.00024113759	4.92306e-05
train_1604	MD	0.03259168935	0.0059970671	0	0.00503263815	0.0001186704	0.000991211	0.0004474278	4.08255e-05
train_1605	MD	0.03060914898	0.00538159413	0	0.0033589299	0.0002043673	0.0008613762	0.00019890322	1.55122e-05
train_1606	MD	0.02990781112	0.004214563187	0	0.00323473533	7.945015e-05	0.0010240206	0.00014044858	1.69184e-05
train_1607	MD	0.03428938472	0.00571455852	0	0.00369378338	8.29347e-05	0.0009889238	0.0001387759	2.24623e-05
train_1608	H	0.02486615945	0.00382512893	0	0.00301662147	8.18158e-05	0.0009102307	0.00015208119	2.07366e-05
train_1609	MD	0.02877013805	0.0043202138	0	0.0027716467	6.12322e-05	0.000958065	3.87514e-05	3.84568e-05
train_161	NP	0.037488049282	0.007497632907	0	0.006645386665	0.00016580379	0.001005165	0.0005588471	6.9724e-05
train_1610	MD	0.03806254921	0.01158849778	0	0.00875368172	0.0003217968	0.000842598	0.00125612	5.48065e-05
train_1611	MD	0.04095307293	0.01167558624	0	0.00846962025	0.000385447	0.000812704	0.0011902748	4.2274e-05
train_1612	MD	0.02623248527	0.0039369444	0	0.00239067586	4.465773e-05	0.0009434386	1.39192e-05	4.03685e-05
train_1613	MD	0.03873731004	0.0071019211	0	0.004595337	0.0002392658	0.0009490325	0.00025144532	1.4309e-05
train_1614	MD	0.03481470659	0.00401933889	0	0.00249565951	3.56948e-05	0.0014421012	5.289194e-05	2.27234e-05
train_1615	MD	0.02809071193	0.00459535173	0	0.00325707708	0.0001450104	0.000814177	0.0001220731	2.00885e-05
train_1616	H	0.0268333432	0.00427642212	0	0.00324681978	3.53083e-05	0.0010140861	5.249584e-05	1.07564e-05
train_1617	MD	0.02782146214	0.00436107772	0	0.00252411596	7.77607e-05	0.0010492777	5.035808e-05	0
train_1618	MD	0.03224757074	0.0053923229	0	0.00356357873	9.81934e-05	0.0010144813	0.00015192007	1.46891e-05
train_1619	MD	0.03425789734	0.00590971747	0	0.00376063707	0.0001006911	0.0010685581	0.000184127	1.84272e-05
train_162	NP	0.03937016706	0.005806693269	0	0.003760781411	7.617326e-05	0.0012815002	0.00019657082	1.28568e-05
train_1620	MD	0.0265404578	0.00354132109	0	0.0032370179	5.09572e-05	0.0009471166	0.00018330409	6.52911e-05
train_1621	MD	0.02712643262	0.00443990212	0	0.00324436399	7.70885e-05	0.0008457189	0.0001546439	1.92741e-05
train_1622	MD	0.03439167043	0.00605268223	0	0.00330521267	0.0001723824	0.0009562384	0.0001344388	1.37339e-05
train_1623	MD	0.03144145503	0.00350959032	0	0.0027564606	5.43448e-05	0.001062459	3.895e-05	0
train_1624	MD	0.03645549745	0.00649830313	0	0.00415666404	0.0002109722	0.0010255201	0.0001708275	2.33624e-05
train_1625	MD	0.03185908696	0.00382905101	0	0.00297972209	3.163401e-05	0.0011749167	0.00012438086	0
train_1626	MD	0.02932545572	0.00539875271	0	0.00294675047	5.8783e-05	0.0009486475	0.00022259771	2.32823e-05
train_1627	MD	0.03186457193	0.006592742071	0	0.00577977311	0.0001579219	0.0007555737	0.0005907728	4.32258e-05
train_1628	MD	0.03261349699	0.00429981264	0	0.0034668797	7.13053e-05	0.0009945031	0.0001144847	4.97634e-05
train_1629	MD	0.0268239742	0.00390229851	0	0.0025095471	4.62913e-05	0.000932415	0.0001023234	2.1488e-05
train_163	NP	0.04134976851	0.007326990487	0	0.004549221334	0.0001792451	0.0013059937	0.00019496848	2.66535e-05
train_1630	H	0.03400413269	0.00557859482	0	0.00358124709	0.0002283461	0.00085398769	0.00026975598	1.28411e-05
train_1631	MD	0.03018452173	0.0048559098	0	0.00356682324	0.0001142212	0.0009479082	4.47375e-05	0
train_1632	MD	0.02999929677	0.00584088587	0	0.0036474317	0.000227138	0.0009580575	0.0002477062	0
train_1633	MD	0.0349788151	0.00500922436	0	0.00462548548	4.62058e-05	0.001409551	0.0004269806	6.99091e-05
train_1634	MD	0.0274735475	0.0047364907	0	0.00311692698	0.0001177103	0.0008112963	0.0002485598	0
train_1635	MD	0.03525511218	0.00559529615	0	0.00368434894	0.0001578459	0.000964426	0.0001492206	0
train_1636	MD	0.03071871019	0.0053147831	0	0.0037927283	0.0001212782	0.0009659882	7.46824e-05	2.49184e-05
train_1637	MD	0.03178687208	0.00476584797	0	0.0033048307	8.9433e-05	0.001145823	0.0001036529	7.80875e-05
train_1638	MD	0.03456676584	0.00631423961	0	0.0039049306	0.0001930064	0.0009614282	0.00023137254	1.61393e-05
train_1639	H	0.02806991004	0.00531100689	0	0.0036865839	8.89092e-05	0.0009230773	0.00020572126	1.82984e-05
train_164	NP	0.04121705021	0.0108828430126	0	0.007915586376	0.0001768757	0.0008471882	0.0007136058	8.7161e-05
train_1640	H	0.02203301806	0.0028949001	0	0.0020156279	8.95471e-06	0.001015039	2.47991e-05	1.38512e-05
