"","train_1382","train_1387","train_1423","train_1427","train_1699","train_1723","train_1756","train_1815","train_1822","train_1825","train_1839","train_1842","train_1845","train_1878","train_1902","train_1906"
"Bacteroides_pectinophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_sp_CAG_357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_633",0,0,0,0.1653,0,0,0,0,0,0,0,0,0,0.56626,0.70521,0
"Streptococcus_sobrinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidaminococcus_fermentans",0.86674,0,0,1.2204,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_variicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0.21267,0,0
"Bifidobacterium_catenulatum",0,0,0,0.00378,0.01993,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_gordonii",0.04713,0,0.05641,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_faecalis",0,0,0,0.15247,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_pseudocatenulatum",0,0.21362,0,0.00712,0.00847,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1185",0,0,0,0,0,0,0,0,0,0,0,0,0.21903,0.01645,0.0115,0
"Prevotella_sp_CAG_5226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parabacteroides_sp_CAG_409",0.16224,0,0,0.02932,0,0,0,0,0,0.70013,0,2.58342,0,0.86145,0.40192,0
"Firmicutes_bacterium_CAG_145",0,0,0,0.00463,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoflavonifractor_sp_An184",0,0,0,0,0,0,0,0,0,0.01034,0,0.00196,0,0.01141,0,0
"Roseburia_sp_CAG_303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_lutetiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyricicoccus_pullicaecorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Absiella_dolichum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_dolichum_CAG_375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyzzerella_nexilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eisenbergiella_massiliensis",0,0.00729,0,0,0.00624,0,0,0,0.02937,0,0,0,0,0.03428,0,0
"Clostridium_sp_CAG_242",0,0,0,0.0252,0,0,0,0,0.44474,0,0,0,0,0,0,0
"Prevotella_sp_AM42_24",4.55149,0,0,0,0,0,0.24827,0,0,0,0.38882,0,0,0,0,0
"Butyrivibrio_sp_CAG_318",0,0,0,0,0,0,0,0,0,0,0,0,3.61055,0,0,0
"Alistipes_sp_An66",0.00727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_sp_HMSC71H05",0,0.02621,0.10151,0,0.07183,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera_elsdenii",1.23403,0,0,0.45536,0,0,0,0,0,0,0.19224,0,0.07322,0,0,9.58378
"Acidaminococcus_intestini",0,0,0,0,0,0,0,0,0,0,0,4.02164,0,0,0,8.25558
"Ruminococcus_sp_CAG_330",0,0,0,0,0,0,0.34958,0,0,0,0,0,0.01536,0,0,0
"Faecalitalea_cylindroides",0,0,0,0.00474,0,0.09578,0,0.03017,0,0,0,0,0.24532,0.03986,0,0
"Blautia_hydrogenotrophica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enorma_massiliensis",0,0,0,0.00255,0,0,0,0,0,0,0,0.00758,0.02718,0.21255,0,0
"Anaerotignum_lactatifermentans",0,0.05515,0,0,0,0,0,0,0.14815,0,0,0,0,0,0,0
"Desulfovibrio_fairfieldensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_617",0,0,0,0,0,0,0,0,0,0,0,0,0,3.28134,0,0
"Flavonifractor_sp_An10",0,0,0,0,0,0.00331,0,0,0,0,0,0,0,0.01339,0,0
"Alistipes_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.06442,0,0
"Clostridium_sp_CAG_299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07652
"Anaerofilum_sp_An201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus_evryensis",0,0,0,0,0,0.00274,0,0,0,0.09017,0,0,0.26341,0,0,0
"Enterococcus_hirae",0,0.09382,0,0.00611,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_piscolens",0,0.05166,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_aeruginosa_group",0,0,0,0,0,0,0,0,0,0.06137,0,0,0,0,0,0
"Lactobacillus_johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Massiliomicrobiota_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00444,0,0
"Pyramidobacter_sp_C12_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_succinatiphilus",0,0,0,0.05415,0,0,0,1.65372,0,0,0,0,0,0,0.00566,0
"Enterobacter_cloacae_complex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_488",0,0,0,0,0,0,0,0,0,0.48066,1.04389,0,0,0,0,0
"Bacteroides_sp_CAG_530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_callidus",0.02701,0,0,0.0018,0,0,0,0.0069,0,0.01126,0,0,0.04574,0.00306,0,0
"Mitsuokella_jalaludinii",0.23252,0,0,1.73256,0,0,0,0,0,0,0.03673,0,0,0,0,0
"Phascolarctobacterium_sp_CAG_266",0,0,0,0.13328,0,0,0,0.03668,0,0,0,0,0,0,0.75934,0
"Butyrivibrio_crossotus",0,0,0,3.00133,0,0,0,0,0,0,11.44111,0,0,0,0.02723,0
"Dielma_fastidiosa",0,0,0,0,0.02522,0.02693,0,0,0.01858,0,0.01164,0,0,0,0,0.04691
"Prevotella_sp_CAG_924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_amylovorus",0,0,0,0,0,0,0,0,1.5,0,0,0,2.20595,20.43293,0,0
"Clostridium_sp_CAG_964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_kefiranofaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_acidophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Varibaculum_cambriense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrionaceae_bacterium",0,0,0,0.028,0,0,0.09507,0.08042,0,0.58725,0,0,0,0,0,0
"Citrobacter_koseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_rhamnosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sanguinis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_corporis",0,0,0,0,0,0,0,0,0,0,0.12841,0,0,0,0.01769,0
"Mogibacterium_diversum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fretibacterium_fastidiosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_australis",0,0,0.00762,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_ruminis",0.04126,0,0,0.2167,0.19293,0,0,0.3583,0,0,0,0,0,0,0,0.39376
"Fusobacterium_sp_CAG_439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rothia_mucilaginosa",0.05983,0,0.02471,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sp_OM08_24",0,0.01033,0,0,0.33903,0,0,0,0,0,0,0,0.05058,0.01147,0,0
"Bacteroides_sp_CAG_927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_rogosae",0.02866,0.01605,0,0,0,0,0.00619,0,0,0,0,0,0,0.0013,0,0
"Hafnia_paralvei",0,0,0,0.01996,0,0,0,0,0.98929,0,0,0,0,0,0,0
"Hafnia_alvei",0,0,0,2.97617,0,0,0,0,0,0,0,0,0.01678,0,0,0
"Bacteroides_sp_43_108",0.24295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_asparagiforme",0,0,0,0,0.0106,0,0,0,0.27789,0,0,0,0,0,0,0
"Clostridium_lavalense",0,0.00635,0,0,0.03762,0,0.00625,0,0,0,0,0.0022,0,0,0,0.03937
"Lactobacillus_sakei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christensenella_minuta",0,0.00284,0,0.00704,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_durans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_galacturonicus",0,0.01527,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0
"Sellimonas_intestinalis",0,0,0,0,0.00048,0,0,0,0.00882,0,0,0.01849,0,0,0,0
"Clostridium_bolteae_CAG_59",0,0.00648,0,0,0.25153,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_413",0,0,0,2.96649,0,0,0,1.00978,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_598",0,0,0,0.33866,0,0,0,0,0,0,0,0,0,0,0,0
"Mitsuokella_multacida",0.07512,0,0,0.07847,0,0,0,0,0,0,0.00753,0,0,0,0,0
"Megasphaera_sp_DISK_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_quasipneumoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0.10664,0,0
"Alloscardovia_omnicolens",0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_infantis",0,0,0.05088,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_hylemonae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_534",0,0,0,0,0,0,0,6.15337,0,0,0,0,0,0,0,0
"Ruminococcus_champanellensis",0,0,0,0,0,0,0,0.56985,0,0.4632,0,0,0,0,0,0
"Actinomyces_graevenitzii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megamonas_hypermegale",0,0,0.07664,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_885",0,0,0,0,0,0,9.00715,0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_791",0,2.71592,0,0,0,0,0,0,0,0,3.01667,0,0,0,0,0
"Bacteroides_sp_CAG_462",0.30032,0,0,0,0,0,0,0,0,0,0,0,0.02887,0,0,0
"Lactobacillus_vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia_marmotae",0,0,0,0,0,0,0,0,0,0,0,0.00379,0,2.57531,0,0
"Brachyspira_sp_CAG_700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_510",0,0,0,0.39066,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_disiens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01129,0.0048
"Actinomyces_turicensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_fluxus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_mortiferum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_melaninogenica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria_flavescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera_micronuciformis",0,0,0.00511,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_histicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_pallens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oribacterium_sinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria_perflava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_HMSC034E03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_jejuni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_salivae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_buccae",0,0,0.00038,0,8.55221,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_glucuronolyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella_confusa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_HMSC035G02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_nucleatum",0,0,0.0275,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sulci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_paraputrificum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter_cinaedi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_infantarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_buccalis",0,0,0,0,0,0,0,0,0,0,0.00546,0,0,0,0,0
"Finegoldia_magna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megamonas_funiformis",0,0,0.01878,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cutibacterium_granulosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alloprevotella_tannerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_jejuni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio_cholerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter_fennelliae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_gallolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_influenzae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_haemolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kocuria_palustris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_arlettae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morganella_morganii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_butyricum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lawsonella_clevelandensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_kashiwanohense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_naviforme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_coagulans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Negativicoccus_succinicivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_harei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_prevotii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_sp_HMSC065F10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Facklamia_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptococcus_niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_sp_NML130628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_sp_HMSC062D09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_europaeus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_breve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_duerdenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mobiluncus_curtisii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_asaccharolytica",0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_bergensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_sp_NML140438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_hydrogenalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[Collinsella]_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium_minutum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter_indicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_michiganensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_oxytoca",0,0,0,0,0,0,0,0,0,0.3151,0,0,0,0,0,0
"Enterococcus_raffinosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_avium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cutibacterium_avidum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_amycolatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_epidermidis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera_sp_MJR8396C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_tuberculostearicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_gallinarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_kefirresidentii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malassezia_globosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_pseudogenitalium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_neonatale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_octavius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidaminococcus_sp_CAG_542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_pneumosintes",0,0.02278,0.03574,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kocuria_indica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_nagyae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_ureolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kocuria_rhizophila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_iners",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dermacoccus_sp_PE3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micrococcus_luteus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_lipophiloflavum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_uenonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plesiomonas_shigelloides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_ruminantium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_radingae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kytococcus_sedentarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_saerimneri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rothia_aeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_matruchotii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_F0442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_parahaemolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_aureus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anoxybacillus_flavithermus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dermabacter_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_aurimucosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemella_haemolysans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_lacrimalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_sp_BV3C26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus_anaerobius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cutibacterium_acnes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_sp_oral_taxon_370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaeroglobus_geminatus",0,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemella_asaccharolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_kroppenstedtii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerobiospirillum_thomasii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_sp_DNF00840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brachyspira_pilosicoli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter_sp_11_8110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megamonas_funiformis_CAG_377",0,0,0.04813,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria_sicca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria_mucosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia_albertii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_haemolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aggregatibacter_segnis",0,0,0.07726,0,0,0,0,0,0,0,0,0,0,0,0,0
"Granulicatella_adiacens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arcobacter_butzleri",0,0,0,0,0,0,0,0,0,0.29262,0,0,0,0,0,0
"Citrobacter_freundii",0,0,0,0.00881,0,0,0,0,0,0,0,0,0,0,0,0
"Comamonas_aquatica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromonas_caviae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_youngae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter_johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microvirgula_aerodenitrificans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comamonas_thiooxydans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_werkmanii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shewanella_algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter_ursingii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comamonas_testosteroni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_portucalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter_bereziniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_cecorum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter_schindleri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter_towneri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter_pylori",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Comamonas_kerstersii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema_succinifaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_ventriculi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter_winghamensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus_cereus_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_macedonicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cronobacter_sakazakii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_aerogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_mori",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema_berlinense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_pittmaniae",0,0,0,0.04275,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_micraerophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_coprostanoligenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_resistens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_pyruviciproducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_rogosae",0,0.00288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptotrichia_wadei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morococcus_cerebrosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_rodentium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_tobetsuensis",0,0.01488,0.03254,0,0.00324,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_colorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_S7_1_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Granulicatella_elegans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parvimonas_sp_KA00067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sneathia_amnii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc_garlicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cetobacterium_somerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hungatella_effluvii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_sp_CAG_933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
