"","train_49","train_50","train_51","train_52","train_53","train_54","train_55","train_56","train_57","train_58","train_59","train_60","train_61","train_62","train_63","train_64","train_65","train_66","train_67","train_68"
"Prevotella_sp_AM42_24",0,0,0,0,0.35097,0.38321,0,0,0,0,0.06095,0,0,0,7.12386,0.0053,0,0,0,0
"Butyrivibrio_sp_CAG_318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_sp_An66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_sp_HMSC71H05",0.01114,0,0,0,0,0.11221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera_elsdenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidaminococcus_intestini",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalitalea_cylindroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blautia_hydrogenotrophica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enorma_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerotignum_lactatifermentans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrio_fairfieldensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flavonifractor_sp_An10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alistipes_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerofilum_sp_An201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cloacibacillus_evryensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_hirae",0,0,0.01854,0,0,0,0,0,0,0.02713,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_piscolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas_aeruginosa_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_johnsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Massiliomicrobiota_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyramidobacter_sp_C12_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_succinatiphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_cloacae_complex",0,0,0,0,0,0,0,0,0,0,0,0.04959,0,0,0,0,0,0,0,0
"Ruminococcus_sp_CAG_488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_530",0,0.05864,0,0,2.34522,1.51683,0,0,0,0,0,0,0,0,0,5.09152,0,0,0,0
"Ruminococcus_callidus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mitsuokella_jalaludinii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phascolarctobacterium_sp_CAG_266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Butyrivibrio_crossotus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dielma_fastidiosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_amylovorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_kefiranofaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_acidophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Varibaculum_cambriense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfovibrionaceae_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Citrobacter_koseri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_rhamnosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sanguinis",0,0,0,0.41795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01274,0,0
"Ruminococcus_sp_CAG_563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_corporis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mogibacterium_diversum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fretibacterium_fastidiosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_australis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_ruminis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_sp_CAG_439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rothia_mucilaginosa",0.36901,0,0,2.15265,0,0,0,0,0,0.71454,0,0,0,0,0,0.00638,0,0,0,0
"Eubacterium_sp_OM08_24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_rogosae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hafnia_paralvei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hafnia_alvei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_43_108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_asparagiforme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_lavalense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_sakei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christensenella_minuta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_durans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_galacturonicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sellimonas_intestinalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_bolteae_CAG_59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_CAG_1031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mitsuokella_multacida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera_sp_DISK_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_quasipneumoniae",0,0,0.86195,0,0,0,0,0,0,0.1422,0,0.10522,0,0,0,0,0.86117,0,3.32288,0
"Alloscardovia_omnicolens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_infantis",0,0,0,0.15571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_A12",0.01997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_hylemonae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firmicutes_bacterium_CAG_534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruminococcus_champanellensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_graevenitzii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megamonas_hypermegale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_sp_885",0,0.01697,0,0,1.6506,2.5381,0,0,0,0,0,0,0,0,3.56286,0,0.00487,0,0,0
"Firmicutes_bacterium_CAG_791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_sp_CAG_462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia_marmotae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brachyspira_sp_CAG_700",0,0,0,0,14.14833,0,0,0,0,0,0,0.58175,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_510",0,0,0,0,0,0.52983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_disiens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_turicensis",0,0,0,0,0,0,0,0,0,0.56321,0,0,0,0,0,0,0,0,0,0
"Bacteroides_fluxus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_mortiferum",0,0,0,0,0,0,0,0,0,0,0,0,0.83612,0,0,0,0,0.00914,0,0
"Prevotella_melaninogenica",0.24399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria_flavescens",0.076,0,0,0,0,0.18659,0,0,0,3.14747,0,0,0,0,0,0,0,0.11117,0,0
"Megasphaera_micronuciformis",0.04338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_histicola",0.04127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_pallens",0.03368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oribacterium_sinus",0.01739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria_perflava",0.01565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_HMSC034E03",0.01238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_jejuni",0.01176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_salivae",0.01032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_buccae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_glucuronolyticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Weissella_confusa",0,0,0.00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_HMSC035G02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_nucleatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_sulci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_paraputrificum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter_cinaedi",0,0,0,0,0,0,0,0,0,0,0,0.48085,0,0,0,0,0,0,0,0
"Streptococcus_infantarius",0,0,0,0.06857,0,0,0,0,0,0,0,0,0,0,0,0,0.08427,0,0,0
"Prevotella_buccalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finegoldia_magna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megamonas_funiformis",0,0,0,0,0,0.04899,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cutibacterium_granulosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alloprevotella_tannerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_jejuni",0,11.8777,0,0,0,0,0,0,0,0,0,0.12577,0,0,0,0,0,0,0,0
"Vibrio_cholerae",0,2.01237,0,0,13.8941,54.40026,99.71067,18.75044,96.25548,28.73353,0,56.71204,97.03247,0,0,2.33889,0,0.04452,0,0
"Helicobacter_fennelliae",0,1.01761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_gallolyticus",0,0.20268,0,0,0,0,0,0,0,0.03755,0,0,0,0,0,0,0,0,0,0
"Haemophilus_influenzae",0,0.17294,0,0,0,0,0,4.69643,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_haemolyticus",0,0.05482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kocuria_palustris",0,0.04621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_arlettae",0,0.0257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morganella_morganii",0,0,0.0329,0,0,0,0,0,0,0,3.90275,0,0,0,0,0,0.01674,0,0,0
"Clostridium_butyricum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lawsonella_clevelandensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_kashiwanohense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_naviforme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteroides_coagulans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Negativicoccus_succinicivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_harei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_prevotii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_sp_HMSC065F10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Facklamia_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptococcus_niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_sp_NML130628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_sp_HMSC062D09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_europaeus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_breve",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_duerdenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mobiluncus_curtisii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_asaccharolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prevotella_bergensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_sp_NML140438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_hydrogenalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"[Collinsella]_massiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Atopobium_minutum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter_indicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_michiganensis",0,0,0.12448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_oxytoca",0,0,0.01094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01694,0,0,0
"Enterococcus_raffinosus",0,0,0.00975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03348,0,0,0
"Enterococcus_avium",0,0,0.00045,0,0,0,0,0,0,0,1.95706,0,0,0,0,0,0,0,0,0
"Cutibacterium_avidum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_amycolatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_epidermidis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megasphaera_sp_MJR8396C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_tuberculostearicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus_gallinarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_kefirresidentii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malassezia_globosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_pseudogenitalium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_neonatale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_octavius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acidaminococcus_sp_CAG_542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_pneumosintes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kocuria_indica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus_nagyae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_ureolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kocuria_rhizophila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_iners",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dermacoccus_sp_PE3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Micrococcus_luteus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_lipophiloflavum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyromonas_uenonis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plesiomonas_shigelloides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium_ruminantium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_radingae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kytococcus_sedentarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lactobacillus_saerimneri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rothia_aeria",0,0,0,0.09501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_matruchotii",0,0,0,0.05375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_sp_F0442",0,0,0,0.04096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02141,0,0
"Haemophilus_parahaemolyticus",0,0,0,0.03446,0,0,0,0,0,0.04957,0,0,0,0,0,0,0,0,0,0
"Staphylococcus_aureus",0,0,0,0.01502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anoxybacillus_flavithermus",0,0,0,0.00663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dermabacter_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_aurimucosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemella_haemolysans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Campylobacter_hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_lacrimalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_sp_BV3C26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptostreptococcus_anaerobius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cutibacterium_acnes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusobacterium_sp_oral_taxon_370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomyces_sp_oral_taxon_897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaeroglobus_geminatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemella_asaccharolytica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_kroppenstedtii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerobiospirillum_thomasii",0,0,0,0,0,0.09397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peptoniphilus_sp_DNF00840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brachyspira_pilosicoli",0,0,0,0,1.64413,0,0.28933,0,3.72381,0,0,20.13765,0,0,0,0,0,0,0,0
"Helicobacter_sp_11_8110",0,0,0,0,0,0.24194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Megamonas_funiformis_CAG_377",0,0,0,0,0,0.00688,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria_sicca",0,0,0,0,0,0,0,0,0,0.83882,0,0,0,0,0,0,0,0,0,0
"Neisseria_mucosa",0,0,0,0,0,0,0,0,0,0.36346,0,0,0,0,0,0,0,0,0,0
"Escherichia_albertii",0,0,0,0,0,0,0,0,0,0.34539,0,0,0,0,0,0,0,0,0,0
"Haemophilus_haemolyticus",0,0,0,0,0,0,0,0,0,0.08643,0,0,0,0,0,0,0,0.16806,0,0
"Aggregatibacter_segnis",0,0,0,0,0,0,0,0,0,0.04327,0,0,0,0,0,0,0,0.01707,0,0
"Granulicatella_adiacens",0,0,0,0,0,0,0,0,0,0.01574,0,0,0,0,0,0,0,0,0,0
"Arcobacter_butzleri",0,0,0,0,0,0,0,0,0,0,3.3778,0,0,0,0,0,0,0,0,0
"Citrobacter_freundii",0,0,0,0,0,0,0,0,0,0,2.59926,0,0,0,0,0,0,0,0,0
"Comamonas_aquatica",0,0,0,0,0,0,0,0,0,0,2.06732,0,0,0,0,0,0,0,0,0
"Aeromonas_caviae",0,0,0,0,0,0,0,0,0,0,1.76719,0,0,0,0,0,0,0,0,0
"Citrobacter_youngae",0,0,0,0,0,0,0,0,0,0,1.12779,0,0,0,0,0,0,0,0,0
"Acinetobacter_johnsonii",0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0
"Microvirgula_aerodenitrificans",0,0,0,0,0,0,0,0,0,0,0.68619,0,0,0,0,0,0,0,0,0
"Comamonas_thiooxydans",0,0,0,0,0,0,0,0,0,0,0.60964,0,0,0,0,0,0,0,0,0
"Citrobacter_werkmanii",0,0,0,0,0,0,0,0,0,0,0.39383,0,0,0,0,0,0,0,0,0
"Shewanella_algae",0,0,0,0,0,0,0,0,0,0,0.34902,0,0,0,0,0,0,0,0,0
"Acinetobacter_ursingii",0,0,0,0,0,0,0,0,0,0,0.34681,0.10682,0,0,0,0,0,0,0,0
"Comamonas_testosteroni",0,0,0,0,0,0,0,0,0,0,0.27492,0,0,0,0,0,0,0,0,0
"Citrobacter_portucalensis",0,0,0,0,0,0,0,0,0,0,0.19661,0,0,0,0,0,0,0,0,0
"Acinetobacter_bereziniae",0,0,0,0,0,0,0,0,0,0,0.07264,0.08727,0,0,0,0,0,0,0,0
"Enterococcus_cecorum",0,0,0,0,0,0,0,0,0,0,0.01946,0,0,0,0,0,0,0,0,0
"Acinetobacter_schindleri",0,0,0,0,0,0,0,0,0,0,0.01512,0,0,0,0,0,0,0,0,0
"Acinetobacter_towneri",0,0,0,0,0,0,0,0,0,0,0,0.02566,0,0,0,0,0,0,0,0
"Helicobacter_pylori",0,0,0,0,0,0,0,0,0,0,0,0.01823,0,0,0,0,0,0,0,0.0396
"Comamonas_kerstersii",0,0,0,0,0,0,0,0,0,0,0,0,0.65891,0,0,0,0,0,0,0
"Treponema_succinifaciens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_sp_CAG_632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clostridium_ventriculi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter_winghamensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacillus_cereus_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_macedonicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cronobacter_sakazakii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Klebsiella_aerogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter_mori",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema_berlinense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haemophilus_pittmaniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dialister_micraerophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium_coprostanoligenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_resistens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corynebacterium_pyruviciproducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veillonella_rogosae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08052,0,0
