Sample	CMP-Legionaminate-Biosynthesis	CMP-N-Acetylneuraminate-Biosynthesis	CMP-pseudaminate biosynthesis	gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)	gibberellin biosynthesis II (early C-3 hydroxylation)	gibberellin biosynthesis IV (<i>Gibberella fujikuroi</i>)	gibberellin biosynthesis V	inosine-5'-phosphate biosynthesis I	inosine-5'-phosphate biosynthesis II	inosine-5'-phosphate biosynthesis III
SRR5936204	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5936207	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5936208	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5936212	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5936213	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5936218	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5936219	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5936222	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5936223	2.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
SRR5936229	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5936231	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946608	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946609	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946612	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946617	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946619	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946620	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946623	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946624	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946625	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946627	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946628	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946630	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946632	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946640	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946644	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946645	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946648	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946650	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
SRR5946651	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946652	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946657	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946659	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946660	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946662	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
SRR5946664	2.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946666	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946668	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946670	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946671	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946672	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946673	2.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946674	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946675	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946677	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
SRR5946681	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946682	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946684	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946685	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946686	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946689	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946696	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946701	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946702	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946704	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946707	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946708	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946711	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946712	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946713	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946714	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946716	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946723	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946725	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946730	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946731	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946733	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946735	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946737	2.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946740	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946746	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946747	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946748	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946749	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946751	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946752	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946754	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946755	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
SRR5946757	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946758	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946760	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946762	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946772	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946774	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946776	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946777	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946779	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946780	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946787	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946788	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946790	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946791	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946797	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
SRR5946799	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR5946800	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946808	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946815	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946817	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946818	2.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946821	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946822	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946825	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946826	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946828	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946829	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946831	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946834	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946844	2.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946845	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946846	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946847	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946851	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946853	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946857	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946861	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946862	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946863	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946864	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
SRR5946866	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946867	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946868	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946870	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946873	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946874	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946876	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946880	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946881	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946883	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946889	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946891	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946892	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946894	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946895	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946905	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946907	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946909	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946911	2.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946912	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
SRR5946915	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946920	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946921	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946923	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946924	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946925	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946927	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946930	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946931	2.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946933	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946935	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946937	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946940	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946942	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946943	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946946	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946947	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946952	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946954	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946955	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946958	2.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946959	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946961	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946962	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5946963	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946966	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946967	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946968	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946969	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946971	2.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946973	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5946974	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946981	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946985	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946987	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946988	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946989	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946992	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946993	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946995	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5946996	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947000	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947001	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947003	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947004	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947007	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5947008	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5947010	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947012	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947017	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947019	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947022	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947024	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947025	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947027	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947028	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947029	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947031	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947032	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947036	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5947040	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947041	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947042	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947044	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947045	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947048	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947049	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947050	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947052	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947053	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5947057	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947060	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947063	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947069	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947070	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947072	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947076	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5947077	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5947079	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
SRR5947080	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947081	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947085	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
SRR5947090	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5947094	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0
SRR5947097	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947101	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947102	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947104	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5947812	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947813	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947815	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947821	2.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947830	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5947831	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5947832	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947834	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947836	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947838	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947843	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5947846	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5947851	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947869	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5947879	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5983264	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983265	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983268	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983270	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983271	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983272	2.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5983275	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983276	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983277	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983279	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983282	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983284	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983291	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983294	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983297	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983299	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5983300	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983301	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983315	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983317	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983325	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983326	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5983327	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5983329	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983331	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983333	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983335	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983346	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983354	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983355	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5983357	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983360	2.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5983367	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5983372	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5983376	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983377	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983379	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983380	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983384	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983386	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983391	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983393	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983400	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983401	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983403	2.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0
SRR5983405	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983406	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983408	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983411	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SRR5983412	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983418	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
SRR5983422	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
